1264101654	20250919	202509	2025	2025.7096	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	071	071	07	2	7.4	2	1	2	3.8961038961039	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250919170000	https://www.republicaneagle.com/news/red-wing-public-school-hires/article_0fce1bb7-af2d-4481-b779-ce647cd11649.html
1264101655	20250919	202509	2025	2025.7096	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	084	084	08	2	7.0	4	1	4	-1.68776371308017	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919170000	https://www.thecollegefix.com/texas-am-president-quits-after-backlash-over-dei-gender-identity-lessons/
1264101656	20250919	202509	2025	2025.7096	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	2	1	2	1.67064439140812	3	Red Wing High School, Minnesota, United States	US	USMN	MN049	44.5369	-92.5161	2064796	3	Red Wing High School, Minnesota, United States	US	USMN		44.5369	-92.5161	2064796	3	Red Wing High School, Minnesota, United States	US	USMN		44.5369	-92.5161	2064796	20250919170000	https://www.republicaneagle.com/opinion/school-board-to-take-action-on-preliminary-levy-on-sept-22/article_0a96fd9a-ed51-4386-98b7-67c620d5991a.html
1264101657	20250919	202509	2025	2025.7096	EDU	UNIVERSITY						EDU			USA	COLORADO	USA								1	186	186	18	4	-10.0	10	1	10	-2.21327967806841	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250919170000	https://dailycaller.com/2025/09/19/thousands-in-deep-blue-state-show-up-anyway-at-event-kirk-was-slated-to-headline/
1264101658	20250919	202509	2025	2025.7096	EDU	STUDENT						EDU			USAEDU	UNITED STATES	USA					EDU			1	036	036	03	1	4.0	4	1	4	4.69043151969982	3	Wawasee, Indiana, United States	US	USIN	IN085	41.4239	-85.6958	446705	3	Wawasee, Indiana, United States	US	USIN	IN085	41.4239	-85.6958	446705	3	Wawasee, Indiana, United States	US	USIN	IN085	41.4239	-85.6958	446705	20250919170000	https://www.1073wrsw.com/500000-in-cap-grant-a-big-boost-for-syacuse-boardwalk-proposal/
1264101659	20250919	202509	2025	2025.7096	EDU	SCHOOL						EDU			USAEDU	SOUTH CAROLINA	USA					EDU			1	040	040	04	1	1.0	6	1	6	-0.38610038610038	3	Little River, South Carolina, United States	US	USSC	SC051	33.8732	-78.6142	1231489	3	Little River, South Carolina, United States	US	USSC		33.8732	-78.6142	1231489	3	Little River, South Carolina, United States	US	USSC		33.8732	-78.6142	1231489	20250919170000	https://www.postandcourier.com/education-lab/sc-charter-school-growth-public-education/article_93edde04-c4ae-46ec-8243-f2d3cd88468a.html
1264101660	20250919	202509	2025	2025.7096	EDU	STUDENT						EDU			USAEDU	MICHIGAN	USA					EDU			1	043	043	04	1	2.8	10	1	10	1.69050715214565	3	Delta State University, Mississippi, United States	US	USMS	MS011	33.7471	-90.7348	690912	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20250919170000	https://www.easternecho.com/article/2025/09/emu-students-host-vigil-to-honor-mississippi-student
1264101661	20250919	202509	2025	2025.7096	EDU	STUDENT						EDU			USAEDU	MISSISSIPPI	USA					EDU			1	043	043	04	1	2.8	6	1	6	1.69050715214565	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20250919170000	https://www.easternecho.com/article/2025/09/emu-students-host-vigil-to-honor-mississippi-student
1264101662	20250919	202509	2025	2025.7096	EDU	STUDENT						EDU			USAEDU	MISSISSIPPI	USA					EDU			1	051	051	05	1	3.4	6	1	6	1.69050715214565	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20250919170000	https://www.easternecho.com/article/2025/09/emu-students-host-vigil-to-honor-mississippi-student
1264101663	20250919	202509	2025	2025.7096	EDU	SCHOOL						EDU			USAGOVEDU	MINNESOTA	USA					GOV	EDU		1	010	010	01	1	0.0	7	1	7	1.67064439140812	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250919170000	https://www.republicaneagle.com/opinion/school-board-to-take-action-on-preliminary-levy-on-sept-22/article_0a96fd9a-ed51-4386-98b7-67c620d5991a.html
1264101664	20250919	202509	2025	2025.7096	EDU	SCHOOL						EDU			USAGOVEDU	MINNESOTA	USA					GOV	EDU		1	060	060	06	2	6.0	6	1	6	1.67064439140812	3	Red Wing High School, Minnesota, United States	US	USMN	MN049	44.5369	-92.5161	2064796	3	Red Wing High School, Minnesota, United States	US	USMN		44.5369	-92.5161	2064796	3	Red Wing High School, Minnesota, United States	US	USMN		44.5369	-92.5161	2064796	20250919170000	https://www.republicaneagle.com/opinion/school-board-to-take-action-on-preliminary-levy-on-sept-22/article_0a96fd9a-ed51-4386-98b7-67c620d5991a.html
1264101665	20250919	202509	2025	2025.7096	EDUHLH	COLLEGE						EDU	HLH		BGD	CHITTAGONG	BGD								1	042	042	04	1	1.9	5	1	5	-10.9489051094891	0								0								0								20250919170000	https://www.thedailystar.net/news/bangladesh/crime-justice/news/bangladeshi-expatriate-murdered-over-previous-enmity-ctg-3989886
1264101666	20250919	202509	2025	2025.7096	EDULAB	SCHOOL						EDU	LAB												1	1821	182	18	4	-9.0	4	1	4	-7.54716981132076	3	Paducah, Kentucky, United States	US	USKY	KY145	37.0834	-88.6	500106	0								3	Paducah, Kentucky, United States	US	USKY	KY145	37.0834	-88.6	500106	20250919170000	https://www.kfvs12.com/2025/09/19/school-employee-arrested-rape-charges-mccracken-county/
1264101667	20250919	202509	2025	2025.7096	EDULAB	SCHOOL						EDU	LAB		USA	UNITED STATES	USA								1	1821	182	18	4	-9.0	6	1	6	-7.54716981132076	3	Mccracken County, Kentucky, United States	US	USKY	KY145	37.0501	-88.7001	516925	3	Mccracken County, Kentucky, United States	US	USKY		37.0501	-88.7001	516925	3	Mccracken County, Kentucky, United States	US	USKY		37.0501	-88.7001	516925	20250919170000	https://www.kfvs12.com/2025/09/19/school-employee-arrested-rape-charges-mccracken-county/
1264101668	20250919	202509	2025	2025.7096	EGY	EGYPT	EGY																		1	111	111	11	3	-2.0	1	1	1	-7.72532188841202	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101669	20250919	202509	2025	2025.7096	EGY	ALEXANDRIA	EGY																		1	190	190	19	4	-10.0	1	1	1	-7.72532188841202	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								1	Ireland	EI	EI		53	-8	EI	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101670	20250919	202509	2025	2025.7096	EGY	EGYPT	EGY								OPP	ACTIVIST						OPP			1	190	190	19	4	-10.0	4	1	4	-7.72532188841202	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	1	Ireland	EI	EI		53	-8	EI	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101671	20250919	202509	2025	2025.7096	EGY	ALEXANDRIA	EGY								OPP	ACTIVIST						OPP			1	190	190	19	4	-10.0	3	1	3	-7.72532188841202	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101672	20250919	202509	2025	2025.7096	EGY	EGYPT	EGY								USA	AMERICAN	USA								0	190	190	19	4	-10.0	2	1	2	-7.72532188841202	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101673	20250919	202509	2025	2025.7096	EGY	EGYPT	EGY								USA	AMERICAN	USA								0	190	190	19	4	-10.0	2	1	2	-7.72532188841202	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250919170000	https://afro.com/black-churches-condemn-kirk/
1264101674	20250919	202509	2025	2025.7096	ERI	ERITREA	ERI								FRA	FRANCE	FRA								0	063	063	06	2	7.4	2	1	2	-5.92105263157895	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20250919170000	https://www.dailymail.co.uk/news/article-15115159/truck-driver-stowaway-migrants-UK-bound-lorry-Starmers-one-policy-kept-out.html
1264101675	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								FRA	PARIS	FRA								0	110	110	11	3	-2.0	3	1	3	-2.99465240641711	1	Eritrea	ER	ER		15	39	ER	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919170000	https://www.dailymail.co.uk/news/article-15115391/Iranian-man-migrant-removed-France-one-one-deal-crossed-channel-small-boat.html
1264101676	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								FRA	FRANCE	FRA								0	110	110	11	3	-2.0	2	1	2	-2.99465240641711	1	Eritrea	ER	ER		15	39	ER	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919170000	https://www.dailymail.co.uk/news/article-15115391/Iranian-man-migrant-removed-France-one-one-deal-crossed-channel-small-boat.html
1264101677	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								FRA	FRANCE	FRA								0	174	174	17	4	-5.0	7	1	7	-5.92105263157895	1	Eritrea	ER	ER		15	39	ER	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Eritrea	ER	ER		15	39	ER	20250919170000	https://www.dailymail.co.uk/news/article-15115159/truck-driver-stowaway-migrants-UK-bound-lorry-Starmers-one-policy-kept-out.html
1264101678	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								FRA	FRANCE	FRA								0	174	174	17	4	-5.0	1	1	1	-5.92105263157895	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20250919170000	https://www.dailymail.co.uk/news/article-15115159/truck-driver-stowaway-migrants-UK-bound-lorry-Starmers-one-policy-kept-out.html
1264101679	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								GBR	BRITON	GBR								0	173	173	17	4	-5.0	2	1	2	-5.29695024077046	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101680	20250919	202509	2025	2025.7096	ERI	ERITREA	ERI								GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	2	1	2	-5.29695024077046	1	Afghanistan	AF	AF		33	66	AF	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101681	20250919	202509	2025	2025.7096	ERI	ERITREAN	ERI								GBR	BRITON	GBR								0	173	173	17	4	-5.0	6	1	6	-5.29695024077046	1	Eritrea	ER	ER		15	39	ER	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101682	20250919	202509	2025	2025.7096	ESP	MADRID	ESP								CHNGOV	CHINA	CHN					GOV			0	040	040	04	1	1.0	2	1	2	3.07692307692308	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101683	20250919	202509	2025	2025.7096	ESP	MADRID	ESP								CHNGOV	CHINA	CHN					GOV			0	040	040	04	1	1.0	2	1	2	3.07692307692308	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101684	20250919	202509	2025	2025.7096	ESP	SPAIN	ESP								GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	2	1	2	2.90909090909091	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250919170000	https://www.timeout.com/london/news/the-best-airport-in-london-is-adding-more-flights-to-european-holiday-destinations-091925
1264101685	20250919	202509	2025	2025.7096	ESP	MADRID	ESP								GBR	LONDON	GBR								1	060	060	06	2	6.0	6	1	6	2.90909090909091	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919170000	https://www.timeout.com/london/news/the-best-airport-in-london-is-adding-more-flights-to-european-holiday-destinations-091925
1264101686	20250919	202509	2025	2025.7096	ESP	MADRID	ESP								GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	6	1	6	3.07692307692308	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101687	20250919	202509	2025	2025.7096	EST	TALLINN	EST																		1	110	110	11	3	-2.0	1	1	1	-2.25988700564972	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://theaviationist.com/2025/09/19/russian-mig-31s-estonia/
1264101688	20250919	202509	2025	2025.7096	EST	TALLINN	EST																		1	110	110	11	3	-2.0	1	1	1	-2.25988700564972	1	Russia	RS	RS		60	100	RS	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://theaviationist.com/2025/09/19/russian-mig-31s-estonia/
1264101689	20250919	202509	2025	2025.7096	EST	ESTONIA	EST																		0	114	114	11	3	-2.0	2	1	2	-8.77513711151736	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20250919170000	https://www.thehindu.com/news/international/estonia-and-allies-denounce-reckless-russian-air-incursion/article70071251.ece
1264101690	20250919	202509	2025	2025.7096	EST	ESTONIA	EST																		0	151	151	15	4	-7.2	10	1	10	-6.53950953678474	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	0								4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101691	20250919	202509	2025	2025.7096	EST	ESTONIAN	EST								IGOWSTNAT	NATO	WST	NAT				IGO			1	043	043	04	1	2.8	8	1	8	-5.63380281690141	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250919170000	https://indianexpress.com/shorts/world/i-like-tiktok-it-helped-get-me-elected-trump-xi-discuss-deal-10259877-2/
1264101692	20250919	202509	2025	2025.7096	EST	TALLINN	EST								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	2	2	2	-4.39969827121723	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101693	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	040	040	04	1	1.0	2	1	2	-6.53950953678474	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101694	20250919	202509	2025	2025.7096	EST	TALLINN	EST								RUS	RUSSIA	RUS								0	040	040	04	1	1.0	5	1	5	-6.53950953678474	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101695	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								1	110	110	11	3	-2.0	1	1	1	-2.25988700564972	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://theaviationist.com/2025/09/19/russian-mig-31s-estonia/
1264101696	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								1	110	110	11	3	-2.0	4	1	4	-2.25988700564972	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	1	Russia	RS	RS		60	100	RS	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://theaviationist.com/2025/09/19/russian-mig-31s-estonia/
1264101697	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	2	1	2	-8.17438692098093	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	20250919170000	https://news.az/news/nato-scrambles-to-intercept-russian-warplanes-breaching-estonian-airspace
1264101698	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	2	1	2	-8.17438692098093	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	20250919170000	https://news.az/news/nato-scrambles-to-intercept-russian-warplanes-breaching-estonian-airspace
1264101699	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	112	112	11	3	-2.0	6	1	6	-8.17438692098093	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250919170000	https://news.az/news/nato-scrambles-to-intercept-russian-warplanes-breaching-estonian-airspace
1264101700	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIAN	RUS								0	114	114	11	3	-2.0	7	1	7	-8.77513711151736	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	20250919170000	https://www.thehindu.com/news/international/estonia-and-allies-denounce-reckless-russian-air-incursion/article70071251.ece
1264101701	20250919	202509	2025	2025.7096	EST	ESTONIA	EST								RUS	RUSSIA	RUS								0	128	128	12	3	-5.0	10	1	10	-6.53950953678474	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101702	20250919	202509	2025	2025.7096	ESTGOV	ESTONIA	EST					GOV													1	010	010	01	1	0.0	8	1	8	-6.53950953678474	4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	0								4	Vaindloo, Läe-Virumaa, Estonia	EN	EN08		59.8142	26.3619	-2626187	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101703	20250919	202509	2025	2025.7096	ESTGOV	ESTONIA	EST					GOV													1	010	010	01	1	0.0	2	1	2	-6.53950953678474	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250919170000	https://economictimes.indiatimes.com/news/international/us/12-minutes-that-rattled-estonia-what-exactly-happened-key-points-to-know/articleshow/124002264.cms
1264101704	20250919	202509	2025	2025.7096	ETH	ETHIOPIA	ETH																		0	180	180	18	4	-9.0	2	1	2	-5.29695024077046	1	Ethiopia	ET	ET		8	38	ET	0								1	Ethiopia	ET	ET		8	38	ET	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101705	20250919	202509	2025	2025.7096	ETH	ETHIOPIA	ETH								AFR	AFRICA	AFR								1	043	043	04	1	2.8	10	1	10	1.75438596491228	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919170000	https://www.africa-confidential.com/article-preview/id/15650/addis-summit-pushes-continents-green-industry-ambition
1264101706	20250919	202509	2025	2025.7096	ETH	ETHIOPIA	ETH								GBR	UNITED KINGDOM	GBR								0	180	180	18	4	-9.0	1	1	1	-5.29695024077046	1	Ethiopia	ET	ET		8	38	ET	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	1	Ethiopia	ET	ET		8	38	ET	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101707	20250919	202509	2025	2025.7096	ETH	ETHIOPIA	ETH								GBR	UNITED KINGDOM	GBR								0	180	180	18	4	-9.0	1	1	1	-5.29695024077046	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20250919170000	https://www.dailymail.co.uk/debate/article-15115161/JACK-ANDERTON-Housing-illegal-migrants-young-Britons-robbed-future.html
1264101708	20250919	202509	2025	2025.7096	EUR	EUROPEAN	EUR																		1	020	020	02	1	3.0	20	2	20	6.6094731116357	4	Martebo, Gotland, Sweden	SW	SW05	26026	57.75	18.4833	-2503810	0								4	Martebo, Gotland, Sweden	SW	SW05	26026	57.75	18.4833	-2503810	20250919170000	https://www.railway-technology.com/news/alstoms-proposals-to-develop-swedens-railway-system/
1264101709	20250919	202509	2025	2025.7096	EUR	EUROPEAN	EUR								BUS	BANK						BUS			1	057	057	05	1	8.0	5	1	5	8.87290167865707	4	Eversholt, Central Bedfordshire, United Kingdom	UK	UKZ6	40124	51.9833	-0.55	-2595775	4	Eversholt, Central Bedfordshire, United Kingdom	UK	UKZ6	40124	51.9833	-0.55	-2595775	4	Eversholt, Central Bedfordshire, United Kingdom	UK	UKZ6	40124	51.9833	-0.55	-2595775	20250919170000	https://www.railway-technology.com/news/eib-caf-mobility-innovation-programme/
1264101710	20250919	202509	2025	2025.7096	EUR	EUROPE	EUR								RUS	MOSCOW	RUS								0	020	020	02	1	3.0	4	1	4	-3.63984674329502	1	Estonia	EN	EN		59	26	EN	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250919170000	https://www.euronews.com/2025/09/19/russian-fighter-jets-violated-estonias-airspace-authorities-say
1264101711	20250919	202509	2025	2025.7096	EUR	EUROPE	EUR								RUS	MOSCOW	RUS								0	020	020	02	1	3.0	1	1	1	-3.63984674329502	1	Estonia	EN	EN		59	26	EN	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Estonia	EN	EN		59	26	EN	20250919170000	https://www.euronews.com/2025/09/19/russian-fighter-jets-violated-estonias-airspace-authorities-say
1264101712	20250919	202509	2025	2025.7096	EUR	EUROPE	EUR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	1.19760479041917	3	Apple Valley, California, United States	US	USCA	CA071	34.5008	-117.186	1660259	3	Apple Valley, California, United States	US	USCA		34.5008	-117.186	1660259	3	Apple Valley, California, United States	US	USCA		34.5008	-117.186	1660259	20250919170000	https://recorder.com/2025/09/19/valley-bounty-the-apple-doesnt-fall-far-from-the-tree-family-owned-clark-brothers-orchards-thrives-on-sustainable-practices-and-tradition/
1264101713	20250919	202509	2025	2025.7096	FRA	LYON	FRA																		0	012	012	01	1	-0.4	4	1	4	0.82417582417582	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20250919170000	https://www.brightonandhovenews.org/2025/09/19/hove-museum-granted-drinks-licence-extension/
