1271904212	20241101	202411	2024	2024.8247	ITAJUD	MILAN	ITA					JUD			BUS	COMPANY						BUS			1	090	090	09	2	-2.0	8	1	8	-4.4	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20251101110000	https://www.bbc.co.uk/news/articles/cpq11v5d1rno
1271904232	20251101	202511	2025	2025.8247											BUS	BANK						BUS			1	0874	087	08	2	10.0	10	1	10	-7.78443113772455	0								4	Machakos, Eastern, Kenya	KE	KE03	18585	-1.51667	37.2667	-2254318	4	Machakos, Eastern, Kenya	KE	KE03	18585	-1.51667	37.2667	-2254318	20251101110000	https://www.the-star.co.ke/news/2025-11-01-man-robbed-sh500000-after-leaving-bank-in-nairobi
1271904233	20251101	202511	2025	2025.8247											CAN	CANADA	CAN								1	190	190	19	4	-10.0	2	1	2	-6.40204865556978	0								4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	20251101110000	https://www.thepeterboroughexaminer.com/news/it-s-an-epidemic-madd-canada-launches-project-red-ribbon-in-bowmanville/article_209e6901-ce8c-5c49-9d1a-15be86970354.html
1271904234	20251101	202511	2025	2025.8247											CHN	CHINA	CHN								0	063	063	06	2	7.4	10	1	10	-6.52985074626866	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251101110000	https://www.thedailynews.cc/articles/chinese-national-sentenced-to-time-served-for-local-marijuana-grow/
1271904235	20251101	202511	2025	2025.8247											CHN	CHINA	CHN								0	190	190	19	4	-10.0	8	1	8	5.46163849154747	0								4	Jianhua, Sichuan, China	CH	CH32	13260	31.4613	104.864	10336966	4	Jianhua, Sichuan, China	CH	CH32	13260	31.4613	104.864	10336966	20251101110000	https://tradearabia.com:443/News/329910/RAK-Ports-partners-with-Jianhua-Holdings-launch-work-on-PHC-piles-facility
1271904236	20251101	202511	2025	2025.8247											COP	POLICE						COP			1	042	042	04	1	1.9	3	1	3	-9.09090909090909	0								4	Hyogo, Hokkaido, Japan	JA	JA12	34371	43.3667	144.433	-229940	4	Hyogo, Hokkaido, Japan	JA	JA12	34371	43.3667	144.433	-229940	20251101110000	https://japantoday.com/category/crime/man-gets-life-in-prison-for-killing-3-family-members-with-crossbow
1271904237	20251101	202511	2025	2025.8247											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-1.0752688172043	0								4	Onkaparinga River National Park, South Australia, Australia	AS	AS05	5296	-35.158	138.561	11358093	4	Onkaparinga River National Park, South Australia, Australia	AS	AS05	5296	-35.158	138.561	11358093	20251101110000	https://www.9news.com.au/national/south-australia-news-rock-climber-rescued-after-getting-tangled-in-ropes-onkaparinga-river-national-park/8e73b6df-915c-4715-ac9e-7c3070a45c68
1271904238	20251101	202511	2025	2025.8247											COP	DEPUTY						COP			0	043	043	04	1	2.8	2	1	2	4.14634146341464	0								4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	20251101110000	https://www.the-star.co.ke/news/2025-11-01-anc-communication-issues-blocked-tz-election-observation
1271904239	20251101	202511	2025	2025.8247											COP	DEPUTY						COP			0	043	043	04	1	2.8	2	1	2	4.14634146341464	0								4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	1	South Africa	SF	SF		-30	26	SF	20251101110000	https://www.the-star.co.ke/news/2025-11-01-anc-communication-issues-blocked-tz-election-observation
1271904240	20251101	202511	2025	2025.8247											COP	DEPUTY						COP			0	043	043	04	1	2.8	6	1	6	4.14634146341464	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20251101110000	https://www.the-star.co.ke/news/2025-11-01-anc-communication-issues-blocked-tz-election-observation
1271904241	20251101	202511	2025	2025.8247											COP	POLICE						COP			1	195	195	19	4	-10.0	10	1	10	-1.0752688172043	0								4	Onkaparinga River National Park, South Australia, Australia	AS	AS05	5296	-35.158	138.561	11358093	4	Onkaparinga River National Park, South Australia, Australia	AS	AS05	5296	-35.158	138.561	11358093	20251101110000	https://www.9news.com.au/national/south-australia-news-rock-climber-rescued-after-getting-tangled-in-ropes-onkaparinga-river-national-park/8e73b6df-915c-4715-ac9e-7c3070a45c68
1271904242	20251101	202511	2025	2025.8247											CRM	GANG						CRM			0	111	111	11	3	-2.0	2	1	2	-7.78443113772455	0								4	Machakos, Eastern, Kenya	KE	KE03	18585	-1.51667	37.2667	-2254318	4	Machakos, Eastern, Kenya	KE	KE03	18585	-1.51667	37.2667	-2254318	20251101110000	https://www.the-star.co.ke/news/2025-11-01-man-robbed-sh500000-after-leaving-bank-in-nairobi
1271904243	20251101	202511	2025	2025.8247											CVL	VILLAGE						CVL			0	010	010	01	1	0.0	3	1	3	-1.42329994728518	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251101110000	https://www.dailymail.co.uk/news/royals/article-15201295/Meghan-Markle-demanded-class-tickets-makeup-team-brought-suitcases-clothes-humanitarian-trip-Rwanda-charity-accused-racism.html
1271904244	20251101	202511	2025	2025.8247											CVL	VOTER						CVL			0	020	020	02	1	3.0	5	1	5	-0.32449972958356	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251101110000	https://www.yahoo.com/news/articles/typically-quiet-nonpartisan-local-elections-094420097.html
1271904245	20251101	202511	2025	2025.8247											CVL	VOTER						CVL			0	040	040	04	1	1.0	2	1	2	-0.32449972958356	0								3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	20251101110000	https://www.yahoo.com/news/articles/typically-quiet-nonpartisan-local-elections-094420097.html
1271904246	20251101	202511	2025	2025.8247											CVL	VILLAGE						CVL			0	042	042	04	1	1.9	3	1	3	-1.42329994728518	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251101110000	https://www.dailymail.co.uk/news/royals/article-15201295/Meghan-Markle-demanded-class-tickets-makeup-team-brought-suitcases-clothes-humanitarian-trip-Rwanda-charity-accused-racism.html
1271904247	20251101	202511	2025	2025.8247											DEU	GERMAN	DEU								1	043	043	04	1	2.8	2	1	2	-2.65486725663717	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Germany	GM	GM		51.5	10.5	GM	20251101110000	https://www.dw.com/en/germany-news-steinmeier-at-opening-of-grand-egyptian-museum/live-74582023
1271904248	20251101	202511	2025	2025.8247											DEU	GERMAN	DEU								1	043	043	04	1	2.8	2	1	2	-2.65486725663717	0								1	Germany	GM	GM		51.5	10.5	GM	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251101110000	https://www.dw.com/en/germany-news-steinmeier-at-opening-of-grand-egyptian-museum/live-74582023
1271904249	20251101	202511	2025	2025.8247											DEUGOV	GERMANY	DEU					GOV			1	043	043	04	1	2.8	1	1	1	-2.65486725663717	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251101110000	https://www.dw.com/en/germany-news-steinmeier-at-opening-of-grand-egyptian-museum/live-74582023
1271904250	20251101	202511	2025	2025.8247											DEUGOV	GERMAN	DEU					GOV			1	043	043	04	1	2.8	2	1	2	-2.65486725663717	0								1	Germany	GM	GM		51.5	10.5	GM	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251101110000	https://www.dw.com/en/germany-news-steinmeier-at-opening-of-grand-egyptian-museum/live-74582023
1271904251	20251101	202511	2025	2025.8247											EDU	STUDENT						EDU			1	042	042	04	1	1.9	5	1	5	-5.98802395209581	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251101110000	https://www.hindustantimes.com/india-news/two-young-brothers-8-and-6-drown-in-bengaluru-lake-after-skipping-tuition-report-101761988256286.html
1271904252	20251101	202511	2025	2025.8247											EGYGOV	EGYPTIAN	EGY					GOV			1	036	036	03	1	4.0	6	1	6	4.14634146341463	0								4	Egyptian Museum, Al Qahirah, Egypt	EG	EG11	65350	30.0477	31.2337	11230304	4	Egyptian Museum, Al Qahirah, Egypt	EG	EG11	65350	30.0477	31.2337	11230304	20251101110000	https://www.firstpost.com/world/egypt-inaugurates-worlds-largest-museum-celebrating-its-ancient-civilisation-13946969.html
1271904253	20251101	202511	2025	2025.8247											ELI	RETIRED						ELI			0	014	014	01	1	0.0	5	1	5	-1.58353127474268	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251101110000	https://www.businessinsider.com/older-american-workers-health-issues-challenges-disabilities-2025-11
1271904254	20251101	202511	2025	2025.8247											ELI	ACTOR						ELI			0	042	042	04	1	1.9	5	1	5	2.90178571428572	0								3	Fairfield University, Connecticut, United States	US	USCT		41.1607	-73.2576	207002	3	Fairfield University, Connecticut, United States	US	USCT		41.1607	-73.2576	207002	20251101110000	https://www.courant.com/2025/11/01/arts-picks-for-nov-2-8/
1271904255	20251101	202511	2025	2025.8247											ETH	ETHIOPIA	ETH								0	043	043	04	1	2.8	4	1	4	0.55320533680442	0								4	Debre Damo, Tigray, Ethiopia	ET	ET53	40851	14.3725	39.2903	-608365	4	Debre Damo, Tigray, Ethiopia	ET	ET53	40851	14.3725	39.2903	-608365	20251101110000	https://www.nationalgeographic.com/travel/article/mysterious-queen-sheba-legend-church-archaeology?cmpid=org=ngp::mc=crm-email::src=ngp::cmp=editorial::add=Travel_20181211::rid=76395
1271904256	20251101	202511	2025	2025.8247											FRA	PARIS	FRA								0	051	051	05	1	3.4	4	1	4	6.26780626780627	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251101110000	https://www.mirror.co.uk/3am/celebrity-news/paris-fury-gives-intimate-insight-36172981
1271904257	20251101	202511	2025	2025.8247											GBR	LONDON	GBR								1	036	036	03	1	4.0	1	1	1	6.19469026548673	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20251101110000	https://tradearabia.com:443/News/329907/Tourism365-to-showcase-Abu-Dhabi
1271904258	20251101	202511	2025	2025.8247											GBR	LONDON	GBR								0	040	040	04	1	1.0	1	1	1	-1.834451901566	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251101110000	https://www.dailymail.co.uk/news/royals/article-15208647/Inside-toxic-bullying-claims-led-Ellen-DeGeneres-downfall-came-light-year-revealed-defunct-talk-sharing-touching-family-moment-Meghan.html
1271904259	20251101	202511	2025	2025.8247											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	2	-2.30769230769231	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251101110000	https://www.dailymail.co.uk/news/article-15248287/Queen-Elizabeth-Charles-unexploded-bomb-Andrew-weak-spot.html
1271904260	20251101	202511	2025	2025.8247											GBR	EDINBURGH	GBR								0	042	042	04	1	1.9	1	1	1	-0.72398190045248	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20251101110000	https://theedinburghreporter.co.uk/2025/11/the-old-edinburgh-club-notes-important-historical-dates/
1271904261	20251101	202511	2025	2025.8247											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	6	1	6	1.04166666666666	0								5	Gloucestershire, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.16667	-2597217	5	Gloucestershire, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.16667	-2597217	20251101110000	https://www.mirror.co.uk/3am/celebrity-news/broom-cupboards-philippa-forrester-now-36157980
1271904262	20251101	202511	2025	2025.8247											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	6	1	6	-1.834451901566	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20251101110000	https://www.dailymail.co.uk/news/royals/article-15208647/Inside-toxic-bullying-claims-led-Ellen-DeGeneres-downfall-came-light-year-revealed-defunct-talk-sharing-touching-family-moment-Meghan.html
1271904263	20251101	202511	2025	2025.8247											GBR	UNITED KINGDOM	GBR								0	190	190	19	4	-10.0	5	1	4	-0.72398190045248	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20251101110000	https://theedinburghreporter.co.uk/2025/11/the-old-edinburgh-club-notes-important-historical-dates/
1271904264	20251101	202511	2025	2025.8247											GHA	GHANA	GHA								1	036	036	03	1	4.0	5	1	5	6.90690690690691	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20251101110000	https://www.newsghana.com.gh/ghana-pioneers-professional-naturopathy-exams-in-african-first/
1271904265	20251101	202511	2025	2025.8247											GHA	GHANA	GHA								0	036	036	03	1	4.0	5	1	5	-0.6677796327212	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251101110000	https://yen.com.gh/ghana/293843-alban-bagbin-orders-ghghs1000-salary-deduction-mps-support-cancer-fight/
1271904266	20251101	202511	2025	2025.8247											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	2	1.61290322580645	0								4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20251101110000	https://www.the-star.co.ke/news/2025-11-01-photos-ruto-hosts-breakfast-meeting-with-grassroot-leaders-in-kakamega
1271904267	20251101	202511	2025	2025.8247											GOV	MAYOR						GOV			0	036	036	03	1	4.0	4	1	4	-2.01931518876208	0								3	New Britain, Connecticut, United States	US	USCT		41.6612	-72.7795	209217	3	New Britain, Connecticut, United States	US	USCT		41.6612	-72.7795	209217	20251101110000	https://www.courant.com/2025/11/01/snap-suspension-a-reminder-to-ct-gop-trump-sets-the-agenda/
1271904268	20251101	202511	2025	2025.8247											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	5	1	5	0	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20251101110000	https://www.staradvertiser.com/2025/11/01/hawaii-news/advance-reservations-for-arizona-memorial-resumes/
1271904269	20251101	202511	2025	2025.8247											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	1.61290322580645	0								4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20251101110000	https://www.the-star.co.ke/news/2025-11-01-photos-ruto-hosts-breakfast-meeting-with-grassroot-leaders-in-kakamega
1271904270	20251101	202511	2025	2025.8247											GOV	JUSTICE MINISTER						GOV			1	040	040	04	1	1.0	3	1	3	2.94117647058824	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251101110000	https://www.panarmenian.net/eng/news/327702/
1271904271	20251101	202511	2025	2025.8247											GOV	KING						GOV			1	042	042	04	1	1.9	12	1	6	-2.30769230769231	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251101110000	https://www.dailymail.co.uk/news/article-15248287/Queen-Elizabeth-Charles-unexploded-bomb-Andrew-weak-spot.html
1271904272	20251101	202511	2025	2025.8247											GOV	KING						GOV			1	042	042	04	1	1.9	6	1	6	-2.30769230769231	0								4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20251101110000	https://www.dailymail.co.uk/news/article-15248287/Queen-Elizabeth-Charles-unexploded-bomb-Andrew-weak-spot.html
1271904273	20251101	202511	2025	2025.8247											GOV	GOVERNMENT						GOV			1	045	045	04	1	5.0	7	1	7	3.125	0								4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20251101110000	https://www.the-star.co.ke/news/2025-11-01-ps-urges-african-countries-to-prioritise-sustainability
1271904274	20251101	202511	2025	2025.8247											GOV	GOVERNMENT						GOV			1	045	045	04	1	5.0	3	1	3	3.125	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20251101110000	https://www.the-star.co.ke/news/2025-11-01-ps-urges-african-countries-to-prioritise-sustainability
1271904275	20251101	202511	2025	2025.8247											GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	2	1	2	1.61290322580645	0								4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20251101110000	https://www.the-star.co.ke/news/2025-11-01-photos-ruto-hosts-breakfast-meeting-with-grassroot-leaders-in-kakamega
1271904276	20251101	202511	2025	2025.8247											GOV	DICTATOR						GOV			0	051	051	05	1	3.4	2	1	2	-7.24762726488352	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251101110000	https://www.dailymail.co.uk/news/article-15246405/Why-plummeting-oil-price-finally-undo-Putin-Ukraine-hits-refineries-Russias-economy-struggling-rare-anti-Vladimir-protests-breaking-topple-tyrant.html
1271904277	20251101	202511	2025	2025.8247											GOV	ATTORNEY GENERAL						GOV			1	100	100	10	3	-5.0	6	1	6	-3.39425587467363	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251101110000	https://wtop.com/virginia/2025/11/virginia-attorney-general-jason-miyares-says-he-will-seek-common-ground-in-event-of-split-ticket/
