1272979888	20251107	202511	2025	2025.8411	IRL	DUBLIN	IRL								USA	THE US	USA								1	040	040	04	1	1.0	8	1	8	0	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251107140000	https://www.telecomtv.com/content/the-future-of-ran/rob-soni-on-at-t-s-open-ran-progress-54250/
1272979889	20251107	202511	2025	2025.8411	IRLGOV	MICHEAL MARTIN	IRL					GOV			BRA	BRAZIL	BRA								1	044	044	04	1	2.5	5	1	5	1.44927536231884	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251107140000	https://www.independent.ie/irish-news/a-formidable-woman-president-and-taoiseach-among-mourners-at-funeral-of-sister-stan/a887909018.html
1272979890	20251107	202511	2025	2025.8411	IRN	IRAN	IRN																		0	010	010	01	1	0.0	2	1	2	1.55786350148368	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272979891	20251107	202511	2025	2025.8411	IRN	IRAN	IRN								ISRMIL	ISRAEL	ISR					MIL			1	111	111	11	3	-2.0	10	1	10	-6.89655172413793	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://english.news.cn/20251107/3d228b56f0ad4acca5699c1d40193ca0/c.html
1272979892	20251107	202511	2025	2025.8411	IRN	TEHRAN	IRN								LBN	LEBANON	LBN								1	110	110	11	3	-2.0	8	1	8	-6.89655172413793	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251107140000	https://english.news.cn/20251107/3d228b56f0ad4acca5699c1d40193ca0/c.html
1272979893	20251107	202511	2025	2025.8411	IRN	IRAN	IRN								LBN	LEBANON	LBN								1	110	110	11	3	-2.0	2	1	2	-6.89655172413793	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251107140000	https://english.news.cn/20251107/3d228b56f0ad4acca5699c1d40193ca0/c.html
1272979894	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR																		1	010	010	01	1	0.0	2	1	2	-2.67716535433071	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251107140000	https://www.sun-sentinel.com/2025/11/07/lets-rediscover-shared-values-letters-to-the-editor/
1272979895	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR																		1	010	010	01	1	0.0	2	1	2	-2.67716535433071	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20251107140000	https://www.sun-sentinel.com/2025/11/07/lets-rediscover-shared-values-letters-to-the-editor/
1272979896	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR																		1	172	172	17	4	-5.0	4	1	4	-4.47865640307908	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.sltrib.com/opinion/commentary/2025/11/07/opinion-what-conservatives-should/
1272979897	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR																		1	174	174	17	4	-5.0	4	1	4	-4.47865640307908	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251107140000	https://www.sltrib.com/opinion/commentary/2025/11/07/opinion-what-conservatives-should/
1272979898	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR																		0	193	193	19	4	-10.0	1	1	1	1.55786350148368	1	Israel	IS	IS		31.5	34.75	IS	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272979899	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	036	036	03	1	4.0	8	1	8	-8.16326530612245	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979900	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	036	036	03	1	4.0	2	1	2	-8.16326530612245	4	Tayr Dibbah, Liban-Sud, Lebanon	LE	LE06	18314	33.2744	35.2786	-811674	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979901	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	040	040	04	1	1.0	8	1	8	-8.16326530612245	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979902	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	040	040	04	1	1.0	2	1	2	-8.16326530612245	4	Tayr Dibbah, Liban-Sud, Lebanon	LE	LE06	18314	33.2744	35.2786	-811674	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979903	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	046	046	04	1	7.0	2	1	2	-8.16326530612245	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979904	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	046	046	04	1	7.0	6	1	6	-8.16326530612245	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979905	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	046	046	04	1	7.0	2	1	2	-8.16326530612245	4	Tayr Dibbah, Liban-Sud, Lebanon	LE	LE06	18314	33.2744	35.2786	-811674	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979906	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								1	0874	087	08	2	10.0	6	1	6	-3.06666666666667	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251107140000	https://english.aawsat.com/opinion/5206174-hezbollah-two-statements
1272979907	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								LBNGOVMED	LEBANON	LBN					GOV	MED		1	193	193	19	4	-10.0	5	1	5	-6.89655172413793	1	Israel	IS	IS		31.5	34.75	IS	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://english.news.cn/20251107/3d228b56f0ad4acca5699c1d40193ca0/c.html
1272979908	20251107	202511	2025	2025.8411	ISR	ISRAEL	ISR								USA	AMERICAN	USA								0	010	010	01	1	0.0	6	1	6	1.55786350148368	1	Israel	IS	IS		31.5	34.75	IS	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251107140000	https://www.yahoo.com/news/articles/george-bailey-test-why-fuentes-131208750.html
1272979909	20251107	202511	2025	2025.8411	ISRCVL	ISRAELI	ISR					CVL			COP	POLICE						COP			1	182	182	18	4	-9.5	10	1	10	-3.46820809248555	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251107140000	https://www.hindustantimes.com/india-news/israeli-tourist-dies-in-motorcycle-accident-on-his-way-from-delhi-to-agra-101762520595937.html
1272979910	20251107	202511	2025	2025.8411	ISRGOV	ISRAEL	ISR					GOV			ISR	ISRAEL	ISR								1	1122	112	11	3	-2.0	2	1	2	-8.16326530612245	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	4	Taibe, HaMerkaz, Israel	IS	IS02	18311	32.2662	35.0089	-779775	20251107140000	https://www.daijiworld.com/news/newsDisplay?newsID=1297328
1272979911	20251107	202511	2025	2025.8411	ITA	ITALY	ITA																		1	013	013	01	1	0.4	4	1	4	1.13314447592068	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.nola.com/entertainment_life/eat-drink/restaurant-closure-biloxi-ms/article_63de1a8a-7ed8-4d4a-9a8f-ad50e8b597eb.html
1272979912	20251107	202511	2025	2025.8411	ITA	MARCHE	ITA																		0	1822	182	18	4	-9.0	10	1	10	-1.16414435389989	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251107140000	https://www.hollywoodreporter.com/movies/movie-news/not-made-for-politics-doc-film-women-belarus-interview-poff-1236419916/
1272979913	20251107	202511	2025	2025.8411	ITA	ITALY	ITA								ELI	ACTOR						ELI			0	051	051	05	1	3.4	2	1	2	0.76142131979695	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272979914	20251107	202511	2025	2025.8411	ITA	ITALY	ITA								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	1	1	1	4.26829268292682	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.jacarandafm.com/news/news/ramaphosa-meet-pope-holy-see-visit/
1272979915	20251107	202511	2025	2025.8411	ITA	ITALY	ITA								ITAGOV	ITALY	ITA					GOV			1	036	036	03	1	4.0	2	1	2	4.26829268292682	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.jacarandafm.com/news/news/ramaphosa-meet-pope-holy-see-visit/
1272979916	20251107	202511	2025	2025.8411	ITA	ITALY	ITA								USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	0.76142131979695	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272979917	20251107	202511	2025	2025.8411	ITA	ITALIAN	ITA								USA	AMERICAN	USA								0	112	112	11	3	-2.0	4	1	4	0.76142131979695	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	United States	US	US		39.828175	-98.5795	US	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272979918	20251107	202511	2025	2025.8411	ITAGOV	ITALY	ITA					GOV			ITA	ITALY	ITA								1	036	036	03	1	4.0	2	1	2	4.26829268292682	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.jacarandafm.com/news/news/ramaphosa-meet-pope-holy-see-visit/
1272979919	20251107	202511	2025	2025.8411	JAMCOP	KINGSTON	JAM					COP			SPY	INTELLIGENCE						SPY			1	041	041	04	1	1.0	10	1	10	-3.08943089430895	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20251107140000	https://www.intelligencer.ca:443/news/local-news/kingston-police-report-rise-in-telephone-scams
1272979920	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW															0	010	010	01	1	0.0	3	1	3	0.64516129032258	3	National Gallery Of Art, District of Columbia, United States	US	USDC	DC001	38.8912	-77.02	531836	0								3	National Gallery Of Art, District of Columbia, United States	US	USDC		38.8912	-77.02	531836	20251107140000	https://www.clevelandjewishnews.com/jns/to-rebuke-trump-delaware-senator-tells-story-from-christian-scripture-with-anti-jewish-undertones/article_58dee17f-afc4-5b20-8f65-b2e365fd15ac.html
1272979921	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW															0	010	010	01	1	0.0	2	1	2	0.64516129032258	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20251107140000	https://www.clevelandjewishnews.com/jns/to-rebuke-trump-delaware-senator-tells-story-from-christian-scripture-with-anti-jewish-undertones/article_58dee17f-afc4-5b20-8f65-b2e365fd15ac.html
1272979922	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW															0	051	051	05	1	3.4	10	1	10	2.69192422731805	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272979923	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW															1	061	061	06	2	6.4	2	1	2	2.69192422731805	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272979924	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW															1	061	061	06	2	6.4	8	1	8	2.69192422731805	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								1	Israel	IS	IS		31.5	34.75	IS	20251107140000	https://www.clevelandjewishnews.com/jns/ohio-state-house-passes-bill-to-partner-on-trade-innovation-with-israel/article_edb4becc-542a-5138-9040-d77c32eddfe1.html
1272979925	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW					CANJEW	CANADA	CAN			JEW					0	013	013	01	1	0.4	2	1	2	-6.52360515021459	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251107140000	https://www.thespec.com/news/canada/five-arrested-after-violent-attack-at-tmu-event-featuring-israeli-soldiers/article_1a443771-3158-55bb-84fc-038a3ce6b1d5.html
1272979926	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW					EDU	UNIVERSITY						EDU			0	025	025	02	1	-0.3	10	1	10	-6.52360515021459	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251107140000	https://www.thespec.com/news/canada/five-arrested-after-violent-attack-at-tmu-event-featuring-israeli-soldiers/article_1a443771-3158-55bb-84fc-038a3ce6b1d5.html
1272979927	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW					JEW	RABBI				JEW					0	013	013	01	1	0.4	8	1	8	-6.52360515021459	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251107140000	https://www.thespec.com/news/canada/five-arrested-after-violent-attack-at-tmu-event-featuring-israeli-soldiers/article_1a443771-3158-55bb-84fc-038a3ce6b1d5.html
1272979928	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW					JEWCVL	JEWISH				JEW		CVL			1	010	010	01	1	0.0	2	1	2	0.64516129032258	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20251107140000	https://www.clevelandjewishnews.com/jns/to-rebuke-trump-delaware-senator-tells-story-from-christian-scripture-with-anti-jewish-undertones/article_58dee17f-afc4-5b20-8f65-b2e365fd15ac.html
1272979929	20251107	202511	2025	2025.8411	JEW	JEWISH				JEW					JEWCVL	JEWISH				JEW		CVL			1	010	010	01	1	0.0	3	1	3	0.64516129032258	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	20251107140000	https://www.clevelandjewishnews.com/jns/to-rebuke-trump-delaware-senator-tells-story-from-christian-scripture-with-anti-jewish-undertones/article_58dee17f-afc4-5b20-8f65-b2e365fd15ac.html
1272979930	20251107	202511	2025	2025.8411	JEWEDU	JEWISH				JEW		EDU			CAN	TORONTO	CAN								1	042	042	04	1	1.9	3	1	3	-6.52360515021459	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251107140000	https://www.thespec.com/news/canada/five-arrested-after-violent-attack-at-tmu-event-featuring-israeli-soldiers/article_1a443771-3158-55bb-84fc-038a3ce6b1d5.html
1272979931	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN																		0	030	030	03	1	4.0	1	1	1	-2.14745884037222	1	Austria	AU	AU		47.333333	13.333333	AU	0								1	Austria	AU	AU		47.333333	13.333333	AU	20251107140000	https://insideclimatenews.org/news/07112025/climate-chaos-ahead-of-cop30/
1272979932	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN																		0	030	030	03	1	4.0	4	1	4	-2.14745884037222	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251107140000	https://insideclimatenews.org/news/07112025/climate-chaos-ahead-of-cop30/
1272979933	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN																		1	070	070	07	2	7.0	2	1	2	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979934	20251107	202511	2025	2025.8411	JPN	SAGA	JPN																		1	112	112	11	3	-2.0	5	1	5	-13.0281690140845	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251107140000	https://www.jacarandafm.com/news/news/madlanga-inquiry-ipid-accused-crippling-accountability/
1272979935	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN								CHN	SHANGHAI	CHN								1	033	033	03	1	5.2	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979936	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN								CHN	SHANGHAI	CHN								1	033	033	03	1	5.2	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979937	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN								CHN	SHANGHAI	CHN								1	070	070	07	2	7.0	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979938	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN								CHN	SHANGHAI	CHN								1	070	070	07	2	7.0	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979939	20251107	202511	2025	2025.8411	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979940	20251107	202511	2025	2025.8411	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	1	1	1	-3.92902408111534	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979941	20251107	202511	2025	2025.8411	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	6	1	6	-3.92902408111534	1	United States	US	US		39.828175	-98.5795	US	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251107140000	https://english.news.cn/20251107/7f5f1b00b1e949fea98f20ec396380e6/c.html
1272979942	20251107	202511	2025	2025.8411	JPN	JAPAN	JPN								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	4.36681222707424	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20251107140000	https://www.manilatimes.net/2025/11/07/tmt-newswire/pr-newswire/coffee-diplomacy-at-apec-korea-us-startup-imunika-goes-viral-as-japans-motegi-prepares-tariff-talks-with-trump/2218924
1272979943	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD													0	010	010	01	1	0.0	6	1	6	-5.93065693430657	4	Praia Da Luz, Faro, Portugal	PO	PO09	24764	37.0833	-8.73333	-2168298	0								4	Praia Da Luz, Faro, Portugal	PO	PO09	24764	37.0833	-8.73333	-2168298	20251107140000	https://www.greenocktelegraph.co.uk/news/national/25604390.woman-guilty-harassing-madeleine-mccanns-parents/
1272979944	20251107	202511	2025	2025.8411	JUD	BARRISTER						JUD													1	010	010	01	1	0.0	6	1	6	-10.7462686567165	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251107140000	https://www.irishnews.com/news/northern-ireland/belfast-man-who-tried-to-bite-police-officer-and-subjected-nurse-to-homophobic-slurs-jailed-4DKDMMWNFBCD7L2VTXOMA6N4VQ/
1272979945	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD													0	010	010	01	1	0.0	7	1	7	-2.3094688221709	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251107140000	https://www.thenews.com.pk/latest/1356385-deadlock-continues-between-ppp-pml-n-on-27th-amendment
1272979946	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD													0	010	010	01	1	0.0	2	1	2	-12.7982646420825	1	Russia	RS	RS		60	100	RS	0								1	Ukraine	UP	UP		49	32	UP	20251107140000	https://www.independent.co.uk/news/world/europe/ukraine-russia-pow-court-dmitry-kurashov-b2860584.html
1272979947	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD													0	014	014	01	1	0.0	2	1	2	-2.3094688221709	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251107140000	https://www.thenews.com.pk/latest/1356385-deadlock-continues-between-ppp-pml-n-on-27th-amendment
1272979948	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD													1	020	020	02	1	3.0	10	1	10	-4.01234567901234	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20251107140000	https://www.insurancejournal.com/news/east/2025/11/07/846758.htm
