1269923695	20251022	202510	2025	2025.8000	CANCOP	VANCOUVER	CAN					COP													1	020	020	02	1	3.0	6	1	6	-5.55555555555556	4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	0								4	Abbotsford, British Columbia, Canada	CA	CA02	12550	49.05	-122.3	-559845	20251022000000	https://www.westerlynews.ca/home2/canada-wide-warrant-issued-for-man-charged-with-manslaughter-vancouver-police-8314462
1269923696	20251022	202510	2025	2025.8000	CANCVL	CANADA	CAN					CVL													0	010	010	01	1	0.0	4	2	4	-1.30842950028125	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20251022000000	https://www.draytonvalleywesternreview.com:443/life/greater-sudbury-public-library-offers-radon-test-challenge
1269923697	20251022	202510	2025	2025.8000	CANCVL	CANADA	CAN					CVL													0	042	042	04	1	1.9	4	2	4	-1.30842950028125	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20251022000000	https://www.draytonvalleywesternreview.com:443/life/greater-sudbury-public-library-offers-radon-test-challenge
1269923698	20251022	202510	2025	2025.8000	CANCVL	CANADA	CAN					CVL			CAN	CANADA	CAN								0	020	020	02	1	3.0	4	2	4	-1.30842950028125	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20251022000000	https://www.draytonvalleywesternreview.com:443/life/greater-sudbury-public-library-offers-radon-test-challenge
1269923699	20251022	202510	2025	2025.8000	CANEDU	ONTARIO	CAN					EDU													0	013	013	01	1	0.4	5	1	5	0.24350649350649	0								0								0								20251022000000	https://www.napaneeguide.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923700	20251022	202510	2025	2025.8000	CANEDU	ONTARIO	CAN					EDU													0	013	013	01	1	0.4	5	1	5	0.60040026684457	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	0								4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20251022000000	https://www.thewhig.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923701	20251022	202510	2025	2025.8000	CANEDU	ONTARIO	CAN					EDU			EDU	STUDENT						EDU			0	070	070	07	2	7.0	10	1	10	0.24350649350649	0								0								0								20251022000000	https://www.napaneeguide.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923702	20251022	202510	2025	2025.8000	CANEDU	ONTARIO	CAN					EDU			EDU	STUDENT						EDU			0	070	070	07	2	7.0	10	1	10	0.60040026684457	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20251022000000	https://www.thewhig.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923703	20251022	202510	2025	2025.8000	CANGOV	ONTARIO	CAN					GOV													0	071	071	07	2	7.4	10	1	10	-0.7168458781362	0								0								0								20251022000000	https://www.napaneeguide.com:443/news/sdg-council-briefs-oct-20-2025
1269923704	20251022	202510	2025	2025.8000	CANGOV	ONTARIO	CAN					GOV													0	071	071	07	2	7.4	10	1	10	1.20087336244542	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20251022000000	https://www.thewhig.com:443/news/sdg-council-briefs-oct-20-2025
1269923705	20251022	202510	2025	2025.8000	CANGOV	CANADA	CAN					GOV			CAN	OTTAWA	CAN								1	020	020	02	1	3.0	2	1	2	-10.1851851851852	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251022000000	https://www.westerlynews.ca/news/bc-asks-for-tighter-bail-sentencing-with-proposed-criminal-code-changes-8314529
1269923706	20251022	202510	2025	2025.8000	CANGOV	CANADA	CAN					GOV			CAN	CANADA	CAN								1	040	040	04	1	1.0	2	1	2	-10.1851851851852	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251022000000	https://www.westerlynews.ca/news/bc-asks-for-tighter-bail-sentencing-with-proposed-criminal-code-changes-8314529
1269923707	20251022	202510	2025	2025.8000	CANGOV	CANADA	CAN					GOV			CAN	CANADA	CAN								0	046	046	04	1	7.0	1	1	1	0.60040026684457	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20251022000000	https://www.thewhig.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923708	20251022	202510	2025	2025.8000	CANGOV	ONTARIO	CAN					GOV			CANEDU	ONTARIO	CAN					EDU			1	071	071	07	2	7.4	10	1	10	0.24350649350649	0								0								0								20251022000000	https://www.napaneeguide.com:443/news/st-lawrence-college-efficiency-leaked-report
1269923709	20251022	202510	2025	2025.8000	CANGOV	CANADA	CAN					GOV			CRM	CRIMINAL						CRM			0	020	020	02	1	3.0	1	1	1	-10.1851851851852	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251022000000	https://www.westerlynews.ca/news/bc-asks-for-tighter-bail-sentencing-with-proposed-criminal-code-changes-8314529
1269923710	20251022	202510	2025	2025.8000	CANLEG	CANADA	CAN					LEG			CAN	YUKON	CAN								1	042	042	04	1	1.9	4	1	4	3.45423143350604	4	Dawson City, Yukon, Canada	CA	CA12	25042	64.0667	-139.417	-563371	4	Dawson City, Yukon, Canada	CA	CA12	25042	64.0667	-139.417	-563371	4	Dawson City, Yukon, Canada	CA	CA12	25042	64.0667	-139.417	-563371	20251022000000	https://www.westerlynews.ca/news/yukon-inspires-vancouver-chamber-choirs-true-north-concert-series-8313980
1269923711	20251022	202510	2025	2025.8000	CANLEG	VANCOUVER	CAN					LEG			CAN	YUKON	CAN								1	042	042	04	1	1.9	6	1	6	3.45423143350604	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20251022000000	https://www.westerlynews.ca/news/yukon-inspires-vancouver-chamber-choirs-true-north-concert-series-8313980
1269923712	20251022	202510	2025	2025.8000	CHE	SWITZERLAND	CHE																		1	060	060	06	2	6.0	4	1	4	-1.9607843137255	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251022000000	https://www.mirror.co.uk/news/uk-news/widow-says-assisted-dying-should-36109049
1269923713	20251022	202510	2025	2025.8000	CHE	SWITZERLAND	CHE																		0	173	173	17	4	-5.0	8	1	8	-2.16977916509697	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251022000000	https://www.mirror.co.uk/news/uk-news/widow-says-assisted-dying-should-36109049
1269923714	20251022	202510	2025	2025.8000	CHE	SWITZERLAND	CHE								COP	POLICE						COP			1	060	060	06	2	6.0	1	1	1	-2.37877401646844	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251022000000	https://www.mirror.co.uk/news/uk-news/widow-finds-hidden-letter-love-36108465
1269923715	20251022	202510	2025	2025.8000	CHE	SWITZERLAND	CHE								COP	POLICE						COP			0	090	090	09	2	-2.0	8	1	8	-2.16977916509697	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251022000000	https://www.mirror.co.uk/news/uk-news/widow-says-assisted-dying-should-36109049
1269923716	20251022	202510	2025	2025.8000	CHN	CHINA	CHN																		1	012	012	01	1	-0.4	10	1	10	0.31023784901758	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20251022000000	https://www.middleeasteye.net/news/visa-mortgage-restrictions-may-already-restricting-flow-indian-nationals-us
1269923717	20251022	202510	2025	2025.8000	CHN	CHINA	CHN																		1	018	018	01	1	3.4	10	1	10	2.42587601078167	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251022000000	https://finance.yahoo.com/news/apple-nears-4-trillion-valuation-163130828.html
1269923718	20251022	202510	2025	2025.8000	CHN	BEIJING	CHN																		1	046	046	04	1	7.0	5	1	5	-3.31125827814569	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251022000000	https://radaronline.com/p/prince-andrew-britain-top-security-threat-intelligence-agents/
1269923719	20251022	202510	2025	2025.8000	CHN	CHINA	CHN																		0	073	073	07	2	7.4	8	1	4	-2.60869565217392	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20251022000000	https://www.theadvocate.com.au/story/9094209/body-found-in-search-for-missing-bushwalker/
1269923720	20251022	202510	2025	2025.8000	CHN	CHINA	CHN								GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	1	1	1	-3.31125827814569	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022000000	https://radaronline.com/p/prince-andrew-britain-top-security-threat-intelligence-agents/
1269923721	20251022	202510	2025	2025.8000	CHN	CHINA	CHN								GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	1	1	1	-3.31125827814569	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022000000	https://radaronline.com/p/prince-andrew-britain-top-security-threat-intelligence-agents/
1269923722	20251022	202510	2025	2025.8000	CHN	CHINA	CHN								GOV	PRINCE						GOV			0	046	046	04	1	7.0	4	1	4	-3.31125827814569	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022000000	https://radaronline.com/p/prince-andrew-britain-top-security-threat-intelligence-agents/
1269923723	20251022	202510	2025	2025.8000	CHN	CHINESE	CHN								IND	SIKKIM	IND								1	060	060	06	2	6.0	10	1	10	0.30674846625767	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Dong Jun, Guangdong, China	CH	CH30	13060	24.2479	112.028	6045925	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20251022000000	https://www.hindustantimes.com/india-news/indian-chinese-soldiers-exchange-sweets-along-lac-101761074272260.html
1269923724	20251022	202510	2025	2025.8000	CHNGOV	CHINA	CHN					GOV			BOL	BOLIVIA	BOL								0	051	051	05	1	3.4	2	1	2	0.40983606557377	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	La Paz, La Paz, Bolivia	BL	BL04	40202	-16.5	-68.15	-693412	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022000000	https://me.smenet.org/bolivias-new-president-rekindles-cautious-hope-for-long-stalled-lithium-dreams/
1269923725	20251022	202510	2025	2025.8000	CHR	CHRISTIAN				CHR															0	020	020	02	1	3.0	5	1	5	-2.83353010625738	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20251022000000	http://www.aina.org/news/20251021171101.htm
1269923726	20251022	202510	2025	2025.8000	CHR	CHRISTIANITY				CHR					ARM	ARMENIA	ARM								0	130	130	13	3	-4.4	10	1	10	-7.75075987841943	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	20251022000000	https://www.worthynews.com/109558-armenian-clergy-arrests-deepen-church-state-rift-as-christians-face-regional-pressure
1269923727	20251022	202510	2025	2025.8000	CHR	CHRISTIAN				CHR					TUR	TURKEY	TUR								0	020	020	02	1	3.0	5	1	5	-2.83353010625738	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20251022000000	http://www.aina.org/news/20251021171101.htm
1269923728	20251022	202510	2025	2025.8000	CHRCTH	CATHOLIC				CHR	CTH														1	073	073	07	2	7.4	10	1	10	-0.53475935828877	0								0								0								20251022000000	https://www.yahoo.com/news/articles/catholic-charities-holds-mobile-food-224542253.html
1269923729	20251022	202510	2025	2025.8000	CHRDOX301	ARMENIAN APOSTOLIC CHURCH				CHR	DOX														0	111	111	11	3	-2.0	2	1	2	-7.75075987841943	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	0								4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	20251022000000	https://www.worthynews.com/109558-armenian-clergy-arrests-deepen-church-state-rift-as-christians-face-regional-pressure
1269923730	20251022	202510	2025	2025.8000	CHRDOX301	ARMENIAN APOSTOLIC CHURCH				CHR	DOX				ARMGOV	ARMENIAN	ARM					GOV			0	043	043	04	1	2.8	1	1	1	-7.75075987841943	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	20251022000000	https://www.worthynews.com/109558-armenian-clergy-arrests-deepen-church-state-rift-as-christians-face-regional-pressure
1269923731	20251022	202510	2025	2025.8000	CHRDOX301	ARMENIAN APOSTOLIC CHURCH				CHR	DOX				ARMGOV	ARMENIAN	ARM					GOV			0	190	190	19	4	-10.0	1	1	1	-7.75075987841943	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	4	Aragatsotn, Aragatsotn, Armenia	AM	AM01	4898	40.2603	44.1815	174963	20251022000000	https://www.worthynews.com/109558-armenian-clergy-arrests-deepen-church-state-rift-as-christians-face-regional-pressure
1269923732	20251022	202510	2025	2025.8000	CHRDOX306	SYRIAC ORTHODOX				CHR	DOX				NGOHRI	INTERNATIONAL SOCIETY FOR HUMAN RIGHTS						NGO	HRI		1	040	040	04	1	1.0	5	1	5	-2.83353010625738	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251022000000	http://www.aina.org/news/20251021171101.htm
1269923733	20251022	202510	2025	2025.8000	CHRDOX400	ASSYRIAN CHURCH OF THE EAST				CHR	DOX				CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	6	1	6	0.366300366300364	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	4	New Territories, Hong Kong (general), Hong Kong	HK	HK00	13031	22.4167	114.083	-1353595	4	New Territories, Hong Kong (general), Hong Kong	HK	HK00	13031	22.4167	114.083	-1353595	20251022000000	http://www.aina.org/news/20251021170735.htm
1269923734	20251022	202510	2025	2025.8000	CHRDOX400	ASSYRIAN CHURCH OF THE EAST				CHR	DOX				CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	2	1	2	0.366300366300364	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	4	New Territories, Hong Kong (general), Hong Kong	HK	HK00	13031	22.4167	114.083	-1353595	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	20251022000000	http://www.aina.org/news/20251021170735.htm
1269923735	20251022	202510	2025	2025.8000	CHRDOX400	ASSYRIAN CHURCH OF THE EAST				CHR	DOX				CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	2	1	2	0.366300366300364	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	5	Inner Mongolia, Nei Mongol, China	CH	CH20	13198	44	112	-1920094	20251022000000	http://www.aina.org/news/20251021170735.htm
1269923736	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL																		0	013	013	01	1	0.4	4	1	4	-4.08560311284047	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20251022000000	https://www.kabc.com/2025/10/21/gop-reps-slam-colombias-petro-over-trump-removal-talk/
1269923737	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL																		1	051	051	05	1	3.4	4	1	4	-4.08560311284047	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20251022000000	https://www.kabc.com/2025/10/21/gop-reps-slam-colombias-petro-over-trump-removal-talk/
1269923738	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL																		0	111	111	11	3	-2.0	4	1	4	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923739	20251022	202510	2025	2025.8000	COL	BOGOTA	COL								COLELI	COLOMBIAN	COL					ELI			1	081	081	08	2	5.0	6	1	6	-4.69565217391305	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.durangoherald.com/articles/appeals-court-overturns-conviction-of-colombian-ex-president-uribe-for-bribery-and-witness-tampering/
1269923740	20251022	202510	2025	2025.8000	COL	BOGOTA	COL								COLGOV	COLOMBIA	COL					GOV			1	081	081	08	2	5.0	4	1	4	-4.69565217391305	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.durangoherald.com/articles/appeals-court-overturns-conviction-of-colombian-ex-president-uribe-for-bribery-and-witness-tampering/
1269923741	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								COLGOV	COLOMBIA	COL					GOV			1	190	190	19	4	-10.0	2	1	2	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923742	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								ESP	SPANISH	ESP								1	010	010	01	1	0.0	1	1	1	-4.08560311284047	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20251022000000	https://www.kabc.com/2025/10/21/gop-reps-slam-colombias-petro-over-trump-removal-talk/
1269923743	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								ESP	SPANISH	ESP								1	010	010	01	1	0.0	1	1	1	-4.08560311284047	1	Colombia	CO	CO		4	-72	CO	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20251022000000	https://www.kabc.com/2025/10/21/gop-reps-slam-colombias-petro-over-trump-removal-talk/
1269923744	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								GOV	PRESIDENT						GOV			0	080	080	08	2	5.0	1	1	1	-4.08560311284047	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20251022000000	https://www.kabc.com/2025/10/21/gop-reps-slam-colombias-petro-over-trump-removal-talk/
1269923745	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								GOV	PRESIDENT						GOV			0	172	172	17	4	-5.0	2	1	2	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923746	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								GOV	PRESIDENT						GOV			0	172	172	17	4	-5.0	1	1	1	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923747	20251022	202510	2025	2025.8000	COL	COLOMBIA	COL								GOV	PRESIDENT						GOV			0	172	172	17	4	-5.0	1	1	1	-3.04487179487179	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923748	20251022	202510	2025	2025.8000	COL	BOGOTA	COL								REB	REBEL						REB			1	016	016	01	1	-2.0	10	1	10	-12.7272727272727	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://article.wn.com/view/2025/10/21/Colombia_ELN_rebels_deny_any_involvement_with_alleged_drug_b_u/
1269923749	20251022	202510	2025	2025.8000	COL	COLOMBIAN	COL								USA	UNITED STATES	USA								0	061	061	06	2	6.4	1	1	1	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923750	20251022	202510	2025	2025.8000	COL	COLOMBIAN	COL								USA	UNITED STATES	USA								0	061	061	06	2	6.4	4	1	4	-3.04487179487179	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923751	20251022	202510	2025	2025.8000	COL	COLOMBIAN	COL								USA	UNITED STATES	USA								0	061	061	06	2	6.4	3	1	3	-3.04487179487179	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923752	20251022	202510	2025	2025.8000	COLEDU	COLOMBIA	COL					EDU													1	080	080	08	2	5.0	6	1	6	3.45454545454546	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20251022000000	https://eugeneweekly.com/2025/10/21/doughnuts-dea-and-deplaning/
1269923753	20251022	202510	2025	2025.8000	COLEDU	COLOMBIA	COL					EDU													1	080	080	08	2	5.0	4	1	4	3.45454545454546	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251022000000	https://eugeneweekly.com/2025/10/21/doughnuts-dea-and-deplaning/
1269923754	20251022	202510	2025	2025.8000	COLGOV	COLOMBIA	COL					GOV			USA	WASHINGTON	USA								1	161	161	16	4	-4.0	5	1	5	-3.04487179487179	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.hometownregister.com/news/national/colombias-president-embraces-war-of-words-with-trump/article_9723b244-a2f1-594e-a596-880456495964.html
1269923755	20251022	202510	2025	2025.8000	COP	POLICE						COP													1	010	010	01	1	0.0	25	3	25	-2.78465379056629	0								0								0								20251022000000	https://www.yahoo.com/news/articles/vsp-police-cruiser-hit-ups-223715429.html
1269923756	20251022	202510	2025	2025.8000	COP	POLICE						COP													0	012	012	01	1	-0.4	15	5	15	-9.42982456140354	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20251022000000	https://www.krwg.org/npr-politics/2025-10-21/pardoned-capitol-rioter-arrested-for-allegedly-threatening-to-kill-hakeem-jeffries
1269923757	20251022	202510	2025	2025.8000	COP	POLICE						COP													0	012	012	01	1	-0.4	5	5	5	-9.42982456140354	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20251022000000	https://www.krwg.org/npr-politics/2025-10-21/pardoned-capitol-rioter-arrested-for-allegedly-threatening-to-kill-hakeem-jeffries
