1267909536	20151013	201510	2015	2015.7753	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	173	173	17	4	-5.0	5	1	5	-0.79872204472843	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	0								4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20251010160000	https://time.com/7324934/albania-ai-minister-diella/
1267909547	20250910	202509	2025	2025.6849	JUD	PROSECUTOR						JUD													0	010	010	01	1	0.0	4	1	4	-6.10889774236388	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251010160000	https://newsone.com/6524002/trump-doj-charges-ag-letitia-james-with-bank-fraud/
1267909548	20250910	202509	2025	2025.6849	JUD	ATTORNEY						JUD			USA	VIRGINIA	USA								0	160	160	16	4	-4.0	10	1	10	-4.44839857651246	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251010160000	https://www.abajournal.com/syndicated/article/justice-department-indicts-n.y-attorney-general
1267909549	20250910	202509	2025	2025.6849	NOR	NORWAY	NOR								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		1	013	013	01	1	0.4	4	1	4	1.7467248908297	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20251010160000	https://www.irishtimes.com/world/europe/2025/10/10/trump-snub-shows-nobel-committee-placed-politics-over-peace-says-white-house/
1267909550	20250910	202509	2025	2025.6849	RUS	RUSSIA	RUS								GBR	UNITED KINGDOM	GBR								1	015	015	01	1	0.0	1	1	1	-1.77514792899409	1	Russia	RS	RS		60	100	RS	1	United Kingdom	UK	UK		54	-4	UK	1	Russia	RS	RS		60	100	RS	20251010160000	https://www.thenational.scot/news/25533979.nigel-farage-says-nathan-gill-bad-apple-russian-bribes/
1267909551	20250910	202509	2025	2025.6849	RUS	RUSSIA	RUS								GBR	UNITED KINGDOM	GBR								1	015	015	01	1	0.0	1	1	1	-1.77514792899409	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251010160000	https://www.thenational.scot/news/25533979.nigel-farage-says-nathan-gill-bad-apple-russian-bribes/
1267909552	20250910	202509	2025	2025.6849	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-6.9182389937107	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20251010160000	https://www.wthr.com/article/news/local/indiana-man-executed-by-injection-killing-16-year-old-girl-2001-roy-lee-ward-stacy-payne/531-ceed10bb-b98f-4415-b34e-a5627d92ba90
1267909553	20250910	202509	2025	2025.6849	USA	INDIANA	USA																		0	120	120	12	3	-4.0	2	1	2	-6.9182389937107	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								3	Spencer County, Indiana, United States	US	USIN		38.0148	-87.0364	450388	20251010160000	https://www.wthr.com/article/news/local/indiana-man-executed-by-injection-killing-16-year-old-girl-2001-roy-lee-ward-stacy-payne/531-ceed10bb-b98f-4415-b34e-a5627d92ba90
1267909554	20250910	202509	2025	2025.6849	USA	WYOMING	USA																		1	193	193	19	4	-10.0	6	1	6	-8.53658536585366	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	0								3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20251010160000	https://www.kpvi.com/news/local_news/the-wyoming-man-who-shot-a-19-year-old-man-has-been-identified/article_bbd07a04-6ca7-478d-9785-9896652bcf8e.html
1267909555	20250910	202509	2025	2025.6849	USA	WYOMING	USA																		1	193	193	19	4	-10.0	2	1	2	-8.53658536585366	3	Cheyenne, Wyoming, United States	US	USWY	WY021	41.14	-104.82	1609077	0								3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20251010160000	https://www.kpvi.com/news/local_news/the-wyoming-man-who-shot-a-19-year-old-man-has-been-identified/article_bbd07a04-6ca7-478d-9785-9896652bcf8e.html
1267909556	20250910	202509	2025	2025.6849	USA	WYOMING	USA																		1	193	193	19	4	-10.0	2	1	2	-8.53658536585366	3	Cheyenne, Wyoming, United States	US	USWY	WY021	41.14	-104.82	1609077	0								3	Cheyenne, Wyoming, United States	US	USWY	WY021	41.14	-104.82	1609077	20251010160000	https://www.kpvi.com/news/local_news/the-wyoming-man-who-shot-a-19-year-old-man-has-been-identified/article_bbd07a04-6ca7-478d-9785-9896652bcf8e.html
1267909557	20250910	202509	2025	2025.6849	USAJUD	UNITED STATES	USA					JUD			USA	UNITED STATES	USA								0	120	120	12	3	-4.0	1	1	1	-6.9182389937107	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Spencer County, Indiana, United States	US	USIN		38.0148	-87.0364	450388	3	Spencer County, Indiana, United States	US	USIN		38.0148	-87.0364	450388	20251010160000	https://www.wthr.com/article/news/local/indiana-man-executed-by-injection-killing-16-year-old-girl-2001-roy-lee-ward-stacy-payne/531-ceed10bb-b98f-4415-b34e-a5627d92ba90
1267909558	20251003	202510	2025	2025.7479											BUS	INDUSTRY						BUS			0	040	040	04	1	1.0	2	1	2	-1.63398692810457	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909559	20251003	202510	2025	2025.7479											BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	2	1	2	-1.63398692810457	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	4	Torness, Highland, United Kingdom	UK	UKV3	40172	57.3167	-4.38333	-2609998	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909560	20251003	202510	2025	2025.7479											USA	FLORIDA	USA								1	012	012	01	1	-0.4	30	3	30	-5.24311483853553	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20251010160000	https://abcnews.go.com/US/noreaster-poses-threat-east-coast-rain/story?id=126399148
1267909561	20251003	202510	2025	2025.7479	BUS	INDUSTRY						BUS													0	040	040	04	1	1.0	2	1	2	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909562	20251003	202510	2025	2025.7479	BUS	INDUSTRY						BUS													0	046	046	04	1	7.0	2	1	2	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	0								4	Torness, Highland, United Kingdom	UK	UKV3	40172	57.3167	-4.38333	-2609998	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909563	20251003	202510	2025	2025.7479	BUS	INDUSTRY						BUS			GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	8	1	8	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909564	20251003	202510	2025	2025.7479	BUS	INDUSTRY						BUS			GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	8	1	8	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	4	Torness, Highland, United Kingdom	UK	UKV3	40172	57.3167	-4.38333	-2609998	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909565	20251003	202510	2025	2025.7479	BUS	BUSINESS LEADER						BUS			USA	KENTUCKY	USA								1	040	040	04	1	1.0	8	1	8	3.0264817150063	1	Ireland	EI	EI		53	-8	EI	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	Ireland	EI	EI		53	-8	EI	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909566	20251003	202510	2025	2025.7479	BUS	BUSINESS LEADER						BUS			USA	KENTUCKY	USA								1	040	040	04	1	1.0	2	1	2	3.0264817150063	1	United Kingdom	UK	UK		54	-4	UK	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909567	20251003	202510	2025	2025.7479	GBR	UNITED KINGDOM	GBR								BUS	INDUSTRY						BUS			0	040	040	04	1	1.0	8	1	8	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909568	20251003	202510	2025	2025.7479	GBR	UNITED KINGDOM	GBR								BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	8	1	8	-1.63398692810457	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	4	Torness, Highland, United Kingdom	UK	UKV3	40172	57.3167	-4.38333	-2609998	20251010160000	https://www.eastlothiancourier.com/news/25520384.douglas-alexander-mp-tackling-antisemitism-food-poverty/
1267909569	20251003	202510	2025	2025.7479	GOV	STATE GOVERNOR						GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	2	1	2	1.77514792899408	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909570	20251003	202510	2025	2025.7479	GOV	GOVERNMENT						GOV			LEG	LEGISLATURE						LEG			1	057	057	05	1	8.0	3	1	3	-2.79605263157895	3	Trenton, Michigan, United States	US	USMI	MI163	42.1395	-83.1783	1615062	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909571	20251003	202510	2025	2025.7479	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								1	057	057	05	1	8.0	3	1	3	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909572	20251003	202510	2025	2025.7479	ITA	ITALIAN	ITA								EGY	EGYPT	EGY								0	150	150	15	4	-7.2	1	1	1	-1.3621418506341	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza City, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251010160000	https://www.newsday.com/news/nation/israel-hamas-war-talks-latest-10-10-2025-u01454
1267909573	20251003	202510	2025	2025.7479	LEG	SENATE						LEG			CVL	CIVILIAN						CVL			1	012	012	01	1	-0.4	5	1	5	-4.39770554493308	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251010160000	https://www.bryantimes.com/news/tempers-flare-as-us-shutdown-threatens-troops-pay/article_8769156c-458e-5e51-aa5e-be61b524d0c5.html
1267909574	20251003	202510	2025	2025.7479	LEG	CONGRESS						LEG			GOV	STATE GOVERNOR						GOV			1	043	043	04	1	2.8	2	1	2	1.77514792899408	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909575	20251003	202510	2025	2025.7479	LEG	LEGISLATURE						LEG			GOV	GOVERNMENT						GOV			1	057	057	05	1	8.0	3	1	3	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Trenton, Michigan, United States	US	USMI	MI163	42.1395	-83.1783	1615062	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909576	20251003	202510	2025	2025.7479	LEG	LEGISLATURE						LEG			GOV	GOVERNMENT						GOV			1	060	060	06	2	6.0	3	1	3	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Trenton, Michigan, United States	US	USMI	MI163	42.1395	-83.1783	1615062	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909577	20251003	202510	2025	2025.7479	LEG	LEGISLATURE						LEG			GOV	GOVERNMENT						GOV			1	060	060	06	2	6.0	1	1	1	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909578	20251003	202510	2025	2025.7479	LEG	LEGISLATURE						LEG			GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	6	1	6	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Trenton, Michigan, United States	US	USMI	MI163	42.1395	-83.1783	1615062	3	Trenton, Michigan, United States	US	USMI	MI163	42.1395	-83.1783	1615062	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
1267909579	20251003	202510	2025	2025.7479	LEG	CONGRESS						LEG			NGA	NIGERIA	NGA								1	043	043	04	1	2.8	2	1	2	1.77514792899408	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909580	20251003	202510	2025	2025.7479	LEG	CONGRESS						LEG			NGAGOV	NIGERIA	NGA					GOV			1	043	043	04	1	2.8	6	1	6	1.77514792899408	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909581	20251003	202510	2025	2025.7479	NGA	NIGERIA	NGA								LEG	CONGRESS						LEG			1	042	042	04	1	1.9	1	1	1	1.77514792899408	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909582	20251003	202510	2025	2025.7479	NGA	NIGERIA	NGA								LEG	CONGRESS						LEG			1	042	042	04	1	1.9	1	1	1	1.77514792899408	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909583	20251003	202510	2025	2025.7479	NGAGOV	NIGERIA	NGA					GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	4	1	4	1.77514792899408	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909584	20251003	202510	2025	2025.7479	NGAGOV	NIGERIA	NGA					GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	1	1	1	1.77514792899408	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909585	20251003	202510	2025	2025.7479	NGAGOV	NIGERIA	NGA					GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	1	1	1	1.77514792899408	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	5	Enugu State, Enugu, Nigeria	NI	NI47	191294	6.5	7.5	29624	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251010160000	https://blueprint.ng/revealed-when-enugu-governor-will-join-apc/
1267909586	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								BUS	BUSINESS LEADER						BUS			1	040	040	04	1	1.0	8	1	8	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909587	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								BUS	BUSINESS LEADER						BUS			1	040	040	04	1	1.0	2	1	2	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	United Kingdom	UK	UK		54	-4	UK	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909588	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								FRA	FRANCE	FRA								1	036	036	03	1	4.0	6	1	6	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	France	FR	FR		46	2	FR	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909589	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								FRA	FRANCE	FRA								1	036	036	03	1	4.0	2	1	2	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909590	20251003	202510	2025	2025.7479	USA	UNITED STATES	USA								FRA	FRANCE	FRA								1	036	036	03	1	4.0	2	1	2	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	United Kingdom	UK	UK		54	-4	UK	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909591	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909592	20251003	202510	2025	2025.7479	USA	KENTUCKY	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	8	1	8	3.0264817150063	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	United Kingdom	UK	UK		54	-4	UK	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251010160000	https://www.lanereport.com/184093/2025/10/beshear-to-lead-ky-foreign-trade-investment-mission-to-england-france-ireland/
1267909593	20251003	202510	2025	2025.7479	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	057	057	05	1	8.0	3	1	3	-2.79605263157895	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251010160000	https://www.themorningsun.com/2025/10/10/new-state-law-exempts-michigan-income-tax-on-tips-overtime-social-security-income-2/
