1272907487	20241107	202411	2024	2024.8411	ELIMIL	RETIRED						ELI	MIL		USAMED	REUTERS	USA					MED			0	051	051	05	1	3.4	3	1	3	0.65430752453654	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251107053000	https://www.marketscreener.com/news/google-to-build-new-ai-data-centre-on-tiny-australian-indian-ocean-outpost-ce7d5cd3df8efe24
1272907498	20251031	202510	2025	2025.8247	BUS	INDUSTRY						BUS													1	043	043	04	1	2.8	1	1	1	1.40845070422535	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	0								3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	20251107053000	https://www.katc.com/lafayette-parish/southern-screen-festival-returns-to-downtown-lafayette
1272907499	20251031	202510	2025	2025.8247	BUS	INDUSTRY						BUS			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	1.40845070422535	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	20251107053000	https://www.katc.com/lafayette-parish/southern-screen-festival-returns-to-downtown-lafayette
1272907500	20251031	202510	2025	2025.8247	GOV	PRESIDENT						GOV			PSEREB	HAMAS	PSE					REB			1	040	040	04	1	1.0	10	1	10	-4.65116279069767	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107053000	https://antonyloewenstein.com/ignorance-is-not-bliss/
1272907501	20251031	202510	2025	2025.8247	PSEREB	HAMAS	PSE					REB			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	-4.65116279069767	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251107053000	https://antonyloewenstein.com/ignorance-is-not-bliss/
1272907502	20251031	202510	2025	2025.8247	PSEREB	HAMAS	PSE					REB			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	-4.65116279069767	1	Israel	IS	IS		31.5	34.75	IS	1	United States	US	US		39.828175	-98.5795	US	1	Israel	IS	IS		31.5	34.75	IS	20251107053000	https://antonyloewenstein.com/ignorance-is-not-bliss/
1272907503	20251031	202510	2025	2025.8247	PSEREB	HAMAS	PSE					REB			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	-4.65116279069767	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107053000	https://antonyloewenstein.com/ignorance-is-not-bliss/
1272907504	20251031	202510	2025	2025.8247	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	2	1	2	1.40845070422535	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	0								3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	20251107053000	https://www.katc.com/lafayette-parish/southern-screen-festival-returns-to-downtown-lafayette
1272907505	20251031	202510	2025	2025.8247	USA	UNITED STATES	USA								BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	4	1	4	1.40845070422535	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	3	Lafayette, Louisiana, United States	US	USLA	LA055	30.2241	-92.0198	1629965	20251107053000	https://www.katc.com/lafayette-parish/southern-screen-festival-returns-to-downtown-lafayette
1272907506	20251106	202511	2025	2025.8384	TWNJUD	KAOHSIUNG	TWN					JUD			COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-6.32183908045977	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251107053000	https://www.taipeitimes.com/News/taiwan/archives/2025/11/07/2003846816
1272907507	20251106	202511	2025	2025.8384	TWNJUD	KAOHSIUNG	TWN					JUD			TWN	TAIWAN	TWN								1	172	172	17	4	-5.0	5	1	5	-6.32183908045977	1	Sudan	SU	SU		16	30	SU	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20251107053000	https://www.taipeitimes.com/News/taiwan/archives/2025/11/07/2003846816
1272907508	20251107	202511	2025	2025.8411											BRA	BRAZILIAN	BRA								0	080	080	08	2	5.0	10	1	10	0.29985007496252	0								4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251107053000	https://economictimes.indiatimes.com/small-biz/sustainability/a-chinese-ev-delivers-the-host-and-a-message-at-the-global-climate-summit/articleshow/125150050.cms
1272907509	20251107	202511	2025	2025.8411											BUS	COMPANY						BUS			1	040	040	04	1	1.0	2	1	2	1.14068441064639	0								4	Trieste, Friuli-Venezia Giulia, Italy	IT	IT06	18345	45.6486	13.78	-131346	4	Trieste, Friuli-Venezia Giulia, Italy	IT	IT06	18345	45.6486	13.78	-131346	20251107053000	https://www.marketscreener.com/news/generali-moves-toward-new-governance-balance-with-mediobanca-ce7d5cd3df81f626
1272907510	20251107	202511	2025	2025.8411											BUS	INVESTOR						BUS			0	042	042	04	1	1.9	4	1	4	0.0973709834469298	0								1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	20251107053000	https://www.jamaicaobserver.com/2025/11/07/succession-planning-via-capital-markets/
1272907511	20251107	202511	2025	2025.8411											BUS	AIRLINE						BUS			0	051	051	05	1	3.4	20	2	20	-4.04587578500622	0								3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	3	Memphis, Tennessee, United States	US	USTN	TN157	35.1495	-90.049	1326388	20251107053000	https://www.clickondetroit.com/business/2025/11/07/the-faas-order-to-cut-flights-nationwide-due-to-the-government-shutdown-is-set-to-take-effect/
1272907512	20251107	202511	2025	2025.8411											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	6	1	6	0.0973709834469298	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107053000	https://www.jamaicaobserver.com/2025/11/07/succession-planning-via-capital-markets/
1272907513	20251107	202511	2025	2025.8411											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	4	1	4	0.0973709834469298	0								1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	20251107053000	https://www.jamaicaobserver.com/2025/11/07/succession-planning-via-capital-markets/
1272907514	20251107	202511	2025	2025.8411											BUS	PRODUCER						BUS			1	060	060	06	2	6.0	3	1	3	-6.05326876513318	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251107053000	https://www.yahoo.com/news/articles/tomato-sauce-recalled-due-potentially-152015177.html
1272907515	20251107	202511	2025	2025.8411											BUS	PRODUCER						BUS			1	112	112	11	3	-2.0	2	1	2	-8.45272206303725	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251107053000	https://www.wyff4.com/article/georgia-man-arrest-bestiality-child-rescued/69281172
1272907516	20251107	202511	2025	2025.8411											BUS	INVESTOR						BUS			0	130	130	13	3	-4.4	2	1	2	0.54151624548737	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251107053000	https://economictimes.indiatimes.com/markets/expert-view/want-5-crore-in-10-years-investographys-shweta-jain-shares-the-math-says-align-portfolios-with-life-goals-and-risk-appetite/articleshow/125149518.cms
1272907517	20251107	202511	2025	2025.8411											CHN	CHINA	CHN								0	040	040	04	1	1.0	5	1	5	4.3519394512772	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20251107053000	http://en.people.cn/n3/2025/1107/c90000-20387742.html
1272907518	20251107	202511	2025	2025.8411											CHN	CHINA	CHN								1	084	084	08	2	7.0	9	1	9	4.36046511627907	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20251107053000	https://www.newscentralasia.net/2025/11/07/forum-in-urumqi-promoting-the-spirit-of-cooperation-between-china-and-central-asia/
1272907519	20251107	202511	2025	2025.8411											CHN	CHINA	CHN								1	084	084	08	2	7.0	1	1	1	4.36046511627907	0								1	Kazakhstan	KZ	KZ		48	68	KZ	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20251107053000	https://www.newscentralasia.net/2025/11/07/forum-in-urumqi-promoting-the-spirit-of-cooperation-between-china-and-central-asia/
1272907520	20251107	202511	2025	2025.8411											CVL	VILLAGE						CVL			1	031	031	03	1	5.2	10	1	5	0.305810397553519	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251107053000	https://www.kcra.com/article/davis-city-council-reviews-village-farms-development-proposal/69281271
1272907521	20251107	202511	2025	2025.8411											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	4	1	4	6.51920838183935	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251107053000	https://asbarez.com/hundreds-turn-out-to-honor-catholicos-aram-i-during-prelacy-banquet/
1272907522	20251107	202511	2025	2025.8411											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	3	1	3	6.46900269541779	0								1	Armenia	AM	AM		40	45	AM	1	United States	US	US		39.828175	-98.5795	US	20251107053000	https://asbarez.com/fundraising-dinner-in-los-angeles-supports-the-armenian-theological-seminary/
1272907523	20251107	202511	2025	2025.8411											CVL	COMMUNITY						CVL			0	100	100	10	3	-5.0	10	1	10	3.95833333333333	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20251107053000	https://www.khou.com/article/news/local/khou-food-drive-astros-foundation/285-e57fcf39-df25-45ec-a601-0023a43e19ec
1272907524	20251107	202511	2025	2025.8411											CVL	MINORITIES						CVL			0	130	130	13	3	-4.4	6	1	6	-4.59183673469388	0								4	Makurdi, Benue, Nigeria	NI	NI26	22691	7.7411	8.5121	-2018676	4	Makurdi, Benue, Nigeria	NI	NI26	22691	7.7411	8.5121	-2018676	20251107053000	https://dailypost.ng/2025/11/07/nigerian-newspapers-10-things-you-need-to-know-friday-morning-101/
1272907525	20251107	202511	2025	2025.8411											EDU	STUDENT						EDU			1	043	043	04	1	2.8	8	1	8	2.58426966292135	0								4	Karlstad, Varmland, Sweden	SW	SW22	26197	59.3667	13.5	-2493635	4	Karlstad, Varmland, Sweden	SW	SW22	26197	59.3667	13.5	-2493635	20251107053000	https://www.theguardian.com/environment/2025/nov/07/if-theres-a-free-alternative-ill-eat-healthily-how-sweden-devised-brilliant-school-meals
1272907526	20251107	202511	2025	2025.8411											EDU	PROFESSOR						EDU			0	046	046	04	1	7.0	3	1	3	7.58354755784062	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107053000	https://isthmus.com/events/derrick-adams-silver-lining-reception/?occ_dtstart=2025-11-07T17:00
1272907527	20251107	202511	2025	2025.8411											EDU	STUDENT						EDU			0	061	061	06	2	6.4	4	1	4	3.65079365079365	0								3	George Sherman Union, Massachusetts, United States	US	USMA		42.3509	-71.1084	1971276	3	George Sherman Union, Massachusetts, United States	US	USMA		42.3509	-71.1084	1971276	20251107053000	https://dailyfreepress.com/11/06/21/215888/bu-sikh-association-promotes-selfless-service-for-gurpurab/
1272907528	20251107	202511	2025	2025.8411											EDU	STUDENT						EDU			0	061	061	06	2	6.4	6	1	6	3.65079365079365	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107053000	https://dailyfreepress.com/11/06/21/215888/bu-sikh-association-promotes-selfless-service-for-gurpurab/
1272907529	20251107	202511	2025	2025.8411											EDU	STUDENT						EDU			1	112	112	11	3	-2.0	6	1	6	-7.44500846023689	0								3	Mount Pleasant, Indiana, United States	US	USIN		38.652	-86.8922	439638	3	Mount Pleasant, Indiana, United States	US	USIN		38.652	-86.8922	439638	20251107053000	https://wowo.com/empty-desks-falling-scores-the-toll-of-absenteeism/
1272907530	20251107	202511	2025	2025.8411											ESP	SPAIN	ESP								0	042	042	04	1	1.9	2	1	2	2.05655526992288	0								1	Spain	SP	SP		40	-4	SP	1	India	IN	IN		20	77	IN	20251107053000	https://www.dailymail.co.uk/tvshowbiz/article-15267951/Elsa-Pataky-flaunts-figure-Jessica-Albas-movie-Mark-Gold-Coast.html
1272907531	20251107	202511	2025	2025.8411											GBR	BRITAIN	GBR								1	042	042	04	1	1.9	10	1	10	5.08083140877598	0								4	Frinton, Essex, United Kingdom	UK	UKE4	40108	51.8333	1.25	-2596568	4	Frinton, Essex, United Kingdom	UK	UKE4	40108	51.8333	1.25	-2596568	20251107053000	https://www.clactonandfrintongazette.co.uk/news/national/uk-today/25597280.visited-best-pub-uk-highland-laddie/
1272907532	20251107	202511	2025	2025.8411											GBR	BRITISH	GBR								1	042	042	04	1	1.9	2	1	2	-4.25531914893617	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251107053000	https://www.abc.net.au/news/2025-11-07/naus_andrewusnr_0711/105985398
1272907533	20251107	202511	2025	2025.8411											GBRELI	BRITISH	GBR					ELI			1	042	042	04	1	1.9	6	1	6	-4.25531914893617	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251107053000	https://www.abc.net.au/news/2025-11-07/naus_andrewusnr_0711/105985398
1272907534	20251107	202511	2025	2025.8411											GHA	GHANA	GHA								1	190	190	19	4	-10.0	2	1	2	-1.19521912350597	0								4	Apenkwa, Ghana (general), Ghana	GH	GH00	190657	5.61754	-0.234103	-2069683	4	Apenkwa, Ghana (general), Ghana	GH	GH00	190657	5.61754	-0.234103	-2069683	20251107053000	https://www.newsghana.com.gh/late-ghanaian-journalist-george-clifford-owusu-goes-home-on-saturday/
1272907535	20251107	202511	2025	2025.8411											GOV	PRIME MINISTER						GOV			0	020	020	02	1	3.0	5	1	5	-3.09278350515464	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20251107053000	https://thestandard.nz/let-them-eat-michelin-stars/
1272907536	20251107	202511	2025	2025.8411											GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	6	1	6	-3.09278350515464	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20251107053000	https://thestandard.nz/let-them-eat-michelin-stars/
1272907537	20251107	202511	2025	2025.8411											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	1	1	1	-1.92926045016077	0								3	Fairfield County, Connecticut, United States	US	USCT		41.2668	-73.3162	212794	3	Fairfield County, Connecticut, United States	US	USCT		41.2668	-73.3162	212794	20251107053000	https://ctmirror.org/2025/11/06/ct-afl-cio/
1272907538	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			0	090	090	09	2	-2.0	6	1	6	-4.88505747126437	0								1	Norway	NO	NO		62	10	NO	4	North Sea, Oceans (general), Oceans	OS	OS00	154724	55.3333	3	-1506407	20251107053000	https://finance.yahoo.com/news/norway-freezes-2-1-trillion-180000659.html
1272907539	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			0	090	090	09	2	-2.0	4	1	4	-4.88505747126437	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20251107053000	https://finance.yahoo.com/news/norway-freezes-2-1-trillion-180000659.html
1272907540	20251107	202511	2025	2025.8411											GOV	PRIME MINISTER						GOV			0	131	131	13	3	-5.8	5	1	5	-3.09278350515464	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20251107053000	https://thestandard.nz/let-them-eat-michelin-stars/
1272907541	20251107	202511	2025	2025.8411											GOV	PRIME MINISTER						GOV			0	172	172	17	4	-5.0	5	1	5	-3.09278350515464	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20251107053000	https://thestandard.nz/let-them-eat-michelin-stars/
1272907542	20251107	202511	2025	2025.8411											HLH	MEDICAL SPECIALIST						HLH			0	030	030	03	1	4.0	4	1	4	-3.09446254071661	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20251107053000	https://www.cbc.ca/news/canada/montreal/quebec-medical-specialists-bill-2-9.6970218
1272907543	20251107	202511	2025	2025.8411											HLH	NURSE						HLH			0	045	045	04	1	5.0	10	1	10	8.04289544235925	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251107053000	https://www.newsghana.com.gh/health-professions-alliance-calls-for-workforce-centered-climate-action/
1272907544	20251107	202511	2025	2025.8411											IND	DELHI	IND								0	190	190	19	4	-10.0	6	1	6	-4.73484848484849	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251107053000	https://www.livemint.com/news/india/air-india-indigo-spicejet-warn-of-delays-longer-wait-times-as-delhi-airport-faces-tech-glitch-11762489732609.html
1272907545	20251107	202511	2025	2025.8411											ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	2	1	2	-1.77935943060498	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	20251107053000	https://www.spotlightnepal.com/2025/11/07/hamas-delegation-meets-turkish-official/
1272907546	20251107	202511	2025	2025.8411											ISRGOV	ISRAELI	ISR					GOV			0	051	051	05	1	3.4	8	1	8	-2.54491017964072	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251107053000	https://thestandard.nz/some-number-8-fencing-wire-in-gaza/
1272907547	20251107	202511	2025	2025.8411											ITA	ITALY	ITA								1	111	111	11	3	-2.0	4	1	4	2.088772845953	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251107053000	https://economictimes.indiatimes.com/news/new-updates/after-kolhapuri-chappals-pradas-rs-69000-safety-pin-sparks-online-outrage-over-luxury-minimalism/articleshow/125149182.cms
1272907548	20251107	202511	2025	2025.8411											JAM	KINGSTON	JAM								1	036	036	03	1	4.0	7	1	7	1.82421227197346	0								3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	20251107053000	https://www.fox13news.com/news/operation-bbq-relief-packs-113000-meals-jamaica-surprise-help-from-pinellas-park-city-workers
1272907549	20251107	202511	2025	2025.8411											JAM	KINGSTON	JAM								1	036	036	03	1	4.0	3	1	3	1.82421227197346	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20251107053000	https://www.fox13news.com/news/operation-bbq-relief-packs-113000-meals-jamaica-surprise-help-from-pinellas-park-city-workers
1272907550	20251107	202511	2025	2025.8411											JOR	JORDAN	JOR								1	111	111	11	3	-2.0	4	1	4	-4.50450450450451	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20251107053000	https://rollingstoneindia.com/first-michael-biopic-trailer-offers-weirdly-upbeat-take-on-michael-jacksons-life/
1272907551	20251107	202511	2025	2025.8411											JOR	JORDAN	JOR								1	112	112	11	3	-2.0	6	1	4	-4.50450450450451	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20251107053000	https://rollingstoneindia.com/first-michael-biopic-trailer-offers-weirdly-upbeat-take-on-michael-jacksons-life/
1272907552	20251107	202511	2025	2025.8411											JPN	TOKYO	JPN								0	040	040	04	1	1.0	1	1	1	-1.77935943060498	0								4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	4	Unrwa, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5119	34.4411	11268954	20251107053000	https://www.spotlightnepal.com/2025/11/07/hamas-delegation-meets-turkish-official/
1272907553	20251107	202511	2025	2025.8411											LAB	EMPLOYEE						LAB			0	036	036	03	1	4.0	1	1	1	1.82421227197346	0								3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	20251107053000	https://www.fox13news.com/news/operation-bbq-relief-packs-113000-meals-jamaica-surprise-help-from-pinellas-park-city-workers
1272907554	20251107	202511	2025	2025.8411											LAB	EMPLOYEE						LAB			0	040	040	04	1	1.0	1	1	1	1.82421227197346	0								3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	20251107053000	https://www.fox13news.com/news/operation-bbq-relief-packs-113000-meals-jamaica-surprise-help-from-pinellas-park-city-workers
1272907555	20251107	202511	2025	2025.8411											LAB	EMPLOYEE						LAB			0	057	057	05	1	8.0	1	1	1	1.82421227197346	0								3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	3	Pinellas Park, Florida, United States	US	USFL		27.8428	-82.6995	288936	20251107053000	https://www.fox13news.com/news/operation-bbq-relief-packs-113000-meals-jamaica-surprise-help-from-pinellas-park-city-workers
