1271104301	20241028	202410	2024	2024.8164	FRA	FRANCE	FRA								FRAELI	FRANCE	FRA					ELI			1	051	051	05	1	3.4	5	1	5	3.22580645161291	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20251028120000	https://www.allkpop.com/article/2025/10/stray-kids-to-feature-on-dj-snakes-upcoming-album-nomad-with-new-track-in-the-dark
1271104312	20241028	202410	2024	2024.8164	MIL	COAST GUARD						MIL													0	073	073	07	2	7.4	10	1	10	1.03857566765579	3	Elizabeth City, North Carolina, United States	US	USNC	NC045	35.2929	-81.4912	1001543	0								3	Elizabeth City, North Carolina, United States	US	USNC		35.2929	-81.4912	1001543	20251028120000	https://www.yahoo.com/news/articles/coast-guard-plans-sikorsky-contract-100020802.html
1271104313	20250928	202509	2025	2025.7342											MEX	MEXICO	MEX								0	043	043	04	1	2.8	2	1	2	-7.50507099391481	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251028120000	https://www.dailymail.co.uk/sciencetech/article-15233537/Hurricane-Melissa-catastropic-scientists-warn.html
1271104314	20250928	202509	2025	2025.7342											NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	2	1	2	-10.8647450110864	0								4	Katsina, Katsina, Nigeria	NI	NI24	22565	12.9894	7.60063	-2015012	4	Katsina, Katsina, Nigeria	NI	NI24	22565	12.9894	7.60063	-2015012	20251028120000	https://www.thecable.ng/coalition-asks-icpc-to-protect-whistleblower-detained-by-police-in-katsina/
1271104315	20250928	202509	2025	2025.7342	COP	POLICE						COP			MED	JOURNALIST						MED			1	175	175	17	4	-9.0	5	1	5	-10.4529616724739	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251028120000	https://www.journalismpakistan.com/sindh-police-arrest-four-suspects-in-journalist-imtiaz-mir-murder-case
1271104316	20250928	202509	2025	2025.7342	COP	POLICE						COP			NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	2	1	2	-10.8647450110864	4	Katsina, Katsina, Nigeria	NI	NI24	22565	12.9894	7.60063	-2015012	4	Katsina, Katsina, Nigeria	NI	NI24	22565	12.9894	7.60063	-2015012	4	Katsina, Katsina, Nigeria	NI	NI24	22565	12.9894	7.60063	-2015012	20251028120000	https://www.thecable.ng/coalition-asks-icpc-to-protect-whistleblower-detained-by-police-in-katsina/
1271104317	20250928	202509	2025	2025.7342	COP	POLICE						COP			PAKMED	PAKISTAN	PAK					MED			1	175	175	17	4	-9.0	2	1	2	-10.4529616724739	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251028120000	https://www.journalismpakistan.com/sindh-police-arrest-four-suspects-in-journalist-imtiaz-mir-murder-case
1271104318	20250928	202509	2025	2025.7342	GOV	AMBASSADOR						GOV			LEG	GENERAL ASSEMBLY						LEG			1	040	040	04	1	1.0	2	1	2	-1.24333925399645	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251028120000	https://lancasteronline.com/news/world/how-mike-waltz-is-leading-the-trump-administrations-a-la-carte-approach-to-un-funding/article_fd470d15-8676-5088-8c84-c56f6a7234f5.html
1271104319	20250928	202509	2025	2025.7342	MEX	MEXICO	MEX																		0	042	042	04	1	1.9	2	1	2	-7.50507099391481	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251028120000	https://www.dailymail.co.uk/sciencetech/article-15233537/Hurricane-Melissa-catastropic-scientists-warn.html
1271104320	20250928	202509	2025	2025.7342	PAK	KARACHI	PAK								MED	JOURNALIST						MED			1	193	193	19	4	-10.0	3	1	3	-10.4529616724739	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251028120000	https://www.journalismpakistan.com/sindh-police-arrest-four-suspects-in-journalist-imtiaz-mir-murder-case
1271104321	20250928	202509	2025	2025.7342	PAK	KARACHI	PAK								PAKMED	PAKISTAN	PAK					MED			1	193	193	19	4	-10.0	1	1	1	-10.4529616724739	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251028120000	https://www.journalismpakistan.com/sindh-police-arrest-four-suspects-in-journalist-imtiaz-mir-murder-case
1271104322	20251021	202510	2025	2025.7973											COP	PRISON						COP			1	041	041	04	1	1.0	3	1	3	-8.96946564885496	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251028120000	https://www.liverpoolecho.co.uk/news/uk-world-news/strangeways-prisoners-death-after-being-32762065
1271104323	20251021	202510	2025	2025.7973	COP	PRISON						COP													1	041	041	04	1	1.0	3	1	3	-8.96946564885496	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251028120000	https://www.liverpoolecho.co.uk/news/uk-world-news/strangeways-prisoners-death-after-being-32762065
1271104324	20251021	202510	2025	2025.7973	COP	PRISON						COP			GBR	UNITED KINGDOM	GBR								1	041	041	04	1	1.0	2	1	2	-8.96946564885496	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251028120000	https://www.liverpoolecho.co.uk/news/uk-world-news/strangeways-prisoners-death-after-being-32762065
1271104325	20251021	202510	2025	2025.7973	GBR	UNITED KINGDOM	GBR								COP	PRISON						COP			1	041	041	04	1	1.0	2	1	2	-8.96946564885496	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251028120000	https://www.liverpoolecho.co.uk/news/uk-world-news/strangeways-prisoners-death-after-being-32762065
1271104326	20251027	202510	2025	2025.8137	GOV	KING						GOV													0	110	110	11	3	-2.0	10	1	10	-0.83798882681564	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251028120000	https://www.mirror.co.uk/news/royals/king-charles-planned-visit-royal-36144664
1271104327	20251027	202510	2025	2025.8137	JPN	JAPAN	JPN								MYS	MALAYSIA	MYS								0	043	043	04	1	2.8	2	1	2	2.33160621761658	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251028120000	https://www.malaymail.com/news/malaysia/2025/10/28/from-cutting-tariff-deals-to-shaping-trump-xi-talks-why-is-the-47th-asean-summit-the-blocs-largest-in-history-a-diplomatic-win/196354
1271104328	20251027	202510	2025	2025.8137	MYS	MALAYSIA	MYS								JPN	JAPAN	JPN								0	042	042	04	1	1.9	2	1	2	2.33160621761658	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251028120000	https://www.malaymail.com/news/malaysia/2025/10/28/from-cutting-tariff-deals-to-shaping-trump-xi-talks-why-is-the-47th-asean-summit-the-blocs-largest-in-history-a-diplomatic-win/196354
1271104329	20251028	202510	2025	2025.8164											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	10	1	10	-5.59701492537314	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251028120000	https://www.aljazeera.com/news/2025/10/28/impasse-leaves-afghanistan-pakistan-peace-talks-mired-in-uncertainty
1271104330	20251028	202510	2025	2025.8164											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	10	1	10	-5.69259962049336	0								1	Qatar	QA	QA		25.5	51.25	QA	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251028120000	https://www.yahoo.com/news/articles/impasse-leaves-afghanistan-pakistan-peace-112326890.html
1271104331	20251028	202510	2025	2025.8164											ARG	ARGENTINA	ARG								0	042	042	04	1	1.9	8	1	8	1.65605095541402	0								4	Oculto, Jujuy, Argentina	AR	AR10	4781	-23.95	-64.6833	-1005938	4	Oculto, Jujuy, Argentina	AR	AR10	4781	-23.95	-64.6833	-1005938	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810838-abrasilver-resource-corp-abrasilver-drilling-at-diablillos-intersects-8-5-metres-at-13-81-g-t-gold-at-oculto-east-296.htm
1271104332	20251028	202510	2025	2025.8164											ARG	ARGENTINA	ARG								0	042	042	04	1	1.9	2	1	2	1.65605095541402	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810838-abrasilver-resource-corp-abrasilver-drilling-at-diablillos-intersects-8-5-metres-at-13-81-g-t-gold-at-oculto-east-296.htm
1271104333	20251028	202510	2025	2025.8164											AUS	NORTHERN TERRITORY	AUS								1	014	014	01	1	0.0	10	1	10	1.14722753346081	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20251028120000	https://phys.org/news/2025-10-stereotypes-australia-recreational-fishing-future.html
1271104334	20251028	202510	2025	2025.8164											AUS	AUSTRALIA	AUS								1	030	030	03	1	4.0	3	1	3	4.03587443946189	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251028120000	https://www.enstarz.com/articles/242792/20251028/sydney-sweeney-shuts-down-glen-powell-dating-rumors-says-pr-stunt-claims-are-false.htm
1271104335	20251028	202510	2025	2025.8164											AUS	ADELAIDE	AUS								1	042	042	04	1	1.9	10	1	10	3.32559938128384	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810845-lodestar-metals-corp-lodestar-metals-defines-three-large-gold-silver-soil-anomalies-at-goldrun-property-nevada-296.htm
1271104336	20251028	202510	2025	2025.8164											AZE	AZERBAIJAN	AZE								1	036	036	03	1	4.0	7	1	7	6.90846286701209	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20251028120000	https://www.trend.az/azerbaijan/society/4109825.html
1271104337	20251028	202510	2025	2025.8164											AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	3	1	3	0.985221674876846	0								4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	20251028120000	https://www.trend.az/azerbaijan/society/4109839.html
1271104338	20251028	202510	2025	2025.8164											BEL	WATERLOO	BEL								0	042	042	04	1	1.9	10	1	10	9.77130977130973	0								4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20251028120000	https://www.liverpoolecho.co.uk/news/showbiz-news/coronation-street-star-notices-drastic-32761452
1271104339	20251028	202510	2025	2025.8164											BGD	BANGLADESH	BGD								1	0353	035	03	1	7.0	9	1	9	2.71493212669683	0								4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	4	Jamuna, Bangladesh (general), Bangladesh	BG	BG00	5811	25.1	89	-2722569	20251028120000	https://www.dhakatribune.com/bangladesh/395011/ca-yunus-proper-implementation-of-july-charter
1271104340	20251028	202510	2025	2025.8164											BHR	BAHRAIN	BHR								1	112	112	11	3	-2.0	5	1	5	-7.04225352112676	0								1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20251028120000	https://www.gdnonline.com:443/Details/1367040/Travel-agency-partner-accused-of-duping-customers
1271104341	20251028	202510	2025	2025.8164											BLR	BELARUS	BLR								1	046	046	04	1	7.0	1	1	1	1.8018018018018	0								1	India	IN	IN		20	77	IN	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251028120000	https://www.orissapost.com/india-belarus-hold-talks-to-boost-bilateral-ties-across-key-sectors/
1271104342	20251028	202510	2025	2025.8164											BUS	BUSINESS						BUS			0	045	045	04	1	5.0	2	1	2	12.401055408971	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20251028120000	https://bizenglish.adaderana.lk/austrian-honorary-consul-strengthens-bilateral-ties-at-prestigious-colombo-reception/
1271104343	20251028	202510	2025	2025.8164											BUS	BUSINESS						BUS			0	045	045	04	1	5.0	6	1	6	12.401055408971	0								1	Austria	AU	AU		47.333333	13.333333	AU	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20251028120000	https://bizenglish.adaderana.lk/austrian-honorary-consul-strengthens-bilateral-ties-at-prestigious-colombo-reception/
1271104344	20251028	202510	2025	2025.8164											BUS	BUSINESS						BUS			0	045	045	04	1	5.0	2	1	2	12.401055408971	0								1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20251028120000	https://bizenglish.adaderana.lk/austrian-honorary-consul-strengthens-bilateral-ties-at-prestigious-colombo-reception/
1271104345	20251028	202510	2025	2025.8164											BUS	BUSINESS						BUS			1	046	046	04	1	7.0	4	1	4	2.72727272727273	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20251028120000	https://www.campaignasia.com:443/article/the-pure-potency-of-piyush-pandey/505477
1271104346	20251028	202510	2025	2025.8164											BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	6	1	6	-4.38931297709924	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251028120000	https://www.enstarz.com/articles/242793/20251028/george-clooneys-blood-boils-virginia-giuffre-memoir-alleges-lewd-encounter-ghislaine-maxwell.htm
1271104347	20251028	202510	2025	2025.8164											BUS	INDUSTRY						BUS			1	057	057	05	1	8.0	10	1	5	-3.66492146596858	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20251028120000	https://www.techcentral.ie/un-member-states-sign-cybercrime-agreement-despite-industry-activist-opposition/
1271104348	20251028	202510	2025	2025.8164											CAN	CANADA	CAN								1	014	014	01	1	0.0	2	1	2	0.1280409731114	0								4	Essex, Ontario, Canada	CA	CA08	12649	42.1667	-82.8167	-564336	4	Essex, Ontario, Canada	CA	CA08	12649	42.1667	-82.8167	-564336	20251028120000	https://www.cbc.ca/news/canada/london/new-treatment-gives-hope-to-patients-with-early-alzheimer-s-disease-9.6955468
1271104349	20251028	202510	2025	2025.8164											CANEDU	CANADA	CAN					EDU			0	042	042	04	1	1.9	4	1	4	-5.98870056497175	0								4	Cobourg, Ontario, Canada	CA	CA08	12670	43.9667	-78.1667	-562792	4	Cobourg, Ontario, Canada	CA	CA08	12670	43.9667	-78.1667	-562792	20251028120000	https://www.cbc.ca/news/canada/thunder-bay/people-who-lived-at-ontario-training-schools-seek-closure-8-years-after-start-of-class-action-alleging-abuse-9.6948647
1271104350	20251028	202510	2025	2025.8164											CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	6.81089743589744	0								4	Wuhu, Anhui, China	CH	CH01	12997	31.1461	118.571	-1930182	4	Wuhu, Anhui, China	CH	CH01	12997	31.1461	118.571	-1930182	20251028120000	https://en.antaranews.com/news/388468/-c-o-r-r-e-c-t-i-o-n-chery-international-
1271104351	20251028	202510	2025	2025.8164											CHR	CHRISTIAN				CHR					1	043	043	04	1	2.8	5	1	5	-1.65289256198347	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251028120000	https://www.christiantoday.com/news/leaders-are-failing-in-holiness-and-too-many-christians-are-ignorant-about-jesus-key-message-says-evangelist
1271104352	20251028	202510	2025	2025.8164											CHR	CHRISTIAN				CHR					0	112	112	11	3	-2.0	1	1	1	-7.23905723905723	0								4	Sargodha, Punjab, Pakistan	PK	PK04	23676	32.0836	72.6711	-2773597	4	Sargodha, Punjab, Pakistan	PK	PK04	23676	32.0836	72.6711	-2773597	20251028120000	https://www.christiantoday.com/news/pakistan-moves-toward-reforming-blasphemy-laws-amid-crackdown-on-hardline-party
1271104353	20251028	202510	2025	2025.8164											CHRCTH	CATHOLIC				CHR	CTH				1	190	190	19	4	-10.0	5	1	5	-8.01801801801802	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251028120000	https://thefederalist.com/2025/10/28/christian-leaders-ignore-muslim-genocide-of-nigerian-christians/
1271104354	20251028	202510	2025	2025.8164											COP	DEPUTY						COP			0	036	036	03	1	4.0	10	1	10	0.91911764705882	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20251028120000	https://www.prokerala.com/news/articles/a1690825.html
1271104355	20251028	202510	2025	2025.8164											CRM	DRUG GANG						CRM			0	051	051	05	1	3.4	6	1	6	-6.12505316886432	0								1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20251028120000	https://theintercept.com/2025/10/26/drug-war-counternarcotics-report-trump-boat-strikes/
1271104356	20251028	202510	2025	2025.8164											CRM	GANG						CRM			0	112	112	11	3	-2.0	6	1	6	-7.08955223880597	0								4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	20251028120000	https://www.royalgazette.com/general/news/article/20251028/haiti-orphanage-beset-by-gangs-now-faces-hurricane/
1271104357	20251028	202510	2025	2025.8164											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	5	1	5	-1.38888888888888	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251028120000	https://www.waaytv.com/news/food-bank-of-north-alabama-gears-up-to-help-families-losing-snap-benefits/article_46517a91-8aab-46ec-9536-e3b185f26079.html
1271104358	20251028	202510	2025	2025.8164											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	5.96707818930042	0								4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20251028120000	https://guardian.ng/news/niger-delta-group-hails-nuprcs-milestone-praises-komolafes-leadership/
1271104359	20251028	202510	2025	2025.8164											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	5	1	5	0.985221674876846	0								4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	4	Khankendi, Ismayilli, Azerbaijan	AJ	AJ25	504	40.7573	48.4152	-2706942	20251028120000	https://www.trend.az/azerbaijan/society/4109839.html
1271104360	20251028	202510	2025	2025.8164											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	10	1	10	5.93103448275862	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20251028120000	https://www.finanznachrichten.de/nachrichten-2025-10/66810800-bybit-bridges-crypto-financial-knowledge-gap-with-master-trading-academy-in-sri-lanka-008.htm
1271104361	20251028	202510	2025	2025.8164											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	5	1	5	-1.38888888888888	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251028120000	https://www.waaytv.com/news/food-bank-of-north-alabama-gears-up-to-help-families-losing-snap-benefits/article_46517a91-8aab-46ec-9536-e3b185f26079.html
1271104362	20251028	202510	2025	2025.8164											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	2	1	2	2.84360189573459	0								4	Macquarie Park, New South Wales, Australia	AS	AS02	5080	-34.573	150.766	11355624	4	Macquarie Park, New South Wales, Australia	AS	AS02	5080	-34.573	150.766	11355624	20251028120000	https://www.weeklytimes.com.au/mac-park-med-tech-breakthroughs-decade-of-pain-relief/
1271104363	20251028	202510	2025	2025.8164											CVL	TRAVELLER						CVL			1	051	051	05	1	3.4	2	1	2	5.80645161290323	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251028120000	https://www.hachettebookgroup.com/titles/carter-g-walker/moon-montana-wyoming-with-yellowstone-grand-teton-glacier-national-parks/9798886471489/
