1269808040	20241021	202410	2024	2024.7973	BUS	COMPANY						BUS			MNCKOR	SAMSUNG	KOR					MNC			0	080	080	08	2	5.0	10	1	10	1.44927536231885	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251021120000	https://www.sammobile.com/news/exynos-2600-might-finally-deliver-the-breakthrough-samsungs-been-chasing/
1269808051	20251014	202510	2025	2025.7781	BUS	INDUSTRY						BUS			GOV	PUBLIC SECTOR						GOV			1	036	036	03	1	4.0	2	1	2	7.38786279683377	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251021120000	https://www.prokerala.com/news/articles/a1688262.html
1269808052	20251014	202510	2025	2025.7781	BUS	CORPORATION						BUS			IND	MUMBAI	IND								1	036	036	03	1	4.0	1	1	1	7.38786279683377	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251021120000	https://www.prokerala.com/news/articles/a1688262.html
1269808053	20251014	202510	2025	2025.7781	BUS	INDUSTRY						BUS			IND	MUMBAI	IND								1	036	036	03	1	4.0	3	1	3	7.38786279683377	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251021120000	https://www.prokerala.com/news/articles/a1688262.html
1269808054	20251014	202510	2025	2025.7781	CVL	COMMUNITY						CVL			JUD	ATTORNEY						JUD			1	010	010	01	1	0.0	8	1	8	-2.4390243902439	1	Afghanistan	AF	AF		33	66	AF	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	20251021120000	https://www.yahoo.com/news/articles/judge-rejects-feds-request-reverse-100021771.html
1269808055	20251014	202510	2025	2025.7781	CVL	COMMUNITY						CVL			JUD	ATTORNEY						JUD			1	010	010	01	1	0.0	2	1	2	-2.4390243902439	1	Afghanistan	AF	AF		33	66	AF	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	1	Afghanistan	AF	AF		33	66	AF	20251021120000	https://www.yahoo.com/news/articles/judge-rejects-feds-request-reverse-100021771.html
1269808056	20251014	202510	2025	2025.7781	GOV	PRESIDENT						GOV													0	010	010	01	1	0.0	2	1	2	-5.7742782152231	1	Libya	LY	LY		25	17	LY	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251021120000	https://indianexpress.com/article/world/former-french-president-sarkozy-reaches-jail-to-begin-5-year-sentence-for-campaign-finance-conspiracy-10318995/
1269808057	20251014	202510	2025	2025.7781	GOV	PUBLIC SECTOR						GOV			BUS	CORPORATION						BUS			1	036	036	03	1	4.0	4	1	4	7.38786279683377	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	20251021120000	https://www.prokerala.com/news/articles/a1688262.html
1269808058	20251014	202510	2025	2025.7781	GOV	DIPLOMAT						GOV			RUS	RUSSIA	RUS								0	036	036	03	1	4.0	4	1	4	-1.93236714975846	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251021120000	https://english.pravda.ru/news/world/164556-lavrov-rubio-meeting-postponed/
1269808059	20251014	202510	2025	2025.7781	IND	MUMBAI	IND								BUS	CORPORATION						BUS			1	036	036	03	1	4.0	4	1	4	7.38786279683377	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	4	Loni, Uttar Pradesh, India	IN	IN36	17911	28.75	77.2833	-2102794	20251021120000	https://www.prokerala.com/news/articles/a1688262.html
1269808060	20251014	202510	2025	2025.7781	LEG	SENATE						LEG													0	050	050	05	1	3.5	10	1	10	-1.9845644983462	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251021120000	https://www.yahoo.com/news/articles/ct-dems-not-backing-down-100018397.html
1269808061	20251014	202510	2025	2025.7781	PAN	PANAMANIAN	PAN								CHN	CHINA	CHN								0	1313	131	13	3	-5.8	1	1	1	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808062	20251014	202510	2025	2025.7781	PAN	PANAMANIAN	PAN								CHN	CHINA	CHN								0	1313	131	13	3	-5.8	1	1	1	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Panama	PM	PM		9	-80	PM	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808063	20251014	202510	2025	2025.7781	PAN	PANAMANIAN	PAN								CHN	CHINA	CHN								0	160	160	16	4	-4.0	2	1	2	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808064	20251014	202510	2025	2025.7781	PANGOV	PANAMANIAN	PAN					GOV			PAN	PANAMANIAN	PAN								0	1313	131	13	3	-5.8	6	1	6	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808065	20251014	202510	2025	2025.7781	PANGOV	PANAMANIAN	PAN					GOV			PAN	PANAMANIAN	PAN								0	160	160	16	4	-4.0	6	1	6	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808066	20251014	202510	2025	2025.7781	PANGOVMIL	JOSE RAUL MULINO	PAN					GOV	MIL		USAGOV	THE US	USA					GOV			0	112	112	11	3	-2.0	8	1	8	-7.22433460076041	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20251021120000	https://www.scmp.com/news/china/diplomacy/article/3329829/china-says-us-visa-threats-central-america-show-lack-basic-respect
1269808067	20251014	202510	2025	2025.7781	RUS	RUSSIA	RUS								GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	2	1	2	-1.93236714975846	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251021120000	https://english.pravda.ru/news/world/164556-lavrov-rubio-meeting-postponed/
1269808068	20251014	202510	2025	2025.7781	RUS	RUSSIA	RUS								GOV	DIPLOMAT						GOV			0	036	036	03	1	4.0	4	1	4	-1.93236714975846	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251021120000	https://english.pravda.ru/news/world/164556-lavrov-rubio-meeting-postponed/
1269808069	20251014	202510	2025	2025.7781	RUS	RUSSIA	RUS								HUNGOV	HUNGARY	HUN					GOV			0	020	020	02	1	3.0	2	1	2	-1.93236714975846	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251021120000	https://english.pravda.ru/news/world/164556-lavrov-rubio-meeting-postponed/
1269808070	20251020	202510	2025	2025.7945	GOV	PRESIDENT						GOV			MED	WEBSITE						MED			0	010	010	01	1	0.0	6	1	6	-1.61137440758294	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251021120000	https://metro.co.uk/2025/10/21/caused-amazons-aws-outage-16-000-000-people-affected-worldwide-24481798/
1269808071	20251020	202510	2025	2025.7945	GOV	PRESIDENT						GOV			MED	WEBSITE						MED			0	043	043	04	1	2.8	6	1	6	-1.61137440758294	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251021120000	https://metro.co.uk/2025/10/21/caused-amazons-aws-outage-16-000-000-people-affected-worldwide-24481798/
1269808072	20251020	202510	2025	2025.7945	GOV	GOVERNMENT						GOV			OPP	PROTESTER						OPP			1	020	020	02	1	3.0	1	1	1	-6.90399137001078	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251021120000	https://allafrica.com/stories/202510210239.html
1269808073	20251020	202510	2025	2025.7945	MED	WEBSITE						MED			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	6	1	6	-1.61137440758294	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251021120000	https://metro.co.uk/2025/10/21/caused-amazons-aws-outage-16-000-000-people-affected-worldwide-24481798/
1269808074	20251020	202510	2025	2025.7945	NGA	NIGERIA	NGA								OPP	PROTESTER						OPP			1	020	020	02	1	3.0	2	1	2	-6.90399137001078	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251021120000	https://allafrica.com/stories/202510210239.html
1269808075	20251020	202510	2025	2025.7945	SPY	OPERATIVE						SPY			NGA	NIGERIA	NGA								0	173	173	17	4	-5.0	4	1	4	-6.90399137001078	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	4	Akure, Ondo, Nigeria	NI	NI48	22976	7.25256	5.19312	-1998953	20251021120000	https://allafrica.com/stories/202510210239.html
1269808076	20251021	202510	2025	2025.7973											AFR	AFRICA	AFR								1	100	100	10	3	-5.0	4	1	4	5.65371024734982	0								4	Sandton, Gauteng, South Africa	SF	SF06	77346	-26.05	27.9667	-1281128	4	Sandton, Gauteng, South Africa	SF	SF06	77346	-26.05	27.9667	-1281128	20251021120000	https://www.itweb.co.za/article/quest-partner-circle-opens-doors-for-sa-businesses-to-help-lay-foundations-for-ai/KBpdg7pmOb6MLEew
1269808077	20251021	202510	2025	2025.7973											ARE	DUBAI	ARE								1	036	036	03	1	4.0	2	1	2	0.802139037433155	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251021120000	https://www.prokerala.com/news/articles/a1688246.html
1269808078	20251021	202510	2025	2025.7973											ARE	DUBAI	ARE								1	036	036	03	1	4.0	8	1	8	0.802139037433155	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251021120000	https://www.prokerala.com/news/articles/a1688246.html
1269808079	20251021	202510	2025	2025.7973											ARE	ABU DHABI	ARE								0	036	036	03	1	4.0	4	1	3	0.802139037433155	0								4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.3259	52.6013	-784354	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.3259	52.6013	-784354	20251021120000	https://www.prokerala.com/news/articles/a1688246.html
1269808080	20251021	202510	2025	2025.7973											ARE	ABU DHABI	ARE								1	042	042	04	1	1.9	3	1	3	11.0344827586207	0								1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20251021120000	http://www.bignewsnetwork.com/news/278648263/mofa-receives-credentials-copy-from-new-ambassador-of-turkmenistan
1269808081	20251021	202510	2025	2025.7973											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	2	1	2	-5	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20251021120000	https://www.insurancebusinessmag.com/au/news/travel/weather-disrupts-flights-across-australia-and-new-zealand-airports-553722.aspx
1269808082	20251021	202510	2025	2025.7973											AUT	AUSTRIA	AUT								1	020	020	02	1	3.0	6	1	6	-3.40264650283553	0								4	Lobau, Niederörreich, Austria	AU	AU03	5614	48.15	16.65	-3873323	4	Lobau, Niederörreich, Austria	AU	AU03	5614	48.15	16.65	-3873323	20251021120000	https://www.vol.at/green-party-confronted-with-populism-accusation-by-oevp/9753806
1269808083	20251021	202510	2025	2025.7973											AUT	AUSTRIA	AUT								1	051	051	05	1	3.4	5	1	5	1.81058495821727	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251021120000	https://www.investegate.co.uk/announcement/rns/dcc-cdi---dcc/liquid-gas-acquisitions/9184733
1269808084	20251021	202510	2025	2025.7973											BRA	BRAZIL	BRA								0	051	051	05	1	3.4	8	1	8	2.04081632653062	0								4	Santa Rita, Parahyba, Brazil	BR	BR17	18585	-7.21667	-35.0333	-669038	4	Santa Rita, Parahyba, Brazil	BR	BR17	18585	-7.21667	-35.0333	-669038	20251021120000	https://www.miningmx.com/trending/62847-appian-secures-1bn-world-bank-partnership/
1269808085	20251021	202510	2025	2025.7973											BUS	COMPANY						BUS			0	033	033	03	1	5.2	3	1	3	0.98904980572236	0								4	Duqm, Al WustáU, Oman	MU	MU03	23596	19.65	57.7	-786790	4	Duqm, Al WustáU, Oman	MU	MU03	23596	19.65	57.7	-786790	20251021120000	https://restofworld.org/2025/oman-space-industry-launchpad-satellites/
1269808086	20251021	202510	2025	2025.7973											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	2	1	2	0.802139037433155	0								4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.3259	52.6013	-784354	4	Yas Island, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.3259	52.6013	-784354	20251021120000	https://www.prokerala.com/news/articles/a1688246.html
1269808087	20251021	202510	2025	2025.7973											BUS	ENTREPRENEUR						BUS			1	036	036	03	1	4.0	10	1	10	2.143522833178	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20251021120000	https://www.forbes.com/sites/selikajosiahtalbott/2025/10/21/crossroads-of-innovation-the-promise-and-peril-of-techs-biggest-gatherings/
1269808088	20251021	202510	2025	2025.7973											BUS	COMPANY						BUS			0	040	040	04	1	1.0	20	2	20	-0.021812174832755	0								4	Rosebank, Western Cape, South Africa	SF	SF11	77317	-33.9509	18.4716	-1279333	4	Rosebank, Western Cape, South Africa	SF	SF11	77317	-33.9509	18.4716	-1279333	20251021120000	https://www.finanznachrichten.de/nachrichten-2025-10/66749502-pan-african-resources-plc-publication-of-prospectus-008.htm
1269808089	20251021	202510	2025	2025.7973											BUS	INDUSTRY						BUS			0	040	040	04	1	1.0	10	1	10	0.1187648456057	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20251021120000	https://www.rappler.com/brandrap/gcash-pnp-cyber-defense-training-2025/
1269808090	20251021	202510	2025	2025.7973											BUS	BOSS						BUS			1	040	040	04	1	1.0	6	1	6	1.58227848101266	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20251021120000	https://www.nme.com/news/music/jeremy-allen-white-covers-bruce-springsteen-classics-deliver-me-from-nowhere-soundtrack-album-3900709
1269808091	20251021	202510	2025	2025.7973											BUS	BUSINESS						BUS			1	112	112	11	3	-2.0	10	1	10	-7.36478711162255	0								3	New London, Connecticut, United States	US	USCT		41.3557	-72.0995	209237	3	New London, Connecticut, United States	US	USCT		41.3557	-72.0995	209237	20251021120000	https://www.yahoo.com/news/articles/norwich-business-owner-faces-larceny-100019123.html
1269808092	20251021	202510	2025	2025.7973											BUS	COMPANY						BUS			1	173	173	17	4	-5.0	10	1	10	-7.25806451612903	0								5	Buryatia, Buryatiya, Russia	RS	RS11	25047	53	109	205709	5	Buryatia, Buryatiya, Russia	RS	RS11	25047	53	109	205709	20251021120000	https://english.news.cn/20251021/e35cd2f350d14001aa2700378ad6d038/c.html
1269808093	20251021	202510	2025	2025.7973											CAN	CANADA	CAN								1	043	043	04	1	2.8	15	1	10	1.26760563380281	0								4	Kitimat, British Columbia, Canada	CA	CA02	154724	54	-128.7	-567354	4	Kitimat, British Columbia, Canada	CA	CA02	154724	54	-128.7	-567354	20251021120000	https://www.theglobeandmail.com/business/commentary/article-canada-energy-superpower-structural-advantages/
1269808094	20251021	202510	2025	2025.7973											COP	DEPUTY						COP			1	036	036	03	1	4.0	4	1	4	-4.05679513184585	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251021120000	https://www.hindustantimes.com/india-news/all-is-well-now-what-led-to-biocon-boss-kiran-mazumdar-shaw-vs-dk-shivakumar-feud-101761033444193.html
1269808095	20251021	202510	2025	2025.7973											COP	POLICE						COP			1	046	046	04	1	7.0	2	1	2	2.77777777777777	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20251021120000	https://www.prokerala.com/news/articles/a1688250.html
1269808096	20251021	202510	2025	2025.7973											COP	POLICE						COP			0	173	173	17	4	-5.0	10	1	10	-4.59272097053726	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251021120000	https://tribune.com.pk/story/2572899/afghan-refugees-the-human-cost-of-pakistanafghanistan-tensions
1269808097	20251021	202510	2025	2025.7973											CRM	CRIMINAL						CRM			0	040	040	04	1	1.0	10	1	10	-7.36478711162255	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251021120000	https://www.yahoo.com/news/articles/norwich-business-owner-faces-larceny-100019123.html
1269808098	20251021	202510	2025	2025.7973											CVL	CITIZEN						CVL			1	033	033	03	1	5.2	4	1	4	0.94637223974763	0								4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	20251021120000	https://tribune.com.pk/story/2573425/punjab-receives-87-new-electric-buses-to-serve-rawalpindi-islamabad
1269808099	20251021	202510	2025	2025.7973											CVL	CITIZEN						CVL			1	033	033	03	1	5.2	1	1	1	0.94637223974763	0								4	Pindi, Punjab, Pakistan	PK	PK04	40361	32.5212	74.112	6132933	4	Pindi, Punjab, Pakistan	PK	PK04	40361	32.5212	74.112	6132933	20251021120000	https://tribune.com.pk/story/2573425/punjab-receives-87-new-electric-buses-to-serve-rawalpindi-islamabad
1269808100	20251021	202510	2025	2025.7973											CVL	CITIZEN						CVL			1	0353	035	03	1	7.0	4	1	4	0.94637223974763	0								4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	4	Rawalpindi, Punjab, Pakistan	PK	PK04	23674	33.6	73.0667	-2772585	20251021120000	https://tribune.com.pk/story/2573425/punjab-receives-87-new-electric-buses-to-serve-rawalpindi-islamabad
1269808101	20251021	202510	2025	2025.7973											CVL	CITIZEN						CVL			1	0353	035	03	1	7.0	1	1	1	0.94637223974763	0								4	Pindi, Punjab, Pakistan	PK	PK04	40361	32.5212	74.112	6132933	4	Pindi, Punjab, Pakistan	PK	PK04	40361	32.5212	74.112	6132933	20251021120000	https://tribune.com.pk/story/2573425/punjab-receives-87-new-electric-buses-to-serve-rawalpindi-islamabad
1269808102	20251021	202510	2025	2025.7973											CVL	RESIDENTS						CVL			1	046	046	04	1	7.0	10	1	10	-1.24610591900312	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251021120000	https://www.yahoo.com/news/articles/gulf-mexico-drive-keep-name-233805641.html
1269808103	20251021	202510	2025	2025.7973											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	10	1	10	-0.5050505050505	0								3	Monona, Wisconsin, United States	US	USWI	WI025	43.0622	-89.334	1569653	3	Monona, Wisconsin, United States	US	USWI	WI025	43.0622	-89.334	1569653	20251021120000	https://www.wisbusiness.com/2025/tue-am-news-new-poll-shows-support-for-community-solar-in-republican-leaning-areas-ai-is-changing-the-cybersecurity-landscape-experts-say/
1269808104	20251021	202510	2025	2025.7973											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	20	1	10	1.75695461200586	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251021120000	https://www.wisbusiness.com/2025/new-poll-shows-support-for-community-solar-in-republican-leaning-areas/
