1268129721	20241012	202410	2024	2024.7726	GOV	CABINET						GOV			JPN	JAPAN	JPN								1	010	010	01	1	0.0	10	1	10	-2.15517241379311	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251012061500	https://nuclear-news.net/2025/10/12/5-b1-japan-weighs-nuclear-powered-submarines-amid-regional-tensions/
1268129732	20251012	202510	2025	2025.7726											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-7.66283524904214	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251012061500	https://6abc.com/post/double-shooting-rhawnhurst-leaves-man-dead/17988542/
1268129733	20251012	202510	2025	2025.7726											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	10	1	10	9.94575045207956	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20251012061500	https://artsound.fm/about-us/history/
1268129734	20251012	202510	2025	2025.7726											CVL	VILLAGE						CVL			1	043	043	04	1	2.8	20	1	10	2.91970802919708	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251012061500	https://thecountypress.mihomepaper.com/articles/lapeer-county-animal-control-expansion-on-track-for-completion-by-end-of-year/
1268129735	20251012	202510	2025	2025.7726											EDU	STUDENT						EDU			1	020	020	02	1	3.0	5	1	5	3.42651036970244	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20251012061500	https://www.tpr.org/2025-10-11/this-nobel-peace-prize-front-runner-didnt-win-but-did-get-the-alternative-nobel
1268129736	20251012	202510	2025	2025.7726											FRA	FRANCE	FRA								1	042	042	04	1	1.9	5	1	5	1.90217391304348	0								4	Dordogne, Nord-Pas-de-Calais, France	FR	FRB4	16307	50.4969	1.70817	-1424311	4	Dordogne, Nord-Pas-de-Calais, France	FR	FRB4	16307	50.4969	1.70817	-1424311	20251012061500	https://www.connexionfrance.com/magazine/how-i-became-an-artist-and-photographer-after-moving-to-france/741921
1268129737	20251012	202510	2025	2025.7726											FRA	FRENCH	FRA								1	052	052	05	1	3.5	10	1	10	0.56074766355141	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20251012061500	https://www.connexionfrance.com/magazine/bread-bacon-and-beans-british-food-habits-on-trial-in-france/743896
1268129738	20251012	202510	2025	2025.7726											GBR	SCOTLAND	GBR								1	020	020	02	1	3.0	2	1	2	-0.17543859649123	0								4	Edinburgh Castle, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595387	4	Edinburgh Castle, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595387	20251012061500	https://www.glasgowtimes.co.uk/news/25534688.now-ruined-abbey-scotlands-centre-power/
1268129739	20251012	202510	2025	2025.7726											GOV	PRESIDENT						GOV			0	014	014	01	1	0.0	6	1	6	-0.7908611599297	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251012061500	https://people.com/why-presidents-have-term-limits-11826113
1268129740	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			0	051	051	05	1	3.4	6	1	6	3.79746835443038	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251012061500	https://www.independent.com.mt/articles/2025-10-12/local-news/Labour-s-lead-over-PN-shrinks-to-5-new-survey-shows-6736273896
1268129741	20251012	202510	2025	2025.7726											HLH	DOCTOR						HLH			1	040	040	04	1	1.0	10	1	10	-7.14285714285718	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251012061500	https://thecountypress.mihomepaper.com/articles/hormone-therapy-for-breast-cancer-treatment/
1268129742	20251012	202510	2025	2025.7726											IGOEUREEC	THE EU	EUR	EEC				IGO			1	036	036	03	1	4.0	10	1	10	-3.02325581395349	0								1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20251012061500	https://www.vol.at/so-many-people-in-austria-drop-out-of-their-education/9730637
1268129743	20251012	202510	2025	2025.7726											IGOEUREEC	THE EU	EUR	EEC				IGO			0	051	051	05	1	3.4	5	1	5	-1.88356164383562	0								4	Corballis, County Fingal, Ireland	EI	EI35	18288	53.4775	-6.14306	426584	4	Corballis, County Fingal, Ireland	EI	EI35	18288	53.4775	-6.14306	426584	20251012061500	https://www.independent.ie/business/irish/irish-defence-tech-companies-look-to-capitalise-on-eu-plans-to-build-a-drone-wall/a1577296455.html
1268129744	20251012	202510	2025	2025.7726											IRL	IRELAND	IRL								1	036	036	03	1	4.0	4	1	4	1.22549019607843	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251012061500	https://www.independent.ie/business/irish/a-guy-version-of-drury-buildings-plans-afoot-for-new-microbrewery-and-pub-in-smithfield/a1811123925.html
1268129745	20251012	202510	2025	2025.7726											IRL	GALWAY	IRL								0	036	036	03	1	4.0	5	1	5	6.69456066945607	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251012061500	https://www.independent.ie/business/irish/techirelands-national-ai-meet-sets-up-irish-sector-for-future-success/a1334031221.html
1268129746	20251012	202510	2025	2025.7726											IRL	IRELAND	IRL								0	042	042	04	1	1.9	10	1	10	6.69456066945607	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251012061500	https://www.independent.ie/business/irish/techirelands-national-ai-meet-sets-up-irish-sector-for-future-success/a1334031221.html
1268129747	20251012	202510	2025	2025.7726											ISR	ISRAEL	ISR								1	040	040	04	1	1.0	4	1	4	1.26903553299492	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012061500	https://english.aawsat.com/arab-world/5196287-egypt-convene-global-leaders-including-trump-sharm-el-sheikh-gaza-war-agreement
1268129748	20251012	202510	2025	2025.7726											JAM	JAMAICA	JAM								0	020	020	02	1	3.0	2	1	2	-0.99312452253629	0								4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	20251012061500	https://www.jamaicaobserver.com/2025/10/12/greed-on-the-rocks/
1268129749	20251012	202510	2025	2025.7726											LEG	CONGRESSMAN						LEG			0	040	040	04	1	1.0	10	1	10	-1.56794425087108	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251012061500	https://highlandcountypress.com/index.php/opinions/congressman-taylor-talks-impact-schumer-shutdown-southern-ohio-tim-young-show
1268129750	20251012	202510	2025	2025.7726											LEG	LEGISLATURE						LEG			0	042	042	04	1	1.9	6	1	6	-1.71890798786653	0								4	La Hune, Newfoundland, Canada	CA	CA05	12610	47.55	-56.8833	-567613	4	La Hune, Newfoundland, Canada	CA	CA05	12610	47.55	-56.8833	-567613	20251012061500	https://www.niagarafallsreview.ca/news/canada/liberal-cabinet-ministers-pc-mha-have-not-filed-public-disclosures-commissioner/article_39fbbcfe-3f79-5fd6-9b92-02ec143ba69d.html
1268129751	20251012	202510	2025	2025.7726											MIL	ARMY						MIL			1	042	042	04	1	1.9	10	1	10	1.33333333333334	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251012061500	https://thecountypress.mihomepaper.com/articles/alvis-winston-hicks/
1268129752	20251012	202510	2025	2025.7726											MIL	ARMY						MIL			1	110	110	11	3	-2.0	10	1	10	1.33333333333334	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251012061500	https://thecountypress.mihomepaper.com/articles/alvis-winston-hicks/
1268129753	20251012	202510	2025	2025.7726											MLTGOV	MALTA	MLT					GOV			0	051	051	05	1	3.4	1	1	1	3.79746835443038	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251012061500	https://www.independent.com.mt/articles/2025-10-12/local-news/Labour-s-lead-over-PN-shrinks-to-5-new-survey-shows-6736273896
1268129754	20251012	202510	2025	2025.7726											MYS	SARAWAK	MYS								1	111	111	11	3	-2.0	10	1	10	-2.08333333333333	0								0								0								20251012061500	https://www.malaysiakini.com/news/757808
1268129755	20251012	202510	2025	2025.7726											OPP	PROTESTER						OPP			1	140	140	14	3	-6.5	10	1	10	-3.58649789029535	0								0								0								20251012061500	https://www.kptv.com/2025/10/12/tear-gas-t-rex-costumes-portland-protesters-turn-tension-into-party-outside-ice-building/
1268129756	20251012	202510	2025	2025.7726											PHL	FILIPINO	PHL								1	050	050	05	1	3.5	10	1	10	-5.3639846743295	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20251012061500	https://www.newsday.com/news/nation/south-china-sea-thitu-island-philippines-i04933
1268129757	20251012	202510	2025	2025.7726											PHL	FILIPINO	PHL								1	080	080	08	2	5.0	6	1	6	-5.3639846743295	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251012061500	https://www.newsday.com/news/nation/south-china-sea-thitu-island-philippines-i04933
1268129758	20251012	202510	2025	2025.7726											PHL	FILIPINO	PHL								1	080	080	08	2	5.0	2	1	2	-5.3639846743295	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20251012061500	https://www.newsday.com/news/nation/south-china-sea-thitu-island-philippines-i04933
1268129759	20251012	202510	2025	2025.7726											PHL	FILIPINO	PHL								1	080	080	08	2	5.0	2	1	2	-5.3639846743295	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20251012061500	https://www.newsday.com/news/nation/south-china-sea-thitu-island-philippines-i04933
1268129760	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								1	031	031	03	1	5.2	6	1	6	0.55762081784387	0								3	Metamora, Michigan, United States	US	USMI	MI087	42.9414	-83.2891	632164	3	Metamora, Michigan, United States	US	USMI	MI087	42.9414	-83.2891	632164	20251012061500	https://thecountypress.mihomepaper.com/articles/reader-feedback-1017/
1268129761	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	4.6692607003891	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251012061500	https://kowb1290.com/ixp/147/p/wyoming-pop-culture-con-2025-photos/
1268129762	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	4.52729693741678	0								3	Steamboat Springs, Colorado, United States	US	USCO		40.485	-106.832	172749	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251012061500	https://www.cowboysindians.com/2025/10/chula-beauregard-painting-the-spirit-of-the-west/
1268129763	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-1.4792899408284	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012061500	https://www.dailyfreeman.com/2025/10/12/michael-reagan-the-peacemaker-in-chief/
1268129764	20251012	202510	2025	2025.7726											USA	COLORADO	USA								1	042	042	04	1	1.9	10	1	10	4.52729693741678	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251012061500	https://www.cowboysindians.com/2025/10/chula-beauregard-painting-the-spirit-of-the-west/
1268129765	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	4.52729693741678	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251012061500	https://www.cowboysindians.com/2025/10/chula-beauregard-painting-the-spirit-of-the-west/
1268129766	20251012	202510	2025	2025.7726											USA	THE US	USA								0	0871	087	08	2	9.0	5	1	5	-2.99657534246575	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012061500	https://nuclear-news.net/2025/10/12/4-a-the-gaza-ceasefire-deal-could-be-a-strangle-contract-with-israel-holding-all-the-cards/
1268129767	20251012	202510	2025	2025.7726											USA	UNITED STATES	USA								1	1124	112	11	3	-2.0	2	1	2	7.42574257425743	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20251012061500	https://highlandcountypress.com/index.php/social/adams-county-community-foundation-awards-50th-grant
1268129768	20251012	202510	2025	2025.7726											ZWE	ZIMBABWE	ZWE								0	036	036	03	1	4.0	2	1	2	0.842514581983151	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20251012061500	https://www.zimbabwesituation.com/news/air-zimbabwe-faces-backlash-over-handwritten-boarding-passes-raising-security-concerns-and-potential-impact-on-tourism/
1268129769	20251012	202510	2025	2025.7726											idg	INDIGENOUS			idg						0	040	040	04	1	1.0	10	1	10	-0.99312452253629	0								4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	20251012061500	https://www.jamaicaobserver.com/2025/10/12/greed-on-the-rocks/
1268129770	20251012	202510	2025	2025.7726											sco	SCOTTISH			sco						1	040	040	04	1	1.0	2	1	2	2.86677908937606	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251012061500	https://www.glasgowtimes.co.uk/news/scottish-news/25534217.meet-new-duo-blending-indie-pop-scottish-tunes/
1268129771	20251012	202510	2025	2025.7726											sco	SCOTTISH			sco						1	040	040	04	1	1.0	8	1	8	2.86677908937606	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251012061500	https://www.glasgowtimes.co.uk/news/scottish-news/25534217.meet-new-duo-blending-indie-pop-scottish-tunes/
1268129772	20251012	202510	2025	2025.7726	ARG	ARGENTINA	ARG								VEN	VENEZUELA	VEN								0	1031	103	10	3	-5.0	4	1	4	0.17391304347826	1	Argentina	AR	AR		-34	-64	AR	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20251012061500	https://nuclear-news.net/2025/10/12/venezuelan-woman-who-begged-trump-to-bomb-her-country-wins-nobel-peace-prize/
1268129773	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	013	013	01	1	0.4	2	1	2	0.99889012208657	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012061500	https://www.therural.com.au/story/9086657/midnight-oil-fans-rally-to-rescue-drummers-war-horse/
1268129774	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	020	020	02	1	3.0	10	1	10	0.842514581983151	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	0								4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	20251012061500	https://www.zimbabwesituation.com/news/air-zimbabwe-faces-backlash-over-handwritten-boarding-passes-raising-security-concerns-and-potential-impact-on-tourism/
1268129775	20251012	202510	2025	2025.7726	AUS	AUSTRALIAN	AUS																		1	0231	023	02	1	3.4	2	1	2	0.99889012208657	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012061500	https://www.therural.com.au/story/9086657/midnight-oil-fans-rally-to-rescue-drummers-war-horse/
1268129776	20251012	202510	2025	2025.7726	AUS	AUSTRALIAN	AUS																		1	0231	023	02	1	3.4	8	1	8	0.99889012208657	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251012061500	https://www.therural.com.au/story/9086657/midnight-oil-fans-rally-to-rescue-drummers-war-horse/
1268129777	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	051	051	05	1	3.4	5	1	5	0.99889012208657	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012061500	https://www.therural.com.au/story/9086657/midnight-oil-fans-rally-to-rescue-drummers-war-horse/
1268129778	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	190	190	19	4	-10.0	6	1	4	0.99889012208657	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012061500	https://www.therural.com.au/story/9086657/midnight-oil-fans-rally-to-rescue-drummers-war-horse/
1268129779	20251012	202510	2025	2025.7726	AUS	CANBERRA	AUS								CVL	COMMUNITY						CVL			0	010	010	01	1	0.0	8	1	8	11.6591928251122	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20251012061500	https://artsound.fm/about-us/vision/
1268129780	20251012	202510	2025	2025.7726	AUS	CANBERRA	AUS								CVL	COMMUNITY						CVL			0	020	020	02	1	3.0	10	1	10	11.6591928251122	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20251012061500	https://artsound.fm/about-us/vision/
1268129781	20251012	202510	2025	2025.7726	AUSEDU	MELBOURNE	AUS					EDU			ISR	ISRAEL	ISR								1	0356	035	03	1	7.0	2	1	2	-2.99657534246575	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012061500	https://nuclear-news.net/2025/10/12/4-a-the-gaza-ceasefire-deal-could-be-a-strangle-contract-with-israel-holding-all-the-cards/
1268129782	20251012	202510	2025	2025.7726	AUSEDU	AUSTRALIA	AUS					EDU			ISR	ISRAEL	ISR								1	0356	035	03	1	7.0	4	1	4	-2.99657534246575	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251012061500	https://nuclear-news.net/2025/10/12/4-a-the-gaza-ceasefire-deal-could-be-a-strangle-contract-with-israel-holding-all-the-cards/
1268129783	20251012	202510	2025	2025.7726	BUS	COMPANY						BUS													0	010	010	01	1	0.0	6	1	6	1.70575692963753	3	Highland County, Ohio, United States	US	USOH	OH071	39.1834	-83.6166	1074048	0								3	Highland County, Ohio, United States	US	USOH		39.1834	-83.6166	1074048	20251012061500	https://highlandcountypress.com/index.php/news/commissioners-agree-dissolve-family-children-first-council
1268129784	20251012	202510	2025	2025.7726	BUS	COMPANIES						BUS													1	020	020	02	1	3.0	6	1	6	-0.78328981723237	4	Ballingeary, Cork, Ireland	EI	EI04	18290	51.85	-9.23333	-1500388	0								4	Ballingeary, Cork, Ireland	EI	EI04	18290	51.85	-9.23333	-1500388	20251012061500	https://www.independent.ie/business/irish/we-are-gluttons-for-punishment-we-dont-rest-easy-dating-agency-boss-feargal-harrington-on-his-new-alcohol-venture-kombeara/a1225438110.html
1268129785	20251012	202510	2025	2025.7726	BUS	COMPANIES						BUS													1	0311	031	03	1	5.2	10	1	10	0.39113428943937	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20251012061500	https://economictimes.indiatimes.com/nri/study/cap-on-international-students-could-cost-dutch-economy-up-to-5-billion/articleshow/124494163.cms
1268129786	20251012	202510	2025	2025.7726	BUS	BUSINESS						BUS													1	073	073	07	2	7.4	20	1	10	-1.42857142857143	0								0								0								20251012061500	https://www.independent.ie/business/irish/one-third-of-hospitality-firms-securing-debt-deals-in-small-business-rescue-process-go-bust-later-anyway/a1447350432.html
1268129787	20251012	202510	2025	2025.7726	BUS	COMPANY						BUS													1	090	090	09	2	-2.0	10	1	10	2.81304456061737	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251012061500	https://sdtimes.com/ai/june-2025-all-ai-updates-from-the-past-month/
1268129788	20251012	202510	2025	2025.7726	BUS	COMPANY						BUS													1	180	180	18	4	-9.0	6	1	6	-10.5263157894736	4	Zilu, Henan, China	CH	CH09	13124	32.0892	114.455	391003	0								4	Zilu, Henan, China	CH	CH09	13124	32.0892	114.455	391003	20251012061500	https://www.newzimbabwe.com/chinese-national-in-police-custody-over-deadly-shooting-in-mutoko-mining-companys-narrative-contradicts-police-charge-sheet/
1268129789	20251012	202510	2025	2025.7726	BUS	BUSINESSPERSON						BUS													1	180	180	18	4	-9.0	10	1	10	-16.3265306122449	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20251012061500	https://www.malaysiakini.com/news/757816
