1261114025	20240903	202409	2024	2024.6658	CANGOVEDU	ONTARIO	CAN					GOV	EDU		CAN	ONTARIO	CAN								1	020	020	02	1	3.0	10	1	10	-2.85374554102259	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250903163000	https://www.intelligencer.ca:443/news/local-news/school-trustees-essential/wcm/0046049b-5dda-4c25-b1a8-fb09d2ca2b77
1261114048	20250804	202508	2025	2025.5863	GOV	KING						GOV			USA	MAINE	USA								0	040	040	04	1	1.0	3	1	3	2.51537171604248	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.dailymail.co.uk/femail/article-15061857/King-Charles-appears-cheerful-tours-Birmingham-Oratory-returning-work-following-summer-holidays.html
1261114049	20250804	202508	2025	2025.5863	IND	PUNE	IND																		1	1821	182	18	4	-9.0	2	1	2	-4.05405405405405	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114050	20250804	202508	2025	2025.5863	IND	PUNE	IND																		1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114051	20250804	202508	2025	2025.5863	IND	DELHI	IND								MEDELI	TELEVISION						MED	ELI		1	112	112	11	3	-2.0	4	1	4	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114052	20250804	202508	2025	2025.5863	IND	DELHI	IND								MEDELI	TELEVISION						MED	ELI		1	112	112	11	3	-2.0	2	1	2	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114053	20250804	202508	2025	2025.5863	IND	PUNE	IND								MEDELI	TELEVISION						MED	ELI		1	173	173	17	4	-5.0	6	1	6	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114054	20250804	202508	2025	2025.5863	JPN	JAPAN	JPN								BUS	CORPORATION						BUS			0	010	010	01	1	0.0	2	1	2	-0.9375	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250903163000	https://timesofindia.indiatimes.com/technology/tech-news/its-always-a-mistake-to-say-us-senator-rand-paul-criticises-trump-administrations-10-stake-decision-in-intel/articleshow/123681114.cms
1261114055	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI												1	112	112	11	3	-2.0	2	1	2	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114056	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI												1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114057	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI												1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114058	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI		IND	DELHI	IND								1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114059	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI		IND	DELHI	IND								1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114060	20250804	202508	2025	2025.5863	MEDELI	TELEVISION						MED	ELI		IND	DELHI	IND								1	1821	182	18	4	-9.0	1	1	1	-4.05405405405405	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.freepressjournal.in/entertainment/tv-actor-ashish-kapoor-arrested-in-pune-after-woman-alleges-rape-at-delhi-house-party
1261114061	20250804	202508	2025	2025.5863	POL	POLAND	POL								USA	ALASKA	USA								1	040	040	04	1	1.0	4	1	4	-0.4119464469619	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250903163000	https://www.durangoherald.com/articles/for-polands-president-a-hearty-trump-slap-on-the-shoulder-and-gazing-at-a-white-house-flyover/
1261114062	20250804	202508	2025	2025.5863	RUS	RUSSIA	RUS								USA	ALASKA	USA								0	042	042	04	1	1.9	1	1	1	0.36764705882352	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114063	20250804	202508	2025	2025.5863	RUS	RUSSIA	RUS								USA	ALASKA	USA								0	042	042	04	1	1.9	1	1	1	0.36764705882352	1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114064	20250804	202508	2025	2025.5863	RUS	RUSSIA	RUS								USA	ALASKA	USA								0	050	050	05	1	3.5	1	1	1	0.36764705882352	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114065	20250804	202508	2025	2025.5863	RUS	RUSSIA	RUS								USA	ALASKA	USA								0	050	050	05	1	3.5	1	1	1	0.36764705882352	1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114066	20250804	202508	2025	2025.5863	USA	UNITED STATES	USA								CVLEDU	COMMUNITY						CVL	EDU		1	046	046	04	1	7.0	2	1	2	7.3482428115016	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	3	Rainsville, Alabama, United States	US	USAL	AL049	34.4943	-85.8477	150475	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250903163000	https://www.therandolphleader.com/2025/09/03/southern-union-instructors-attend-master-teacher-event-in-rainsville/
1261114067	20250804	202508	2025	2025.5863	USA	ALABAMA	USA								CVLEDU	COMMUNITY						CVL	EDU		1	046	046	04	1	7.0	7	1	7	7.3482428115016	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250903163000	https://www.therandolphleader.com/2025/09/03/southern-union-instructors-attend-master-teacher-event-in-rainsville/
1261114068	20250804	202508	2025	2025.5863	USA	MAINE	USA								GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	1	1	1	2.51537171604248	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.dailymail.co.uk/femail/article-15061857/King-Charles-appears-cheerful-tours-Birmingham-Oratory-returning-work-following-summer-holidays.html
1261114069	20250804	202508	2025	2025.5863	USA	MAINE	USA								GBRGOV	LONDON	GBR					GOV			0	040	040	04	1	1.0	3	1	3	2.51537171604248	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.dailymail.co.uk/femail/article-15061857/King-Charles-appears-cheerful-tours-Birmingham-Oratory-returning-work-following-summer-holidays.html
1261114070	20250804	202508	2025	2025.5863	USA	MAINE	USA								GOV	KING						GOV			0	040	040	04	1	1.0	3	1	3	2.51537171604248	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250903163000	https://www.dailymail.co.uk/femail/article-15061857/King-Charles-appears-cheerful-tours-Birmingham-Oratory-returning-work-following-summer-holidays.html
1261114071	20250804	202508	2025	2025.5863	USA	ALASKA	USA								POL	POLAND	POL								1	040	040	04	1	1.0	2	1	2	-0.4119464469619	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250903163000	https://www.durangoherald.com/articles/for-polands-president-a-hearty-trump-slap-on-the-shoulder-and-gazing-at-a-white-house-flyover/
1261114072	20250804	202508	2025	2025.5863	USA	ALASKA	USA								POL	POLAND	POL								1	040	040	04	1	1.0	2	1	2	-0.4119464469619	1	Russia	RS	RS		60	100	RS	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250903163000	https://www.durangoherald.com/articles/for-polands-president-a-hearty-trump-slap-on-the-shoulder-and-gazing-at-a-white-house-flyover/
1261114073	20250804	202508	2025	2025.5863	USA	ALASKA	USA								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	1	1	1	0.36764705882352	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114074	20250804	202508	2025	2025.5863	USA	ALASKA	USA								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	1	1	1	0.36764705882352	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/putin-zelensky-could-come-moscow-154137891.html
1261114075	20250827	202508	2025	2025.6493											USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	0.5464480874317	0								3	Wausau, Wisconsin, United States	US	USWI	WI073	44.9591	-89.6301	1576325	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20250903163000	https://www.wsaw.com/2025/09/03/new-jobs-block-returns-next-week-400-block/
1261114076	20250827	202508	2025	2025.6493	AFR	AFRICA	AFR																		1	070	070	07	2	7.0	4	1	4	-3.86740331491713	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20250903163000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=63616
1261114077	20250827	202508	2025	2025.6493	AFR	AFRICA	AFR								CRM	GANG						CRM			1	190	190	19	4	-10.0	4	1	4	-3.86740331491713	4	Eldorado Park, Gauteng, South Africa	SF	SF06	77364	-26.2971	27.8978	-1226506	4	Eldorado Park, Gauteng, South Africa	SF	SF06	77364	-26.2971	27.8978	-1226506	4	Eldorado Park, Gauteng, South Africa	SF	SF06	77364	-26.2971	27.8978	-1226506	20250903163000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=63616
1261114078	20250827	202508	2025	2025.6493	ARM	ARMENIA	ARM								BUS	EXPORTER						BUS			1	020	020	02	1	3.0	10	1	10	-3.69318181818182	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20250903163000	https://www.freshplaza.com/north-america/article/9761818/trucks-from-armenian-produce-exporter-spayka-seized-in-russia/
1261114079	20250827	202508	2025	2025.6493	COPMED	POLICE						COP	MED												1	010	010	01	1	0.0	1	1	1	-4.13476263399693	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20250903163000	https://www.yahoo.com/news/articles/youngest-daughter-mother-arrested-ice-150023207.html
1261114080	20250827	202508	2025	2025.6493	GOV	KING						GOV			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	8	1	8	-4.27263479145473	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250903163000	https://www.mirror.co.uk/news/uk-news/mirrors-daily-digest-top-five-35842183
1261114081	20250827	202508	2025	2025.6493	RUS	RUSSIAN	RUS								BUS	EXPORTER						BUS			1	112	112	11	3	-2.0	2	1	2	-3.69318181818182	4	Spayka, Omskaya Oblast', Russia	RS	RS54	25083	54.7155	74.0918	-3008864	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20250903163000	https://www.freshplaza.com/north-america/article/9761818/trucks-from-armenian-produce-exporter-spayka-seized-in-russia/
