1273714934	20241112	202411	2024	2024.8548	GBR	UNITED KINGDOM	GBR								MED	NEWS AGENCY						MED			1	013	013	01	1	0.4	4	1	4	0.15105740181269	4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	20251112040000	https://www.burnhamandhighbridgeweeklynews.co.uk/news/national/25614841.top-doctors-plea-parents-protect-children-flu/
1273714945	20251112	202511	2025	2025.8548											AFR	AFRICA	AFR								0	020	020	02	1	3.0	10	1	10	1.64734594264796	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20251112040000	https://www.eurasiareview.com/12112025-broken-promises-by-wealthy-nations-africa-needs-to-finance-its-energy-addition-then-transition-oped/
1273714946	20251112	202511	2025	2025.8548											AFR	AFRICA	AFR								1	100	100	10	3	-5.0	4	1	4	-3.80549682875265	0								4	Diepkloof, Gauteng, South Africa	SF	SF06	77351	-26.466	28.2257	-1221627	4	Diepkloof, Gauteng, South Africa	SF	SF06	77351	-26.466	28.2257	-1221627	20251112040000	https://www.dailylocal.com/2025/11/11/south-africa-cholera-vaccine/
1273714947	20251112	202511	2025	2025.8548											ARE	DUBAI	ARE								1	046	046	04	1	7.0	2	1	2	3.36021505376344	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251112040000	https://www.gtreview.com/events/mena/gtr-mena-2026-dubai/
1273714948	20251112	202511	2025	2025.8548											AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	10	1	10	7.92580101180438	0								4	Condobolin, New South Wales, Australia	AS	AS02	5096	-33.0881	147.145	-1566635	4	Condobolin, New South Wales, Australia	AS	AS02	5096	-33.0881	147.145	-1566635	20251112040000	https://condobolinargus.com.au/racgp-registrars-experience-condobolin/
1273714949	20251112	202511	2025	2025.8548											BRB	BARBADOS	BRB								0	013	013	01	1	0.4	2	1	2	0.150829562594269	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20251112040000	https://barbadostoday.bb/2025/11/11/psv-owners-urge-faster-talks-on-mass-transit-plans/
1273714950	20251112	202511	2025	2025.8548											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	5	1	5	0.96256684491979	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251112040000	https://www.durangoherald.com/articles/michael-bennet-rolls-out-new-education-policy-in-race-for-governor/
1273714951	20251112	202511	2025	2025.8548											BUS	COMPANIES						BUS			0	046	046	04	1	7.0	4	1	4	-0.61425061425062	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20251112040000	https://www.wesa.fm/politics-government/2025-11-11/harrisburg-pa-budget-deal
1273714952	20251112	202511	2025	2025.8548											BUS	BUSINESS						BUS			1	051	051	05	1	3.4	10	1	10	-0.55045871559633	0								4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	20251112040000	https://www.jcnnewswire.com/pressrelease/103619/3/TANAKA-PRECIOUS-METAL-TECHNOLOGIES-Announces-TK-SR-Rhodium-Material-for-Use-in-Probe-Pins
1273714953	20251112	202511	2025	2025.8548											CAN	CANADA	CAN								1	040	040	04	1	1.0	2	1	2	-1.63934426229508	0								1	Canada	CA	CA		60	-96	CA	1	Australia	AS	AS		-25	135	AS	20251112040000	https://www.durangoherald.com/articles/top-diplomats-from-g7-countries-meet-in-canada-as-trade-tensions-rise-with-trump/
1273714954	20251112	202511	2025	2025.8548											CANGOV	CANADA	CAN					GOV			1	051	051	05	1	3.4	10	1	10	0.36496350364964	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251112040000	https://www.1069thex.com/2025/11/11/142091/
1273714955	20251112	202511	2025	2025.8548											CHN	BEIJING	CHN								1	040	040	04	1	1.0	22	1	14	2.53164556962026	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251112040000	http://en.people.cn/n3/2025/1112/c90000-20389445.html
1273714956	20251112	202511	2025	2025.8548											CHN	CHINA	CHN								0	042	042	04	1	1.9	6	1	6	4.97076023391813	0								4	Qufu, Shandong, China	CH	CH25	13232	35.5967	116.991	-1922948	4	Qufu, Shandong, China	CH	CH25	13232	35.5967	116.991	-1922948	20251112040000	http://en.people.cn/n3/2025/1112/c90000-20389467.html
1273714957	20251112	202511	2025	2025.8548											CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	-0.56657223796034	0								4	Shenzhou, Hebei, China	CH	CH10	13085	38.0089	115.548	-1925252	4	Shenzhou, Hebei, China	CH	CH10	13085	38.0089	115.548	-1925252	20251112040000	http://en.people.cn/n3/2025/1112/c90000-20389400.html
1273714958	20251112	202511	2025	2025.8548											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-0.56657223796034	0								4	Shenzhou, Hebei, China	CH	CH10	13085	38.0089	115.548	-1925252	4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	20251112040000	http://en.people.cn/n3/2025/1112/c90000-20389400.html
1273714959	20251112	202511	2025	2025.8548											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	3.38983050847457	0								5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20251112040000	https://en.people.cn/n3/2025/1112/c90000-20389402.html
1273714960	20251112	202511	2025	2025.8548											CHN	CHINA	CHN								1	051	051	05	1	3.4	10	1	10	-3.55450236966824	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251112040000	https://finance.yahoo.com/news/crude-oil-slips-dollar-strength-164006782.html
1273714961	20251112	202511	2025	2025.8548											COP	PRISON						COP			0	020	020	02	1	3.0	10	1	10	-4.25531914893617	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251112040000	https://www.durangoherald.com/articles/colorado-corrections-department-not-in-talks-with-feds-over-tina-peters-prison-transfer/
1273714962	20251112	202511	2025	2025.8548											COP	POLICE						COP			0	042	042	04	1	1.9	5	1	5	-4.71204188481675	0								3	Post Falls, Idaho, United States	US	USID		47.718	-116.952	397061	3	Post Falls, Idaho, United States	US	USID		47.718	-116.952	397061	20251112040000	https://www.krem.com/article/news/local/idaho/post-falls-neighbors-disbelief-man-destroys-house-excavator/293-e4df0e91-cc87-4ecc-8bb2-46453aee4a77
1273714963	20251112	202511	2025	2025.8548											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-5.97014925373134	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251112040000	https://www.wabi.tv:443/2025/11/11/man-found-dead-after-welfare-check-fairfield/
1273714964	20251112	202511	2025	2025.8548											CRM	CRIMINAL						CRM			0	036	036	03	1	4.0	10	1	10	-6.08899297423887	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20251112040000	https://en.vietnamplus.vn/lawmakers-debate-key-legal-reforms-on-november-12-post332328.vnp
1273714965	20251112	202511	2025	2025.8548											CRM	GANG						CRM			1	042	042	04	1	1.9	6	1	6	-0.73260073260074	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251112040000	https://www.frontpagemag.com/glazov-gang-dems-brought-child-sex-slavery-into-america/
1273714966	20251112	202511	2025	2025.8548											CUB	CUBAN	CUB								0	040	040	04	1	1.0	2	1	2	2.13414634146342	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251112040000	https://www.prokerala.com/news/articles/a1696018.html
1273714967	20251112	202511	2025	2025.8548											CUBGOV	CUBAN	CUB					GOV			0	040	040	04	1	1.0	8	1	8	2.13414634146342	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251112040000	https://www.prokerala.com/news/articles/a1696018.html
1273714968	20251112	202511	2025	2025.8548											CUBGOV	CUBA	CUB					GOV			0	046	046	04	1	7.0	4	1	4	2.13414634146342	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251112040000	https://www.prokerala.com/news/articles/a1696018.html
1273714969	20251112	202511	2025	2025.8548											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	3	1	3	6.55737704918033	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251112040000	https://knsiradio.com/2025/11/11/784253/
1273714970	20251112	202511	2025	2025.8548											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	10	1	10	10.8407079646018	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251112040000	https://ktvz.com/news/redmond/2025/11/11/dry-canyon-arts-association-receives-34000-cultural-trust-grant-for-remodel-of-new-community-art-center/
1273714971	20251112	202511	2025	2025.8548											CVL	VOTER						CVL			0	046	046	04	1	7.0	2	1	2	-3.52112676056338	0								3	Steamboat Springs, Colorado, United States	US	USCO		40.485	-106.832	172749	3	Steamboat Springs, Colorado, United States	US	USCO		40.485	-106.832	172749	20251112040000	https://www.durangoherald.com/articles/voters-in-some-colorado-communities-begin-to-chafe-at-taxing-tourists-to-pay-for-local-services/
1273714972	20251112	202511	2025	2025.8548											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	10	1	10	10.8407079646018	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251112040000	https://ktvz.com/news/redmond/2025/11/11/dry-canyon-arts-association-receives-34000-cultural-trust-grant-for-remodel-of-new-community-art-center/
1273714973	20251112	202511	2025	2025.8548											DEU	GERMANY	DEU								1	051	051	05	1	3.4	4	1	4	4.0625	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251112040000	https://wach.com/news/local/korean-war-veteran-takes-final-flight-in-historic-aircraftjimhamiltonthecelebratefreedomfoundationfiniflightmeghangonyobiddogaviationcolumbiamidlandsaviationcorporationscaeronauticscommission
1273714974	20251112	202511	2025	2025.8548											EDU	SCHOOL						EDU			0	022	022	02	1	3.2	2	1	2	-1.50537634408603	0								4	Chesongoch, Rift Valley, Kenya	KE	KE08	18585	1.13333	35.6333	-2243317	4	Chesongoch, Rift Valley, Kenya	KE	KE08	18585	1.13333	35.6333	-2243317	20251112040000	https://www.standardmedia.co.ke/business/business/article/2001534002/chandaria-foundation-standard-group-donate-to-mudslide-victims
1273714975	20251112	202511	2025	2025.8548											EDU	SCHOOL						EDU			0	022	022	02	1	3.2	2	1	2	-1.50537634408603	0								4	Kabetwa, Rift Valley, Kenya	KE	KE08	18585	1.16077	35.6436	-2246983	4	Kabetwa, Rift Valley, Kenya	KE	KE08	18585	1.16077	35.6436	-2246983	20251112040000	https://www.standardmedia.co.ke/business/business/article/2001534002/chandaria-foundation-standard-group-donate-to-mudslide-victims
1273714976	20251112	202511	2025	2025.8548											EDU	STUDENTS AND TEACHER						EDU			1	0353	035	03	1	7.0	10	1	10	4.37158469945355	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251112040000	https://www.1069thex.com/2025/11/11/142092/
1273714977	20251112	202511	2025	2025.8548											EDU	SCHOOL						EDU			1	045	045	04	1	5.0	5	1	5	3.26633165829145	0								3	Klamath County, Oregon, United States	US	USOR		42.6665	-121.751	1155134	3	Klamath County, Oregon, United States	US	USOR		42.6665	-121.751	1155134	20251112040000	https://www.heraldandnews.com/klamath-basin-marks-veterans-day-with-parade-ceremony/article_c6617ea4-9d54-4872-8353-d162056f6d73.html
1273714978	20251112	202511	2025	2025.8548											EGY	EGYPT	EGY								0	043	043	04	1	2.8	5	1	5	1.23076923076923	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20251112040000	https://www.frontpagemag.com/the-truth-about-christian-zionism/
1273714979	20251112	202511	2025	2025.8548											ELI	ACTOR						ELI			1	010	010	01	1	0.0	5	1	5	-2.04778156996587	0								4	Juhu, Maharashtra, India	IN	IN16	70183	19.1	72.8167	-2098756	4	Juhu, Maharashtra, India	IN	IN16	70183	19.1	72.8167	-2098756	20251112040000	https://www.tribuneindia.com/news/entertainment/dharmendra-discharged-from-hospital/
1273714980	20251112	202511	2025	2025.8548											FRA	FRENCH	FRA								1	017	017	01	1	0.0	4	1	4	-9.35143288084462	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Mali	ML	ML		17	-4	ML	20251112040000	https://www.businessday.co.za/opinion/2025-11-12-ismail-lagardien-police-and-military-warriors-masking-accountability-for-their-actions/
1273714981	20251112	202511	2025	2025.8548											FRA	FRENCH	FRA								1	060	060	06	2	6.0	7	1	7	-9.35143288084462	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Mali	ML	ML		17	-4	ML	20251112040000	https://www.businessday.co.za/opinion/2025-11-12-ismail-lagardien-police-and-military-warriors-masking-accountability-for-their-actions/
1273714982	20251112	202511	2025	2025.8548											FRA	FRENCH	FRA								1	060	060	06	2	6.0	3	1	3	-9.35143288084462	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20251112040000	https://www.businessday.co.za/opinion/2025-11-12-ismail-lagardien-police-and-military-warriors-masking-accountability-for-their-actions/
1273714983	20251112	202511	2025	2025.8548											GBRCVL	LONDON	GBR					CVL			1	043	043	04	1	2.8	3	1	3	2.87769784172662	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251112040000	https://www.1069thex.com/2025/11/11/142117/
1273714984	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	1	1	1	-2.7536231884058	0								3	Upper Basin, Arizona, United States	US	USAZ		35.9364	-111.829	13062	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251112040000	https://www.abc15.com/weather/impact-earth/why-gov-katie-hobbs-wants-trump-administration-to-broker-colorado-river-deal
1273714985	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-2.7536231884058	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251112040000	https://www.abc15.com/weather/impact-earth/why-gov-katie-hobbs-wants-trump-administration-to-broker-colorado-river-deal
1273714986	20251112	202511	2025	2025.8548											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	3	1	3	-0.37220843672456	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251112040000	https://www.businessday.co.za/opinion/2025-11-12-charlize-tomaselli-ramaphosa-the-g20-and-empty-promises-of-a-just-transition/
1273714987	20251112	202511	2025	2025.8548											GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	6	1	6	-5.20833333333333	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251112040000	https://www.upi.com/Top_News/US/2025/11/11/Sean-Duff-air-traffic-to-worsen/9191762915494/
1273714988	20251112	202511	2025	2025.8548											GOV	HOME MINIST						GOV			0	040	040	04	1	1.0	4	2	4	-8.69530824333481	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20251112040000	https://www.tribuneindia.com/news/delhi/red-fort-blast-initial-probe-suggests-accidental-detonation-of-explosives/
1273714989	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	13	1	9	-3.16045380875202	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251112040000	https://www.bancroftthisweek.com/canadian-iranian-restaurateur-calls-for-peace/
1273714990	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	2	1	2	-3.16045380875202	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Canada	CA	CA		60	-96	CA	20251112040000	https://www.bancroftthisweek.com/canadian-iranian-restaurateur-calls-for-peace/
1273714991	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	8	1	8	0.80862533692722	0								3	North Haven, Connecticut, United States	US	USCT		41.3909	-72.8595	209359	3	North Haven, Connecticut, United States	US	USCT		41.3909	-72.8595	209359	20251112040000	https://www.nbcconnecticut.com/news/local/lawmakers-debate-vote-housing-bill-during-special-session/3663483/
1273714992	20251112	202511	2025	2025.8548											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	2	1	2	0.80862533692722	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	3	North Haven, Connecticut, United States	US	USCT		41.3909	-72.8595	209359	20251112040000	https://www.nbcconnecticut.com/news/local/lawmakers-debate-vote-housing-bill-during-special-session/3663483/
1273714993	20251112	202511	2025	2025.8548											GOV	HOME MINIST						GOV			0	0841	084	08	2	7.0	4	2	4	-8.69530824333481	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20251112040000	https://www.tribuneindia.com/news/delhi/red-fort-blast-initial-probe-suggests-accidental-detonation-of-explosives/
1273714994	20251112	202511	2025	2025.8548											GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	8	1	8	-7.90067720090298	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251112040000	https://www.foxnews.com/politics/trump-says-chicago-crime-has-fallen-dramatically-despite-extraordinary-resistance-from-local-democrats
1273714995	20251112	202511	2025	2025.8548											GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	2	1	2	-7.90067720090298	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251112040000	https://www.foxnews.com/politics/trump-says-chicago-crime-has-fallen-dramatically-despite-extraordinary-resistance-from-local-democrats
1273714996	20251112	202511	2025	2025.8548											GOV	ATTORNEY GENERAL						GOV			1	112	112	11	3	-2.0	7	1	7	-7.71513353115727	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20251112040000	https://www.fox29.com/news/4-charged-running-luxury-car-theft-home-invasion-ring-south-jersey
1273714997	20251112	202511	2025	2025.8548											GOVHLH	HEALTH MINIST						GOV	HLH		1	040	040	04	1	1.0	3	1	3	1.92307692307693	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251112040000	https://www.irishexaminer.com/news/arid-41740938.html
1273714998	20251112	202511	2025	2025.8548											HLHLAB	HOSPITAL						HLH	LAB		1	053	053	05	1	3.8	5	1	5	-1.74081237911025	0								3	Syracuse, New York, United States	US	USNY	NY067	43.0481	-76.1474	966966	3	Syracuse, New York, United States	US	USNY	NY067	43.0481	-76.1474	966966	20251112040000	https://www.waer.org/news/2025-11-11/bring-them-home-syracuse-rallies-for-detained-upstate-hospital-workers
1273714999	20251112	202511	2025	2025.8548											IRL	GALWAY	IRL								1	040	040	04	1	1.0	5	1	5	0.62893081761006	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251112040000	https://www.irishexaminer.com/opinion/commentanalysis/arid-41740278.html
1273715000	20251112	202511	2025	2025.8548											IRN	IRAN	IRN								0	042	042	04	1	1.9	10	1	10	-3.16045380875202	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251112040000	https://www.bancroftthisweek.com/canadian-iranian-restaurateur-calls-for-peace/
1273715001	20251112	202511	2025	2025.8548											IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-3.16045380875202	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251112040000	https://www.bancroftthisweek.com/canadian-iranian-restaurateur-calls-for-peace/
