1268178581	20241012	202410	2024	2024.7726	PHL	PHILIPINE	PHL								IGOSEAASN	ASEAN	SEA	ASN				IGO			1	100	100	10	3	-5.0	10	1	10	-0.42016806722689	4	Metro Manila, Philippines (general), Philippines	RP	RP00	24210	14.5833	121	-2439768	4	Metro Manila, Philippines (general), Philippines	RP	RP00	24210	14.5833	121	-2439768	4	Metro Manila, Philippines (general), Philippines	RP	RP00	24210	14.5833	121	-2439768	20251012144500	https://www.bworldonline.com/economy/2025/10/12/704650/phl-can-withstand-us-tariff-but-must-preserve-multilateral-options-icc-says/
1268178592	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								0	042	042	04	1	1.9	1	1	1	1.17728531855956	0								4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	20251012144500	https://winnipegsun.com/opinion/dobbie-the-road-to-reconciliation-starts-with-respect-for-our-shared-past
1268178593	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								0	042	042	04	1	1.9	5	1	5	1.17728531855956	0								4	Port Nelson, Manitoba, Canada	CA	CA03	154724	57.0667	-92.5833	-571616	4	Port Nelson, Manitoba, Canada	CA	CA03	154724	57.0667	-92.5833	-571616	20251012144500	https://winnipegsun.com/opinion/dobbie-the-road-to-reconciliation-starts-with-respect-for-our-shared-past
1268178594	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								1	043	043	04	1	2.8	1	1	1	1.36612021857924	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Canada	CA	CA		60	-96	CA	20251012144500	https://www.brandonsun.com/national/2025/10/12/three-n-l-activists-aboard-a-gaza-bound-flotilla-released-from-israeli-detention
1268178595	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								0	057	057	05	1	8.0	8	1	8	1.17728531855956	0								4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	4	Hudson Bay, Saskatchewan, Canada	CA	CA11	154724	52.85	-102.383	-566434	20251012144500	https://winnipegsun.com/opinion/dobbie-the-road-to-reconciliation-starts-with-respect-for-our-shared-past
1268178596	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								0	057	057	05	1	8.0	2	1	2	1.17728531855956	0								4	York Factory, Manitoba, Canada	CA	CA03	154724	57	-92.2833	-576306	4	York Factory, Manitoba, Canada	CA	CA03	154724	57	-92.2833	-576306	20251012144500	https://winnipegsun.com/opinion/dobbie-the-road-to-reconciliation-starts-with-respect-for-our-shared-past
1268178597	20251012	202510	2025	2025.7726											CHN	CHINA	CHN								1	190	190	19	4	-10.0	10	1	10	2.77777777777778	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251012144500	https://timesofindia.indiatimes.com/tariffs-chips-rare-earths-us/articleshow/124502712.cms
1268178598	20251012	202510	2025	2025.7726											CHNGOV	XI JINPING	CHN					GOV			1	036	036	03	1	4.0	10	1	10	0	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251012144500	https://seekingalpha.com/news/4503460-prediction-markets-still-see-strong-chance-of-trump-xi-meeting
1268178599	20251012	202510	2025	2025.7726											COP	POLICE						COP			0	040	040	04	1	1.0	5	1	5	-6.47603027754416	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251012144500	https://www.chicagotribune.com/2025/10/12/opinion-donald-trump-national-guard-chicago-free-speech/
1268178600	20251012	202510	2025	2025.7726											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	6	1	6	7.01754385964912	0								4	Camps Bay, Western Cape, South Africa	SF	SF11	77317	-33.9517	18.3844	-1217136	4	Camps Bay, Western Cape, South Africa	SF	SF11	77317	-33.9517	18.3844	-1217136	20251012144500	https://www.ewn.co.za/2025/10/12/cape-town-urges-beachgoers-to-respect-mother-nature
1268178601	20251012	202510	2025	2025.7726											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	4	1	4	7.01754385964912	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Camps Bay, Western Cape, South Africa	SF	SF11	77317	-33.9517	18.3844	-1217136	20251012144500	https://www.ewn.co.za/2025/10/12/cape-town-urges-beachgoers-to-respect-mother-nature
1268178602	20251012	202510	2025	2025.7726											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	5	1	5	1.68035847647498	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20251012144500	https://www.thegazette.com/k/cedar-rapids-schools-117-million-school-bond-referendum-would-help-students-learn/
1268178603	20251012	202510	2025	2025.7726											EDU	STUDENT						EDU			0	036	036	03	1	4.0	10	1	10	7.67567567567567	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251012144500	https://indiaeducationdiary.in/department-of-telecommunications-dot-and-international-telecommunication-union-itu-host-robotics-for-good-youth-challenge-india-2025-at-india-mobile-congress-imc-2025/
1268178604	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	-0.28011204481792	0								4	Cape Clear, Cork, Ireland	EI	EI04	18286	51.4256	-9.51889	-1501669	4	Cape Clear, Cork, Ireland	EI	EI04	18286	51.4256	-9.51889	-1501669	20251012144500	https://www.southernstar.ie/news/cape-clear-and-sherkin-feature-on-tg4-show-4343629
1268178605	20251012	202510	2025	2025.7726											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	4	1	4	1.81159420289855	0								4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	20251012144500	https://avenuemail.in/erudite-2-0-at-manipal-tata-medical-college-highlights-innovation-and-research-in-medicine/
1268178606	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	-0.28011204481792	0								4	Cape Clear, Cork, Ireland	EI	EI04	18286	51.4256	-9.51889	-1501669	4	Cape Clear, Cork, Ireland	EI	EI04	18286	51.4256	-9.51889	-1501669	20251012144500	https://www.southernstar.ie/news/cape-clear-and-sherkin-feature-on-tg4-show-4343629
1268178607	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	3	1	3	0.75566750629723	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251012144500	https://economictimes.indiatimes.com/magazines/panache/he-grew-up-in-mumbais-slum-34-year-old-crorepati-reveals-how-he-went-from-poverty-to-rs-4-crore-networth/articleshow/124501601.cms
1268178608	20251012	202510	2025	2025.7726											EDU	STUDENT						EDU			1	045	045	04	1	5.0	5	1	5	1.81159420289855	0								4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	20251012144500	https://avenuemail.in/erudite-2-0-at-manipal-tata-medical-college-highlights-innovation-and-research-in-medicine/
1268178609	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			0	120	120	12	3	-4.0	30	5	30	-0.022011339014308	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20251012144500	https://www.rutland-times.co.uk/national/dame-joanna-lumley-calls-for-new-approach-to-global-migration-debate-156659/
1268178610	20251012	202510	2025	2025.7726											ELI	ACTOR						ELI			1	040	040	04	1	1.0	5	1	5	-3.7037037037037	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251012144500	https://www.israelnationalnews.com/news/416159
1268178611	20251012	202510	2025	2025.7726											FRAEDU	FRANCE	FRA					EDU			0	120	120	12	3	-4.0	2	1	2	0	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251012144500	https://www.aol.co.uk/articles/dame-joanna-lumley-calls-approach-141403934.html
1268178612	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	5	4	5	0.024392373282676	0								4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	20251012144500	https://www.rutland-times.co.uk/national/dame-joanna-lumley-calls-for-new-approach-to-global-migration-debate-156659/
1268178613	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	3	3	3	-0.11402508551882	0								4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20251012144500	https://www.tivysideadvertiser.co.uk/news/national/25536798.dame-joanna-lumley-calls-new-approach-global-migration-debate/
1268178614	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	-0.45801526717557	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20251012144500	https://www.dailystar.co.uk/news/latest-news/man-tries-one-uks-most-36055342
1268178615	20251012	202510	2025	2025.7726											GBR	SCOTLAND	GBR								1	036	036	03	1	4.0	10	1	10	4.45269016697588	0								4	Dunvegan Castle, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594972	4	Dunvegan Castle, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594972	20251012144500	https://www.dailyrecord.co.uk/scotland-now/scottish-isle-waterfalls-straight-out-36054458
1268178616	20251012	202510	2025	2025.7726											GBR	WALES	GBR								0	042	042	04	1	1.9	6	1	6	1.2701100762066	0								4	Conwy, Conwy, United Kingdom	UK	UKX8	40182	53.2833	-3.83333	-2593181	4	Conwy, Conwy, United Kingdom	UK	UKX8	40182	53.2833	-3.83333	-2593181	20251012144500	https://www.walesonline.co.uk/whats-on/tiktok-star-joins-huge-queues-32661794
1268178617	20251012	202510	2025	2025.7726											GBR	SCOTLAND	GBR								1	042	042	04	1	1.9	10	1	10	4.45269016697588	0								4	Dunvegan Castle, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594972	4	Dunvegan Castle, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594972	20251012144500	https://www.dailyrecord.co.uk/scotland-now/scottish-isle-waterfalls-straight-out-36054458
1268178618	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	4	1	4	1.2701100762066	0								4	Llanddeusant, Isle of Anglesey, United Kingdom	UK	UKX1	40182	53.4167	-4.48333	-2601478	4	Llanddeusant, Isle of Anglesey, United Kingdom	UK	UKX1	40182	53.4167	-4.48333	-2601478	20251012144500	https://www.walesonline.co.uk/whats-on/tiktok-star-joins-huge-queues-32661794
1268178619	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	2	1	2	1.17222723174031	0								4	Llanddeusant, Isle of Anglesey, United Kingdom	UK	UKX1	40182	53.4167	-4.48333	-2601478	4	Llanddeusant, Isle of Anglesey, United Kingdom	UK	UKX1	40182	53.4167	-4.48333	-2601478	20251012144500	https://www.dailypost.co.uk/news/north-wales-news/people-driving-300-miles-anglesey-32656223
1268178620	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	8	4	8	-0.027514173767885	0								4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	20251012144500	https://www.rutland-times.co.uk/national/dame-joanna-lumley-calls-for-new-approach-to-global-migration-debate-156659/
1268178621	20251012	202510	2025	2025.7726											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	2	1	2	4.45269016697588	0								4	Sleat, Highland, United Kingdom	UK	UKV3	40178	57.0333	-5.95	-2587975	4	Dunvegan, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594970	20251012144500	https://www.dailyrecord.co.uk/scotland-now/scottish-isle-waterfalls-straight-out-36054458
1268178622	20251012	202510	2025	2025.7726											GBR	SCOTLAND	GBR								1	190	190	19	4	-10.0	8	1	8	4.45269016697588	0								4	Dunvegan, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594970	4	Dunvegan, Highland, United Kingdom	UK	UKV3	40178	57.4333	-6.58333	-2594970	20251012144500	https://www.dailyrecord.co.uk/scotland-now/scottish-isle-waterfalls-straight-out-36054458
1268178623	20251012	202510	2025	2025.7726											GBREDU	UNITED KINGDOM	GBR					EDU			0	120	120	12	3	-4.0	8	4	8	-0.027514173767885	0								4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	40113	51.9	-2.08333	-2592344	20251012144500	https://www.rutland-times.co.uk/national/dame-joanna-lumley-calls-for-new-approach-to-global-migration-debate-156659/
1268178624	20251012	202510	2025	2025.7726											GHABUS	GHANAIAN	GHA					BUS			0	050	050	05	1	3.5	6	1	6	1.15830115830115	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20251012144500	https://www.ghanaweb.com/blogs/djqwequ/The-Rise-of-Chinese-Malls-in-Ghana-Profit-or-Peril-D-Deladem-Kisseih-writes-14100
1268178625	20251012	202510	2025	2025.7726											GOV	PRINCE						GOV			1	010	010	01	1	0.0	8	1	8	5.84795321637427	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251012144500	https://www.marieclaire.com/celebrity/royals/prince-william-says-son-george-way-better-royal-related-school-subject/
1268178626	20251012	202510	2025	2025.7726											GOV	PRINCE						GOV			1	020	020	02	1	3.0	8	1	8	5.84795321637427	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251012144500	https://www.marieclaire.com/celebrity/royals/prince-william-says-son-george-way-better-royal-related-school-subject/
1268178627	20251012	202510	2025	2025.7726											GOV	AUTHORITIES						GOV			0	027	027	02	1	4.0	10	1	10	-3.39805825242718	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251012144500	https://www.maltatoday.com.mt/news/national/137526/libyan_coastguard_shoots_at_boat_full_of_people_in_maltese_sar_ngo_reports
1268178628	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	2	1	2	-1.05540897097625	0								4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20251012144500	https://www.siasat.com/bihar-elections-nda-finalises-seat-sharing-jdu-bjp-to-contest-101-seats-each-3282572/
1268178629	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	10	1	10	3.3175355450237	0								4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	20251012144500	https://economictimes.indiatimes.com/news/politics-and-nation/centre-assured-presidents-rule-in-manipur-wont-be-extended-further-bjp-mla-kh-ibomcha/articleshow/124502880.cms
1268178630	20251012	202510	2025	2025.7726											GOV	FIRE DEPARTMENT						GOV			1	042	042	04	1	1.9	2	1	2	2.22222222222222	0								3	Brentwood, California, United States	US	USCA	CA013	37.9319	-121.696	277479	3	Brentwood, California, United States	US	USCA	CA013	37.9319	-121.696	277479	20251012144500	https://pagesix.com/2025/10/12/celebrity-news/dispatch-audio-from-diane-keatons-death-reveals-person-down-at-la-home/
1268178631	20251012	202510	2025	2025.7726											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	10	1	10	-2.74725274725275	0								4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20251012144500	https://www.bworldonline.com/the-nation/2025/10/12/704658/soldiers-sent-to-tremor-stricken-davao-towns/
1268178632	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			1	060	060	06	2	6.0	10	1	10	3.3175355450237	0								4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	4	Manipur, Uttar Pradesh, India	IN	IN36	70268	27.0529	79.3583	10452605	20251012144500	https://economictimes.indiatimes.com/news/politics-and-nation/centre-assured-presidents-rule-in-manipur-wont-be-extended-further-bjp-mla-kh-ibomcha/articleshow/124502880.cms
1268178633	20251012	202510	2025	2025.7726											GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	10	1	10	0.49627791563276	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20251012144500	https://www.bworldonline.com/the-nation/2025/10/12/704545/marcos-legislative-push-seeks-stability-over-turmoil/
1268178634	20251012	202510	2025	2025.7726											HIN	HINDU				HIN					1	043	043	04	1	2.8	6	1	6	-1.05540897097625	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20251012144500	https://www.siasat.com/bihar-elections-nda-finalises-seat-sharing-jdu-bjp-to-contest-101-seats-each-3282572/
1268178635	20251012	202510	2025	2025.7726											HIN	HINDU				HIN					1	043	043	04	1	2.8	4	1	4	-1.05540897097625	0								4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20251012144500	https://www.siasat.com/bihar-elections-nda-finalises-seat-sharing-jdu-bjp-to-contest-101-seats-each-3282572/
1268178636	20251012	202510	2025	2025.7726											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	8	1	8	-3.45489443378119	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20251012144500	https://amandala.com.bz/news/big-toms-alleged-shooter-charged-with-murder/
1268178637	20251012	202510	2025	2025.7726											IDN	INDONESIA	IDN								1	042	042	04	1	1.9	8	1	8	2.80504908835904	0								4	Komodo, Indonesia (general), Indonesia	ID	ID00	18585	-8.58333	119.5	-2683074	4	Labuan Bajo, Sulawesi Tengah, Indonesia	ID	ID21	18585	-0.0632	120.036	-2683970	20251012144500	https://timesofindia.indiatimes.com/life-style/travel/destinations/why-this-famous-national-park-in-indonesia-has-restricted-tourist-entry-suddenly/articleshow/124502268.cms
1268178638	20251012	202510	2025	2025.7726											INDGOV	NITISH KUMAR	IND					GOV			1	042	042	04	1	1.9	4	1	4	-1.05540897097625	0								4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20251012144500	https://www.siasat.com/bihar-elections-nda-finalises-seat-sharing-jdu-bjp-to-contest-101-seats-each-3282572/
1268178639	20251012	202510	2025	2025.7726											ISR	ISRAELI	ISR								1	036	036	03	1	4.0	5	1	5	-5.03355704697986	0								4	Beilinson, HaMerkaz, Israel	IS	IS02	18311	32.0839	34.9156	-781411	4	Beilinson, HaMerkaz, Israel	IS	IS02	18311	32.0839	34.9156	-781411	20251012144500	https://www.israelnationalnews.com/news/416163
1268178640	20251012	202510	2025	2025.7726											ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	-5.18783542039356	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Egypt	EG	EG		27	30	EG	20251012144500	https://www.straitstimes.com/world/middle-east/ceasefire-holds-in-gaza-ahead-of-hostage-release-and-trumps-visit-to-israel
1268178641	20251012	202510	2025	2025.7726											ITA	ITALY	ITA								1	042	042	04	1	1.9	6	1	6	-11.3861386138614	0								4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	20251012144500	https://athens-times.com/palermo-21-year-old-shot-dead-while-trying-to-stop-a-fight/
1268178642	20251012	202510	2025	2025.7726											ITA	ITALIAN	ITA								1	043	043	04	1	2.8	2	1	2	-5.32498042286609	0								1	Italy	IT	IT		42.833333	12.833333	IT	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251012144500	https://www.usmagazine.com/entertainment/news/best-1980s-horror-movies-ranked-from-least-to-greatest/
1268178643	20251012	202510	2025	2025.7726											ITA	ITALIAN	ITA								0	051	051	05	1	3.4	1	1	1	6.08899297423888	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Spain	SP	SP		40	-4	SP	20251012144500	https://www.ncregister.com/features/tour-of-holy-sepulcher-treasures
1268178644	20251012	202510	2025	2025.7726											JUD	JUDGE						JUD			0	014	014	01	1	0.0	5	1	5	-2.89937464468448	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251012144500	https://www.yourtango.com/money/someones-over-their-head-financially-home-will-reveal-these-signs
1268178645	20251012	202510	2025	2025.7726											LEG	SENATE						LEG			0	030	030	03	1	4.0	1	1	1	1.35440180586908	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20251012144500	https://rapidcityjournal.com/news/local/government-politics/article_0741d3c2-5a72-4f05-817c-1aee29f64e75.html
1268178646	20251012	202510	2025	2025.7726											LEG	LAWMAKER						LEG			0	046	046	04	1	7.0	10	1	10	-3.25	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251012144500	https://www.cities929.com/2025/10/12/il-lawmakers-could-address-energy-prices-transit-taxes-during-veto-session/
1268178647	20251012	202510	2025	2025.7726											MDV	MALE	MDV								1	042	042	04	1	1.9	5	1	5	-0.61601642710472	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251012144500	https://www.healthdata.org/research-analysis/library/global-age-sex-specific-all-cause-mortality-and-life-expectancy-estimates
1268178648	20251012	202510	2025	2025.7726											MDV	MALE	MDV								0	190	190	19	4	-10.0	10	1	10	-10.3225806451613	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251012144500	https://www.fox32chicago.com/news/sw-side-drive-by-shooting
