1270883168	20241027	202410	2024	2024.8137	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	3	1	3	-6.06060606060606	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20251027104500	https://balkaninsight.com/2025/10/27/moving-albanian-drug-money-on-trust-or-in-crypto/
1270883179	20251026	202510	2025	2025.8110	CHN	CHINESE	CHN								USA	THE US	USA								1	046	046	04	1	7.0	2	1	2	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883180	20251026	202510	2025	2025.8110	CHNGOV	CHINA	CHN					GOV			USA	THE US	USA								1	044	044	04	1	2.5	2	1	2	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883181	20251026	202510	2025	2025.8110	CHNGOV	CHINESE	CHN					GOV			USA	THE US	USA								1	044	044	04	1	2.5	4	1	4	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883182	20251026	202510	2025	2025.8110	CHNGOV	CHINESE	CHN					GOV			USA	THE US	USA								1	046	046	04	1	7.0	6	1	6	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883183	20251026	202510	2025	2025.8110	GOV	SECRETARY OF STATE						GOV			TWN	TAIWAN	TWN								0	012	012	01	1	-0.4	6	1	6	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883184	20251026	202510	2025	2025.8110	GOV	SECRETARY OF STATE						GOV			TWN	TAIWAN	TWN								0	012	012	01	1	-0.4	2	1	2	-1.52173913043478	1	South Korea	KS	KS		37	127.5	KS	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883185	20251026	202510	2025	2025.8110	GOV	SECRETARY OF STATE						GOV			TWN	TAIWAN	TWN								0	111	111	11	3	-2.0	6	1	6	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883186	20251026	202510	2025	2025.8110	GOV	SECRETARY OF STATE						GOV			TWN	TAIWAN	TWN								0	111	111	11	3	-2.0	2	1	2	-1.52173913043478	1	South Korea	KS	KS		37	127.5	KS	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883187	20251026	202510	2025	2025.8110	TWNGOV	TAIWAN	TWN					GOV			TWN	TAIWAN	TWN								0	012	012	01	1	-0.4	2	1	2	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883188	20251026	202510	2025	2025.8110	TWNGOV	TAIWAN	TWN					GOV			TWN	TAIWAN	TWN								0	111	111	11	3	-2.0	2	1	2	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883189	20251026	202510	2025	2025.8110	USA	THE US	USA								CHN	CHINESE	CHN								1	044	044	04	1	2.5	2	1	2	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883190	20251026	202510	2025	2025.8110	USA	THE US	USA								CHN	CHINESE	CHN								1	046	046	04	1	7.0	2	1	2	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883191	20251026	202510	2025	2025.8110	USA	THE US	USA								CHNGOV	CHINA	CHN					GOV			1	044	044	04	1	2.5	2	1	2	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883192	20251026	202510	2025	2025.8110	USA	THE US	USA								CHNGOV	CHINESE	CHN					GOV			1	044	044	04	1	2.5	4	1	4	-1.52173913043478	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883193	20251026	202510	2025	2025.8110	USA	THE US	USA								CHNGOV	CHINESE	CHN					GOV			1	046	046	04	1	7.0	6	1	6	-1.52173913043478	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883194	20251026	202510	2025	2025.8110	ZWE	ZIMBABWE	ZWE																		1	016	016	01	1	-2.0	4	1	4	-5.91966173361522	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20251027104500	https://www.newsday.co.zw/local-news/article/200047731/ed-critic-arrested-after-us10-000-trap
1270883195	20251027	202510	2025	2025.8137											AFR	AFRICA	AFR								0	042	042	04	1	1.9	4	1	4	4.61847389558233	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251027104500	https://www.namibian.com.na/the-speech-therapist-turned-miss-south-africa-2025/
1270883196	20251027	202510	2025	2025.8137											AFR	AFRICA	AFR								0	051	051	05	1	3.4	2	1	2	4.61847389558233	0								1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20251027104500	https://www.namibian.com.na/the-speech-therapist-turned-miss-south-africa-2025/
1270883197	20251027	202510	2025	2025.8137											ARE	DUBAI	ARE								0	042	042	04	1	1.9	7	1	7	2.86788904560413	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Buraimi, Al Buraymi, Oman	MU	MU10	28568	24.25	55.75	-785934	20251027104500	https://timesofindia.indiatimes.com/world/middle-east/uae-visa-runs-explained-how-tourists-and-residents-can-legally-stay-longer-in-the-emirates/articleshow/124845773.cms
1270883198	20251027	202510	2025	2025.8137											ARE	DUBAI	ARE								0	042	042	04	1	1.9	3	1	3	2.86788904560413	0								4	Buraimi, Al Buraymi, Oman	MU	MU10	28568	24.25	55.75	-785934	4	Buraimi, Al Buraymi, Oman	MU	MU10	28568	24.25	55.75	-785934	20251027104500	https://timesofindia.indiatimes.com/world/middle-east/uae-visa-runs-explained-how-tourists-and-residents-can-legally-stay-longer-in-the-emirates/articleshow/124845773.cms
1270883199	20251027	202510	2025	2025.8137											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	20	1	10	0.66889632107024	0								4	Chipping Norton, New South Wales, Australia	AS	AS02	5039	-33.9	150.95	-1565511	4	Chipping Norton, New South Wales, Australia	AS	AS02	5039	-33.9	150.95	-1565511	20251027104500	https://www.worcesternews.co.uk/news/25573335.kaleb-cooper-arrives-australia-leaving-clarksons-farm/
1270883200	20251027	202510	2025	2025.8137											AUT	VIENNA	AUT								1	046	046	04	1	7.0	8	1	8	3.76432078559738	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251027104500	https://www.travelmole.com/news/2026-vienna-culinary/
1270883201	20251027	202510	2025	2025.8137											AZE	AZERBAIJAN	AZE								0	042	042	04	1	1.9	10	1	10	5.26315789473684	0								4	Qoxmuq, S?ki, Azerbaijan	AJ	AJ47	25044	41.2158	47.1389	-2707165	4	Qoxmuq, S?ki, Azerbaijan	AJ	AJ47	25044	41.2158	47.1389	-2707165	20251027104500	https://www.azernews.az/analysis/249379.html
1270883202	20251027	202510	2025	2025.8137											BELGOV	BRUSSELS	BEL					GOV			0	046	046	04	1	7.0	6	1	6	-1.47874306839187	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251027104500	https://balkaninsight.com/2025/10/27/serbia-faces-harsh-criticism-from-eu-but-consequences-depend-on-epp/
1270883203	20251027	202510	2025	2025.8137											BGD	BANGLADESH	BGD								1	0353	035	03	1	7.0	10	1	10	-3.21428571428571	0								4	Khulna, Khulna, Bangladesh	BG	BG82	5799	22.815	89.5622	211365	4	Khulna, Khulna, Bangladesh	BG	BG82	5799	22.815	89.5622	211365	20251027104500	https://www.tbsnews.net/bangladesh/corruption/accs-top-priority-establish-corruption-free-bangladesh-momen-1270471
1270883204	20251027	202510	2025	2025.8137											BHR	MANAMA	BHR								1	040	040	04	1	1.0	10	1	10	1.23456790123457	0								4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20251027104500	https://www.gdnonline.com:443/Details/1366871
1270883205	20251027	202510	2025	2025.8137											BLR	BELARUS	BLR								0	036	036	03	1	4.0	10	1	10	4.56204379562044	0								4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	20251027104500	https://www.sb.by/en/lukashenko-met-with-pope-s-special-envoy-cardinal-claudio-gugerotti.html
1270883206	20251027	202510	2025	2025.8137											BLR	BELARUS	BLR								1	042	042	04	1	1.9	4	1	4	4.56204379562044	0								4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	20251027104500	https://www.sb.by/en/lukashenko-met-with-pope-s-special-envoy-cardinal-claudio-gugerotti.html
1270883207	20251027	202510	2025	2025.8137											BLR	BELARUS	BLR								1	043	043	04	1	2.8	1	1	1	4.56204379562044	0								4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	20251027104500	https://www.sb.by/en/lukashenko-met-with-pope-s-special-envoy-cardinal-claudio-gugerotti.html
1270883208	20251027	202510	2025	2025.8137											BLRCHRCTH	BELARUS	BLR			CHR	CTH				0	190	190	19	4	-10.0	1	1	1	2.87081339712919	0								4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	20251027104500	https://charter97.org/en/news/2025/10/27/660711/
1270883209	20251027	202510	2025	2025.8137											BMU	BERMUDA	BMU								0	043	043	04	1	2.8	4	1	4	0.25906735751296	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20251027104500	https://www.yahoo.com/news/articles/lone-woman-staged-no-kings-100055817.html
1270883210	20251027	202510	2025	2025.8137											BMU	BERMUDA	BMU								0	043	043	04	1	2.8	1	1	1	0.25906735751296	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20251027104500	https://www.yahoo.com/news/articles/lone-woman-staged-no-kings-100055817.html
1270883211	20251027	202510	2025	2025.8137											BUS	BANK						BUS			0	110	110	11	3	-2.0	10	1	10	-1.72972972972973	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251027104500	https://www.cbc.ca/news/canada/toronto/whos-hungry-2025-toronto-food-banks-9.6952657
1270883212	20251027	202510	2025	2025.8137											BUS	INDUSTRY						BUS			0	190	190	19	4	-10.0	4	1	4	2.52996005326232	0								4	Leuven, Region Flamande, Belgium	BE	BE13	5847	50.8793	4.69905	-1963947	4	Leuven, Region Flamande, Belgium	BE	BE13	5847	50.8793	4.69905	-1963947	20251027104500	https://www.photonicsonline.com/doc/imec-sets-electro-optic-performance-record-in-thin-film-strontium-titanate-at-cryogenic-temperatures-0001
1270883213	20251027	202510	2025	2025.8137											BUS	INDUSTRY						BUS			0	190	190	19	4	-10.0	1	1	1	2.52996005326232	0								1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	20251027104500	https://www.photonicsonline.com/doc/imec-sets-electro-optic-performance-record-in-thin-film-strontium-titanate-at-cryogenic-temperatures-0001
1270883214	20251027	202510	2025	2025.8137											BUS	INDUSTRY						BUS			0	190	190	19	4	-10.0	5	1	5	2.52996005326232	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251027104500	https://www.photonicsonline.com/doc/imec-sets-electro-optic-performance-record-in-thin-film-strontium-titanate-at-cryogenic-temperatures-0001
1270883215	20251027	202510	2025	2025.8137											CAN	CANADA	CAN								0	130	130	13	3	-4.4	10	1	10	1.53172866520788	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20251027104500	https://nationalpost.com/news/balsillie-tech-catrastrophic-costs
1270883216	20251027	202510	2025	2025.8137											CHN	CHINA	CHN								0	100	100	10	3	-5.0	1	1	1	-1.07015457788347	0								1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20251027104500	https://infotel.ca/newsitem/world/cp1596838289
1270883217	20251027	202510	2025	2025.8137											CHN	BEIJING	CHN								0	172	172	17	4	-5.0	3	1	3	0.93984962406015	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251027104500	https://bmmagazine.co.uk/news/us-china-final-deal-tiktok-sale-trump-xi-summit-2025/
1270883218	20251027	202510	2025	2025.8137											CHRCTH	CATHOLIC SAINT				CHR	CTH				0	190	190	19	4	-10.0	3	1	3	2.87081339712919	0								4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	4	Pinsk, Brestskaya Voblasts', Belarus	BO	BO01	39910	52.1229	26.0951	-1947920	20251027104500	https://charter97.org/en/news/2025/10/27/660711/
1270883219	20251027	202510	2025	2025.8137											COP	POLICE						COP			1	080	080	08	2	5.0	1	1	1	-9.11764705882348	0								4	Itanagar, Goa, India	IN	IN33	70047	27.1	93.6167	-2097893	4	Itanagar, Goa, India	IN	IN33	70047	27.1	93.6167	-2097893	20251027104500	https://www.thehindu.com/news/national/arunachal-pradesh/arunachal-ias-officer-accused-in-teens-death-surrenders/article70207622.ece
1270883220	20251027	202510	2025	2025.8137											COP	POLICE						COP			1	173	173	17	4	-5.0	1	1	1	-9.11764705882348	0								4	Itanagar, Goa, India	IN	IN33	70047	27.1	93.6167	-2097893	4	Itanagar, Goa, India	IN	IN33	70047	27.1	93.6167	-2097893	20251027104500	https://www.thehindu.com/news/national/arunachal-pradesh/arunachal-ias-officer-accused-in-teens-death-surrenders/article70207622.ece
1270883221	20251027	202510	2025	2025.8137											COP	POLICE						COP			1	190	190	19	4	-10.0	5	1	5	-9.11764705882348	0								4	Khonsa, Arunachal Pradesh, India	IN	IN30	17574	27.0167	95.5667	-2100893	4	Khonsa, Arunachal Pradesh, India	IN	IN30	17574	27.0167	95.5667	-2100893	20251027104500	https://www.thehindu.com/news/national/arunachal-pradesh/arunachal-ias-officer-accused-in-teens-death-surrenders/article70207622.ece
1270883222	20251027	202510	2025	2025.8137											CVL	CIVIL SOCIETY						CVL			0	026	026	02	1	4.0	3	1	3	-1.47874306839187	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251027104500	https://balkaninsight.com/2025/10/27/serbia-faces-harsh-criticism-from-eu-but-consequences-depend-on-epp/
1270883223	20251027	202510	2025	2025.8137											CVL	CIVIL SOCIETY						CVL			0	040	040	04	1	1.0	3	1	3	-1.47874306839187	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251027104500	https://balkaninsight.com/2025/10/27/serbia-faces-harsh-criticism-from-eu-but-consequences-depend-on-epp/
1270883224	20251027	202510	2025	2025.8137											CVL	COMMUNITY						CVL			1	060	060	06	2	6.0	10	1	10	1.65876777251185	0								4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	20251027104500	https://www.architectsjournal.co.uk/news/could-drmms-hastings-pier-be-sold-back-to-the-community
1270883225	20251027	202510	2025	2025.8137											CVL	CITIZEN						CVL			1	100	100	10	3	-5.0	5	1	5	-1.52173913043478	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251027104500	https://www.taipeitimes.com/News/taiwan/archives/2025/10/27/2003846192
1270883226	20251027	202510	2025	2025.8137											CVL	NEIGHBORHOOD						CVL			0	190	190	19	4	-10.0	2	1	2	-5.37634408602151	0								3	Omaha, Nebraska, United States	US	USNE	NE055	41.2586	-95.9378	835483	3	Omaha, Nebraska, United States	US	USNE	NE055	41.2586	-95.9378	835483	20251027104500	https://www.yahoo.com/news/articles/legislative-committee-briefed-possible-impeachment-101514514.html
1270883227	20251027	202510	2025	2025.8137											DEU	GERMANY	DEU								1	043	043	04	1	2.8	4	1	4	0.54167920553717	0								4	Harz Mountains, Sachsen-Anhalt, Germany	GM	GM14	40698	51.75	10.5	-1786771	4	Harz Mountains, Sachsen-Anhalt, Germany	GM	GM14	40698	51.75	10.5	-1786771	20251027104500	https://www.spiegel.de/international/business/billions-for-the-military-germanys-economy-pins-its-hopes-on-the-defense-industry-a-720e1829-ffe3-4b51-bf44-479f91cbcb6c
1270883228	20251027	202510	2025	2025.8137											EDU	STUDENT						EDU			1	046	046	04	1	7.0	5	1	5	3.53430353430353	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20251027104500	https://www.digit.in/news/general/openai-launches-chats-for-students-in-india-here-are-must-try-student-focused-chatgpt-prompts.html
1270883229	20251027	202510	2025	2025.8137											EDU	PROFESSOR						EDU			0	046	046	04	1	7.0	3	1	3	-4.2646254784035	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251027104500	https://www.marketscreener.com/news/elanco-announces-expansion-of-credelio-quattroa-lotilaner-moxidectin-praziquantel-and-pyrantel-ce7d5dded18ff024
1270883230	20251027	202510	2025	2025.8137											ELI	ACTOR						ELI			0	040	040	04	1	1.0	6	1	6	-3.99600399600399	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251027104500	https://www.latimes.com/entertainment-arts/tv/story/2025-10-27/halloween-tv-streaming-guide-what-to-watch
1270883231	20251027	202510	2025	2025.8137											FRA	FRANCE	FRA								0	042	042	04	1	1.9	1	1	1	-6.57568238213399	0								4	Amiens, Picardie, France	FR	FRB6	16315	49.9	2.3	-1407447	4	Amiens, Picardie, France	FR	FRB6	16315	49.9	2.3	-1407447	20251027104500	https://www.aol.co.uk/articles/ten-people-trial-paris-online-102338897.html
1270883232	20251027	202510	2025	2025.8137											FRA	FRANCE	FRA								0	042	042	04	1	1.9	1	1	1	-6.57568238213399	0								4	Amiens, Picardie, France	FR	FRB6	16315	49.9	2.3	-1407447	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251027104500	https://www.aol.co.uk/articles/ten-people-trial-paris-online-102338897.html
