1264192930	20240920	202409	2024	2024.7123	CVL	MIGRANT						CVL			POLMIL	POLISH	POL					MIL			1	190	190	19	4	-10.0	10	1	10	-3.73250388802489	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250920063000	https://www.lewrockwell.com/2025/09/no_author/polands-attempt-to-blackmail-china-will-hurt-itself-most/
1264192942	20250821	202508	2025	2025.6329	HLH	HOSPITAL						HLH			TTO	TRINIDAD AND TOBAGO	TTO								1	193	193	19	4	-10.0	1	1	1	-8.19672131147538	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	20250920063000	https://www.stabroeknews.com/2025/09/20/news/regional/trinidad/shot-trinidad-doctor-dies/
1264192943	20250821	202508	2025	2025.6329	HLH	HOSPITAL						HLH			TTOHLH	TRINIDAD AND TOBAGO	TTO					HLH			1	193	193	19	4	-10.0	1	1	1	-8.19672131147538	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	4	Port-Of-Spain, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.65	-61.5167	-1360612	20250920063000	https://www.stabroeknews.com/2025/09/20/news/regional/trinidad/shot-trinidad-doctor-dies/
1264192944	20250821	202508	2025	2025.6329	IRL	IRELAND	IRL								GOV	MINIST FOR FINANCE						GOV			1	010	010	01	1	0.0	2	1	2	1.02669404517454	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250920063000	https://www.irishtimes.com/business/2025/09/20/publicans-want-fees-for-late-night-trading-cut-by-half-in-next-months-budget/
1264192945	20250821	202508	2025	2025.6329	LEG	CHAMBER						LEG			GOV	MINIST FOR FINANCE						GOV			1	010	010	01	1	0.0	6	1	6	1.02669404517454	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250920063000	https://www.irishtimes.com/business/2025/09/20/publicans-want-fees-for-late-night-trading-cut-by-half-in-next-months-budget/
1264192946	20250913	202509	2025	2025.6932											PSEREB	HAMAS	PSE					REB			0	181	181	18	4	-9.0	5	1	5	-3.8787023977433	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192947	20250913	202509	2025	2025.6932	EUR	EUROPEAN	EUR								IRN	IRAN	IRN								0	036	036	03	1	4.0	2	1	2	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192948	20250913	202509	2025	2025.6932	EUR	EUROPEAN	EUR								IRN	IRAN	IRN								0	036	036	03	1	4.0	2	1	2	-5.94679186228482	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192949	20250913	202509	2025	2025.6932	EUR	EUROPEAN	EUR								IRNGOV	IRANIAN	IRN					GOV			0	040	040	04	1	1.0	6	1	6	-5.94679186228482	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192950	20250913	202509	2025	2025.6932	GOV	CHIEF MINISTER						GOV													1	010	010	01	1	0.0	4	1	4	4.44444444444445	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250920063000	https://www.prokerala.com/news/articles/a1676819.html
1264192951	20250913	202509	2025	2025.6932	IND	CHENNAI	IND								GOV	CHIEF MINISTER						GOV			1	010	010	01	1	0.0	2	1	2	4.44444444444445	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250920063000	https://www.prokerala.com/news/articles/a1676819.html
1264192952	20250913	202509	2025	2025.6932	IND	CHENNAI	IND								INDGOV	TAMIL NADU	IND					GOV			1	010	010	01	1	0.0	1	1	1	4.44444444444445	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250920063000	https://www.prokerala.com/news/articles/a1676819.html
1264192953	20250913	202509	2025	2025.6932	IND	CHENNAI	IND								INDGOV	TAMIL NADU	IND					GOV			1	010	010	01	1	0.0	1	1	1	4.44444444444445	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250920063000	https://www.prokerala.com/news/articles/a1676819.html
1264192954	20250913	202509	2025	2025.6932	IRN	IRAN	IRN								EUR	EUROPEAN	EUR								0	036	036	03	1	4.0	2	1	2	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192955	20250913	202509	2025	2025.6932	IRN	IRAN	IRN								EUR	EUROPEAN	EUR								0	036	036	03	1	4.0	2	1	2	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192956	20250913	202509	2025	2025.6932	IRN	IRAN	IRN								IRNGOV	IRAN	IRN					GOV			0	040	040	04	1	1.0	4	1	4	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192957	20250913	202509	2025	2025.6932	IRNGOV	IRANIAN	IRN					GOV			EUR	EUROPEAN	EUR								0	040	040	04	1	1.0	6	1	6	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192958	20250913	202509	2025	2025.6932	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								0	040	040	04	1	1.0	4	1	4	-5.94679186228482	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250920063000	https://www.thestatesman.com/world/sanctions-on-iran-set-to-return-after-un-council-rejects-resolution-1503488925.html
1264192959	20250913	202509	2025	2025.6932	ISR	ISRAEL	ISR								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-4.35056746532157	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://www.lewrockwell.com/2025/09/phil-giraldi/more-turmoil-from-washington/
1264192960	20250913	202509	2025	2025.6932	MED	PUBLICATION						MED			DEUMED	DER SPIEGEL	DEU					MED			0	090	090	09	2	-2.0	5	1	5	-7.09342560553633	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250920063000	https://www.irishtimes.com/opinion/2025/09/20/mark-oconnell-that-was-my-first-elimination-idf-snipers-are-wilfully-blind-to-the-humanity-of-their-victims/
1264192961	20250913	202509	2025	2025.6932	MED	PUBLICATION						MED			ISR	ISRAEL	ISR								0	090	090	09	2	-2.0	2	1	2	-7.09342560553633	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250920063000	https://www.irishtimes.com/opinion/2025/09/20/mark-oconnell-that-was-my-first-elimination-idf-snipers-are-wilfully-blind-to-the-humanity-of-their-victims/
1264192962	20250913	202509	2025	2025.6932	MED	PUBLICATION						MED			PSE	PALESTINIAN	PSE								0	090	090	09	2	-2.0	3	1	3	-7.09342560553633	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250920063000	https://www.irishtimes.com/opinion/2025/09/20/mark-oconnell-that-was-my-first-elimination-idf-snipers-are-wilfully-blind-to-the-humanity-of-their-victims/
1264192963	20250913	202509	2025	2025.6932	POLMIL	POLAND	POL					MIL			RUS	RUSSIAN	RUS								0	193	193	19	4	-10.0	8	1	8	-3.25027085590466	1	Poland	PL	PL		52	20	PL	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Poland	PL	PL		52	20	PL	20250920063000	https://www.centralchronicle.com/three-russian-jets-violate-estonias-airspace/
1264192964	20250913	202509	2025	2025.6932	POLMIL	POLAND	POL					MIL			RUS	RUSSIAN	RUS								0	193	193	19	4	-10.0	2	1	2	-3.25027085590466	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250920063000	https://www.centralchronicle.com/three-russian-jets-violate-estonias-airspace/
1264192965	20250913	202509	2025	2025.6932	SPY	INTELLIGENCE						SPY			PSEREB	HAMAS	PSE					REB			0	180	180	18	4	-9.0	5	1	5	-3.8787023977433	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192966	20250913	202509	2025	2025.6932	SPY	INTELLIGENCE						SPY			PSEREB	HAMAS	PSE					REB			0	181	181	18	4	-9.0	5	1	5	-3.8787023977433	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192967	20250913	202509	2025	2025.6932	SPY	INTELLIGENCE						SPY			PSEREB	HAMAS	PSE					REB			0	190	190	19	4	-10.0	5	1	5	-3.8787023977433	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192968	20250913	202509	2025	2025.6932	USA	TEXAS	USA																		0	022	022	02	1	3.2	2	1	2	1.67865707434053	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250920063000	https://www.mysuncoast.com/2025/09/20/university-president-ousted-days-after-professors-curriculum-controversy/
1264192969	20250913	202509	2025	2025.6932	USA	TEXAS	USA								GBR	WELSH	GBR								0	022	022	02	1	3.2	8	1	8	1.67865707434053	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250920063000	https://www.mysuncoast.com/2025/09/20/university-president-ousted-days-after-professors-curriculum-controversy/
1264192970	20250913	202509	2025	2025.6932	USA	NEW YORK	USA								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		0	046	046	04	1	7.0	2	1	2	-3.8787023977433	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192971	20250913	202509	2025	2025.6932	USA	NEW YORK	USA								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		0	046	046	04	1	7.0	8	1	8	-3.8787023977433	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250920063000	https://politicaldog101.com/2025/09/hamas-israel-9-19-2025-hamas-is-still-in-gaza-how-to-govern-gaza-post-conflict/
1264192972	20250919	202509	2025	2025.7096	ESP	SPAIN	ESP								ESPJUD	SPAIN	ESP					JUD			1	173	173	17	4	-5.0	2	1	2	-14.0845070422536	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/man-jailed-for-theft-of-construction-equipment/
1264192973	20250919	202509	2025	2025.7096	ESP	SPAIN	ESP								JUD	MAGISTRATE						JUD			1	173	173	17	4	-5.0	2	1	2	-14.0845070422536	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/man-jailed-for-theft-of-construction-equipment/
1264192974	20250919	202509	2025	2025.7096	GBR	WELSH	GBR								USAGOV	TEXAS	USA					GOV			0	010	010	01	1	0.0	3	1	3	0.99909173478656	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250920063000	https://www.kxxv.com/news/local-news/in-your-neighborhood/brazos-county/texas-a-m-university/texas-a-m-students-bid-farewell-to-president-mark-welsh-on-his-final-day
1264192975	20250919	202509	2025	2025.7096	GOV	CHANCELLOR						GOV			USAGOV	TEXAS	USA					GOV			0	0831	083	08	2	5.0	3	1	3	0.99909173478656	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250920063000	https://www.kxxv.com/news/local-news/in-your-neighborhood/brazos-county/texas-a-m-university/texas-a-m-students-bid-farewell-to-president-mark-welsh-on-his-final-day
1264192976	20250919	202509	2025	2025.7096	GUYJUD	GEORGETOWN	GUY					JUD			JUD	MAGISTRATE						JUD			1	173	173	17	4	-5.0	6	1	6	-14.0845070422536	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/man-jailed-for-theft-of-construction-equipment/
1264192977	20250919	202509	2025	2025.7096	JOR	JORDAN	JOR																		1	016	016	01	1	-2.0	10	1	10	-9.30232558139535	0								0								0								20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/norton-st-man-remanded-over-narcotics-at-stabroek-market/
1264192978	20250919	202509	2025	2025.7096	JOR	JORDAN	JOR								GUY	STABROEK	GUY								1	173	173	17	4	-5.0	10	1	10	-9.30232558139535	0								0								0								20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/norton-st-man-remanded-over-narcotics-at-stabroek-market/
1264192979	20250919	202509	2025	2025.7096	JUD	MAGISTRATE						JUD			GUY	GEORGETOWN	GUY								1	173	173	17	4	-5.0	10	1	10	-9.30232558139535	0								0								0								20250920063000	https://www.stabroeknews.com/2025/09/20/news/guyana/norton-st-man-remanded-over-narcotics-at-stabroek-market/
1264192980	20250919	202509	2025	2025.7096	LTU	VILNIUS	LTU								IGOWSTNAT	NATO	WST	NAT				IGO			1	042	042	04	1	1.9	1	1	1	-5.20231213872832	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	1	Poland	PL	PL		52	20	PL	20250920063000	https://www.stabroeknews.com/2025/09/20/news/world/russian-jets-enter-estonias-airspace-in-latest-test-for-nato/
1264192981	20250919	202509	2025	2025.7096	LTU	VILNIUS	LTU								IGOWSTNAT	NATO	WST	NAT				IGO			1	042	042	04	1	1.9	1	1	1	-5.20231213872832	1	Poland	PL	PL		52	20	PL	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	20250920063000	https://www.stabroeknews.com/2025/09/20/news/world/russian-jets-enter-estonias-airspace-in-latest-test-for-nato/
1264192982	20250920	202509	2025	2025.7123											AFG	AFGHAN	AFG								1	0841	084	08	2	7.0	18	2	18	-0.0391599451454422	0								4	Bamiyan, Bamian, Afghanistan	AF	AF05	3493	34.8216	67.8273	-3370070	4	Bamiyan, Bamian, Afghanistan	AF	AF05	3493	34.8216	67.8273	-3370070	20250920063000	https://www.centralchronicle.com/british-couple-freed-by-taliban/
1264192983	20250920	202509	2025	2025.7123											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	010	010	01	1	0.0	9	2	9	0.419271798610664	0								4	Bamiyan, Bamian, Afghanistan	AF	AF05	3493	34.8216	67.8273	-3370070	4	Bamiyan, Bamian, Afghanistan	AF	AF05	3493	34.8216	67.8273	-3370070	20250920063000	https://www.yahoo.com/news/articles/british-couple-held-months-taliban-094015157.html
1264192984	20250920	202509	2025	2025.7123											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	010	010	01	1	0.0	6	2	6	-0.344781107649513	0								4	Bamiyan, Bamian, Afghanistan	AF	AF05	3493	34.8216	67.8273	-3370070	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250920063000	https://www.centralchronicle.com/british-couple-freed-by-taliban/
1264192985	20250920	202509	2025	2025.7123											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	5.65217391304347	0								4	Merwe, Limpopo, South Africa	SF	SF09	77343	-23.0544	30.8211	-1259453	4	Merwe, Limpopo, South Africa	SF	SF09	77343	-23.0544	30.8211	-1259453	20250920063000	http://www.namibiansun.com/art-and-entertainment/%E2%80%98tussen-mure%E2%80%99-brings-unique-men%E2%80%99s-interiors-to-kyknet2025-09-20170981
1264192986	20250920	202509	2025	2025.7123											AGR	FARMER						AGR			1	040	040	04	1	1.0	5	1	5	1.35135135135135	0								1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20250920063000	https://www.stabroeknews.com/2025/09/20/opinion/letters/time-to-implement-policies-that-will-stabilize-the-rice-industry/
1264192987	20250920	202509	2025	2025.7123											AZE	AZERBAIJANI	AZE								0	043	043	04	1	2.8	5	1	5	1.18421052631579	0								4	Khojaly, Xocali, Azerbaijan	AJ	AJ64	488	39.913	46.7903	-2707002	4	Khojaly, Xocali, Azerbaijan	AJ	AJ64	488	39.913	46.7903	-2707002	20250920063000	https://www.azernews.az/analysis/247560.html
1264192988	20250920	202509	2025	2025.7123											BRA	BRAZILIAN	BRA								1	036	036	03	1	4.0	4	1	4	1.76600441501104	0								4	Belem, ParáR, Brazil	BR	BR16	18585	-1.45	-48.4833	-629039	4	Belem, ParáR, Brazil	BR	BR16	18585	-1.45	-48.4833	-629039	20250920063000	https://www.stabroeknews.com/2025/09/20/news/regional/brazil-will-be-first-to-invest-in-global-forest-fund-sources-say/
1264192989	20250920	202509	2025	2025.7123											BUS	COMPANY						BUS			1	014	014	01	1	0.0	2	1	2	-1.7741935483871	0								4	Changhua, Zhanghua Xian, Taiwan	TW	TW05	13277	24.074	120.538	-2627038	4	Changhua, Zhanghua Xian, Taiwan	TW	TW05	13277	24.074	120.538	-2627038	20250920063000	https://english.news.cn/20250920/6a30835152f941b9818d07b6faff17f5/c.html
