1268105221	20251012	202510	2025	2025.7726	AFGGOV	AFGHANISTAN	AFG					GOV			AFG	KABUL	AFG								0	042	042	04	1	1.9	21	2	21	-5.69232655193181	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	India	IN	IN		20	77	IN	20251012001500	http://www.vietnamtribune.com/news/278631153/saudi-arabia-calls-for-self-restraint-as-clashes-erupt-along-pak-afghan-border
1268105222	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	172	172	17	4	-5.0	4	1	4	-0.31847133757961	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105223	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	172	172	17	4	-5.0	6	1	6	-0.31847133757961	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105224	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	192	192	19	4	-9.5	4	1	4	-0.31847133757961	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105225	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	192	192	19	4	-9.5	6	1	6	-0.31847133757961	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105226	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAK	PAKISTAN	PAK								0	112	112	11	3	-2.0	9	2	9	-5.69232655193181	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251012001500	http://www.vietnamtribune.com/news/278631153/saudi-arabia-calls-for-self-restraint-as-clashes-erupt-along-pak-afghan-border
1268105227	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAK	PAKISTAN	PAK								0	1123	112	11	3	-2.0	10	1	10	-7.6219512195122	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251012001500	https://www.theguardian.com/world/2025/oct/11/heavy-clashes-erupt-along-pakistan-afghanistan-border
1268105228	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAK	PAKISTANI	PAK								1	195	195	19	4	-10.0	5	1	5	-7.6219512195122	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251012001500	https://www.theguardian.com/world/2025/oct/11/heavy-clashes-erupt-along-pakistan-afghanistan-border
1268105229	20251012	202510	2025	2025.7726	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAKMIL	PAKISTANI	PAK					MIL			0	042	042	04	1	1.9	3	1	3	-7.6219512195122	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251012001500	https://www.theguardian.com/world/2025/oct/11/heavy-clashes-erupt-along-pakistan-afghanistan-border
1268105230	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR																		1	042	042	04	1	1.9	4	1	4	-1.73053152039555	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105231	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	4	1	4	-1.73053152039555	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105232	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR																		0	112	112	11	3	-2.0	4	1	4	-1.73053152039555	4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	0								4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105233	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR																		0	112	112	11	3	-2.0	4	1	4	-1.73053152039555	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	0								4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105234	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								COP	POLICE						COP			0	090	090	09	2	-2.0	2	1	2	-1.73053152039555	4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105235	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								COP	POLICE						COP			0	090	090	09	2	-2.0	4	1	4	-1.73053152039555	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105236	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								FRA	FRANCE	FRA								1	042	042	04	1	1.9	2	1	2	-1.73053152039555	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105237	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								FRA	FRANCE	FRA								1	042	042	04	1	1.9	8	1	8	-1.73053152039555	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105238	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								ZAF	PRETORIA	ZAF								1	043	043	04	1	2.8	1	1	1	-1.73053152039555	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105239	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								ZAF	NATAL	ZAF								1	043	043	04	1	2.8	4	1	4	-1.73053152039555	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105240	20251012	202510	2025	2025.7726	AFR	AFRICA	AFR								ZAF	PRETORIA	ZAF								1	043	043	04	1	2.8	1	1	1	-1.73053152039555	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105241	20251012	202510	2025	2025.7726	AUS	AUSTRALIAN	AUS																		1	010	010	01	1	0.0	3	1	3	-6.04026845637584	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251012001500	https://www.hindustantimes.com/world-news/61-bird-species-face-declining-numbers-globally-iucn-101760206900998.html
1268105242	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	012	012	01	1	-0.4	4	1	4	-0.131926121372031	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.brisbanetimes.com.au/business/banking-and-finance/taylor-swift-and-the-liberal-party-suffer-from-the-same-problem-20251009-p5n1ca.html
1268105243	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	6	1	6	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105244	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	4	1	4	-7.22291407222911	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012001500	https://www.brisbanetimes.com.au/national/this-man-just-had-his-baby-shaking-execution-halted-because-his-conviction-might-be-based-on-junk-science-20251007-p5n0m3.html
1268105245	20251012	202510	2025	2025.7726	AUS	AUSTRALIAN	AUS																		0	020	020	02	1	3.0	10	1	10	-0.131926121372031	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.brisbanetimes.com.au/business/banking-and-finance/taylor-swift-and-the-liberal-party-suffer-from-the-same-problem-20251009-p5n1ca.html
1268105246	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	1	1	1	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105247	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	1	1	1	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105248	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	3	1	3	-0.44313146233383	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105249	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	071	071	07	2	7.4	1	1	1	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105250	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	071	071	07	2	7.4	1	1	1	-0.44313146233383	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	0								1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105251	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	071	071	07	2	7.4	5	1	5	-0.44313146233383	4	Iluka, New South Wales, Australia	AS	AS02	5096	-29.4067	153.352	-1579375	0								4	Iluka, New South Wales, Australia	AS	AS02	5096	-29.4067	153.352	-1579375	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105252	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	071	071	07	2	7.4	3	1	3	-0.44313146233383	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20251012001500	https://www.brisbanetimes.com.au/politics/federal/albanese-scrambles-to-lock-in-minerals-deal-before-trump-meeting-20251006-p5n0b1.html
1268105253	20251012	202510	2025	2025.7726	AUS	ADELAIDE	AUS																		1	073	073	07	2	7.4	10	1	10	-6.66666666666667	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20251012001500	https://www.perthnow.com.au/news/it-was-like-a-movie-scene-adelaide-father-risks-life-in-henley-beach-blaze-c-20306884
1268105254	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS								GOV	MINIST						GOV			1	010	010	01	1	0.0	4	1	4	-0.131926121372031	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.brisbanetimes.com.au/business/banking-and-finance/taylor-swift-and-the-liberal-party-suffer-from-the-same-problem-20251009-p5n1ca.html
1268105255	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS								GOV	CHIEF OF STAFF						GOV			1	020	020	02	1	3.0	4	1	4	-0.131926121372031	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.brisbanetimes.com.au/business/banking-and-finance/taylor-swift-and-the-liberal-party-suffer-from-the-same-problem-20251009-p5n1ca.html
1268105256	20251012	202510	2025	2025.7726	AUS	MELBOURNE	AUS								MED	WEBSITE						MED			1	051	051	05	1	3.4	2	1	2	5.27472527472527	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251012001500	https://www.itnewsonline.com/PRNewswire/Evolution-7-appointed-by-OX2-to-accelerate-digital-engagement-across-Australian-renewables/1086479
1268105257	20251012	202510	2025	2025.7726	AUSCOP	VICTORIA	AUS					COP													0	173	173	17	4	-5.0	5	1	5	-10.091743119266	4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	0								4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	20251012001500	https://www.perthnow.com.au/news/father-and-son-allegedly-attacked-by-group-of-teens-on-melbournes-southbank-c-20322104
1268105258	20251012	202510	2025	2025.7726	AUSGOV	AUSTRALIA	AUS					GOV			AUSLEG	AUSTRALIA	AUS					LEG			1	020	020	02	1	3.0	4	1	2	0.248138957816381	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251012001500	https://www.skynews.com.au/australia-news/politics/special-minister-of-state-don-farrell-reveals-details-of-inquiry-into-increasing-number-of-federal-mps/news-story/f23b906ef4e3f1fd0d0b7983cceca900?nk=8e5c68f823d97aa8981689f08a7fcac2-1760227305
1268105259	20251012	202510	2025	2025.7726	AZE	AZERBAIJANI	AZE								TJK	DUSHANBE	TJK								0	042	042	04	1	1.9	2	1	2	0.1601708489055	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105260	20251012	202510	2025	2025.7726	AZE	AZERBAIJANI	AZE								TJK	DUSHANBE	TJK								0	042	042	04	1	1.9	2	1	2	0.1601708489055	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105261	20251012	202510	2025	2025.7726	AZEGOV	AZERBAIJANI	AZE					GOV			TJK	DUSHANBE	TJK								0	042	042	04	1	1.9	1	1	1	0.1601708489055	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105262	20251012	202510	2025	2025.7726	AZEGOV	AZERBAIJANI	AZE					GOV			TJK	DUSHANBE	TJK								0	042	042	04	1	1.9	5	1	5	0.1601708489055	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105263	20251012	202510	2025	2025.7726	BGD	BANGLADESH	BGD																		0	110	110	11	3	-2.0	4	1	4	0.21691973969631	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105264	20251012	202510	2025	2025.7726	BGD	BANGLADESH	BGD								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	2	1	2	-0.99118942731278	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251012001500	https://www.thedailystar.net/business/economy/interview/news/shared-responsibility-key-safe-digital-transactions-4007596
1268105265	20251012	202510	2025	2025.7726	BGD	BANGLADESH	BGD								BUS	EXPORTER						BUS			1	051	051	05	1	3.4	10	1	10	2.45398773006135	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251012001500	https://www.thedailystar.net/business/economy/news/nbr-eases-vat-rules-deemed-exports-4007586
1268105266	20251012	202510	2025	2025.7726	BGDGOV	BANGLADESH	BGD					GOV													0	110	110	11	3	-2.0	2	1	2	0.21691973969631	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105267	20251012	202510	2025	2025.7726	BGDGOV	BANGLADESH	BGD					GOV													0	125	125	12	3	-5.0	2	1	2	0.21691973969631	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105268	20251012	202510	2025	2025.7726	BGDGOV	BANGLADESH	BGD					GOV			BGD	BANGLADESH	BGD								0	110	110	11	3	-2.0	2	1	2	0.21691973969631	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105269	20251012	202510	2025	2025.7726	BGDGOV	BANGLADESH	BGD					GOV			BGD	BANGLADESH	BGD								0	125	125	12	3	-5.0	2	1	2	0.21691973969631	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105270	20251012	202510	2025	2025.7726	BHR	BAHRAIN	BHR								EGY	EGYPT	EGY								1	040	040	04	1	1.0	1	1	1	-3.2258064516129	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20251012001500	https://politicalwire.com/2025/10/11/arab-states-expanded-cooperation-with-israeli-military/
1268105271	20251012	202510	2025	2025.7726	BHR	BAHRAIN	BHR								EGY	EGYPT	EGY								1	040	040	04	1	1.0	4	1	4	-3.2258064516129	1	Bahrain	BA	BA		26	50.5	BA	1	Egypt	EG	EG		27	30	EG	1	Bahrain	BA	BA		26	50.5	BA	20251012001500	https://politicalwire.com/2025/10/11/arab-states-expanded-cooperation-with-israeli-military/
1268105272	20251012	202510	2025	2025.7726	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-0.88987764182425	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20251012001500	https://www.financialexpress.com/opinion/across-the-aisle-by-p-chidambaram-up-the-down-staircase/4007314/
1268105273	20251012	202510	2025	2025.7726	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-0.88987764182425	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20251012001500	https://www.financialexpress.com/opinion/across-the-aisle-by-p-chidambaram-up-the-down-staircase/4007314/
1268105274	20251012	202510	2025	2025.7726	BRA	BRAZIL	BRA								USA	UNITED STATES	USA								0	061	061	06	2	6.4	6	1	6	-0.88987764182425	1	Brazil	BR	BR		-10	-55	BR	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20251012001500	https://www.financialexpress.com/opinion/across-the-aisle-by-p-chidambaram-up-the-down-staircase/4007314/
1268105275	20251012	202510	2025	2025.7726	BUS	INDUSTRY						BUS													0	010	010	01	1	0.0	10	1	10	-1.93439865433137	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251012001500	https://www.pressdemocrat.com/2025/10/11/republicans-try-to-weaken-50-year-old-law-protecting-whales-seals-and-polar-bears/
1268105276	20251012	202510	2025	2025.7726	BUS	INDUSTRY						BUS													0	020	020	02	1	3.0	3	1	3	-0.99118942731278	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20251012001500	https://www.thedailystar.net/business/economy/interview/news/shared-responsibility-key-safe-digital-transactions-4007596
1268105277	20251012	202510	2025	2025.7726	BUS	INDUSTRY						BUS													0	036	036	03	1	4.0	10	1	10	7.98722044728435	0								0								0								20251012001500	https://www.gratefulweb.com/articles/nito-unites-sweet-relief-musicians-fund-very-special-charity-auction
1268105278	20251012	202510	2025	2025.7726	BUS	COMPANIES						BUS													0	043	043	04	1	2.8	5	1	5	-0.451807228915665	0								0								0								20251012001500	https://www.dailymail.co.uk/tvshowbiz/article-15183791/Kylie-Jenner-HANDCUFFED-lingerie-fans-wild-King-Kylie-comeback-tease.html
1268105279	20251012	202510	2025	2025.7726	BUS	EMPLOYER						BUS													0	050	050	05	1	3.5	3	1	3	1.03092783505155	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20251012001500	https://www.pentictonherald.ca/spare_news/article_9631637c-0b22-5b0d-9ba6-c75a279ee7a7.html
