1263188894	20240915	202409	2024	2024.6986	CHN	CHINA	CHN								MNCUSA	NVIDIA	USA					MNC			1	090	090	09	2	-2.0	10	1	10	-3.10077519379845	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250915093000	https://www.nbcnews.com/world/china/china-says-nvidia-violated-anti-monopoly-law-rcna231291
1263188908	20250908	202509	2025	2025.6795	ZWE	ZIMBABWE	ZWE								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	10	1	10	1.05421686746988	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20250915093000	https://thezimbabwemail.com/business/zimbabwe-industry-welcomes-fee-cuts-permits-review-for-agriculture/
1263188909	20250914	202509	2025	2025.6959	EGY	EGYPT	EGY								QAT	QATAR	QAT								0	040	040	04	1	1.0	2	1	2	-2.4866785079929	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250915093000	https://www.dawn.com/news/1942137/pm-shehbaz-leaves-for-doha-as-arab-islamic-summit-to-mull-response-to-israels-attack-in-qatar
1263188910	20250914	202509	2025	2025.6959	QAT	QATAR	QAT								EGY	EGYPT	EGY								0	040	040	04	1	1.0	2	1	2	-2.4866785079929	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250915093000	https://www.dawn.com/news/1942137/pm-shehbaz-leaves-for-doha-as-arab-islamic-summit-to-mull-response-to-israels-attack-in-qatar
1263188911	20250915	202509	2025	2025.6986											AGR	FARMER						AGR			0	042	042	04	1	1.9	10	1	10	-1.21120363361091	0								4	Hawassa, YeDebub Biheroch Bihereseboch na Hizboch, Ethiopia	ET	ET54	40838	7.05	38.4667	-604943	4	Hawassa, YeDebub Biheroch Bihereseboch na Hizboch, Ethiopia	ET	ET54	40838	7.05	38.4667	-604943	20250915093000	https://capitalethiopia.com/2025/09/15/a-battle-between-progress-and-policy-how-tela-maize-faces-delays-after-official-approval/
1263188912	20250915	202509	2025	2025.6986											AUS	AUSTRALIA	AUS								1	014	014	01	1	0.0	10	1	10	-4.77941176470588	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20250915093000	https://www.brisbanetimes.com.au/environment/climate-change/like-a-mad-max-movie-how-hot-it-will-really-get-in-unliveable-australia-20250915-p5mv3f.html
1263188913	20250915	202509	2025	2025.6986											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	2	1	2	-4.24242424242424	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20250915093000	https://www.brisbanetimes.com.au/politics/victoria/janet-suffered-for-months-waiting-for-assisted-dying-a-doctor-shortage-in-the-regions-prolonged-her-pain-20250911-p5mu6o.html
1263188914	20250915	202509	2025	2025.6986											BRN	BRUNEI	BRN								1	042	042	04	1	1.9	4	1	4	2.26537216828479	0								4	Borneo, Brunei (general), Brunei	BX	BX00	18585	1	114	-1337259	4	Borneo, Brunei (general), Brunei	BX	BX00	18585	1	114	-1337259	20250915093000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/09/15/indo-pacific-endeavour-returns-to-brunei
1263188915	20250915	202509	2025	2025.6986											BRN	BRUNEI	BRN								1	042	042	04	1	1.9	6	1	6	2.26537216828479	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Borneo, Brunei (general), Brunei	BX	BX00	18585	1	114	-1337259	20250915093000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/09/15/indo-pacific-endeavour-returns-to-brunei
1263188916	20250915	202509	2025	2025.6986											BUS	INDUSTRY						BUS			1	061	061	06	2	6.4	10	1	10	3.831891223733	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250915093000	https://www.insurancejournal.com/jobs/839055-direct-sales-agent-specialist-1318
1263188917	20250915	202509	2025	2025.6986											CHRCTH	CATHOLIC				CHR	CTH				0	100	100	10	3	-5.0	6	1	6	-2.63838592860838	0								5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	20250915093000	https://theeagleonline.com.ng/the-ugly-debacle-from-anambra-by-kazeem-akintunde/
1263188918	20250915	202509	2025	2025.6986											COP	POLICE COMMISSIONER						COP			1	042	042	04	1	1.9	3	1	3	-3.0188679245283	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250915093000	https://www.israelnationalnews.com/news/414955
1263188919	20250915	202509	2025	2025.6986											COP	POLICE						COP			0	1712	171	17	4	-9.2	5	1	5	1.64925783397471	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250915093000	https://www.thebusinessdesk.com/yorkshire/news/2143831-chief-in-the-chair/
1263188920	20250915	202509	2025	2025.6986											COP	POLICE						COP			0	173	173	17	4	-5.0	5	1	5	1.64925783397471	0								4	Northallerton, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.3333	-1.43333	-2604204	4	Northallerton, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.3333	-1.43333	-2604204	20250915093000	https://www.thebusinessdesk.com/yorkshire/news/2143831-chief-in-the-chair/
1263188921	20250915	202509	2025	2025.6986											CRM	GANG						CRM			0	0841	084	08	2	7.0	1	1	1	-2.94840294840295	0								4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Jalandhar, Punjab, India	IN	IN23	17829	31.3256	75.5792	-2098769	20250915093000	https://economictimes.indiatimes.com/news/india/indian-man-kidnapped-tortured-in-iran-after-being-lured-by-promise-of-australia-job/articleshow/123895039.cms
1263188922	20250915	202509	2025	2025.6986											CRM	GANG						CRM			0	0841	084	08	2	7.0	1	1	1	-2.94840294840295	0								4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	20250915093000	https://economictimes.indiatimes.com/news/india/indian-man-kidnapped-tortured-in-iran-after-being-lured-by-promise-of-australia-job/articleshow/123895039.cms
1263188923	20250915	202509	2025	2025.6986											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	1	1	1	2.79805352798053	0								3	Cole Camp, Missouri, United States	US	USMO		38.46	-93.2027	716089	3	Cole Camp, Missouri, United States	US	USMO		38.46	-93.2027	716089	20250915093000	http://sedaliademocrat.com/stories/community-calendar-for-sept-14-20,49570
1263188924	20250915	202509	2025	2025.6986											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	3	1	3	2.79805352798053	0								3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	3	Wesley United Methodist Church, Ohio, United States	US	USOH		39.9517	-82.9682	1058729	20250915093000	http://sedaliademocrat.com/stories/community-calendar-for-sept-14-20,49570
1263188925	20250915	202509	2025	2025.6986											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	2	1	2	2.79805352798053	0								3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	20250915093000	http://sedaliademocrat.com/stories/community-calendar-for-sept-14-20,49570
1263188926	20250915	202509	2025	2025.6986											CVL	VILLAGE						CVL			1	043	043	04	1	2.8	5	1	5	5.4249547920434	0								4	Gerrans Bay, Cornwall, United Kingdom	UK	UKC6	40101	50.1922	-4.93556	-2596904	4	Gerrans Bay, Cornwall, United Kingdom	UK	UKC6	40101	50.1922	-4.93556	-2596904	20250915093000	https://www.mirror.co.uk/travel/uk-ireland/quaint-seaside-village-packed-independent-35882314
1263188927	20250915	202509	2025	2025.6986											CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	2	1	2	2.79805352798053	0								3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	20250915093000	http://sedaliademocrat.com/stories/community-calendar-for-sept-14-20,49570
1263188928	20250915	202509	2025	2025.6986											CVL	POPULATION						CVL			0	052	052	05	1	3.5	2	1	2	1.30057803468208	0								3	Taylor Mill, Kentucky, United States	US	USKY		38.9976	-84.4963	505030	3	Taylor Mill, Kentucky, United States	US	USKY		38.9976	-84.4963	505030	20250915093000	https://nkytribune.com/2025/09/470968/
1263188929	20250915	202509	2025	2025.6986											CVL	POPULATION						CVL			0	052	052	05	1	3.5	2	1	2	1.30057803468208	0								3	Taylor Mill, Kentucky, United States	US	USKY		38.9976	-84.4963	505030	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250915093000	https://nkytribune.com/2025/09/470968/
1263188930	20250915	202509	2025	2025.6986											CVL	POPULATION						CVL			0	052	052	05	1	3.5	6	1	6	1.30057803468208	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250915093000	https://nkytribune.com/2025/09/470968/
1263188931	20250915	202509	2025	2025.6986											DEU	GERMANY	DEU								1	042	042	04	1	1.9	2	1	2	0	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Gelsenkirchen, Nordrhein-Westfalen, Germany	GM	GM07	40698	51.5167	7.05	-1775230	20250915093000	https://www.winnipegfreepress.com/world/2025/09/15/merzs-conservatives-ahead-but-far-right-party-the-biggest-winner-in-german-local-elections
1263188932	20250915	202509	2025	2025.6986											DEU	GERMANY	DEU								1	042	042	04	1	1.9	8	1	8	0	0								4	Gelsenkirchen, Nordrhein-Westfalen, Germany	GM	GM07	40698	51.5167	7.05	-1775230	4	Gelsenkirchen, Nordrhein-Westfalen, Germany	GM	GM07	40698	51.5167	7.05	-1775230	20250915093000	https://www.winnipegfreepress.com/world/2025/09/15/merzs-conservatives-ahead-but-far-right-party-the-biggest-winner-in-german-local-elections
1263188933	20250915	202509	2025	2025.6986											EDU	PROFESSOR						EDU			1	080	080	08	2	5.0	1	1	1	-1.3353115727003	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250915093000	https://www.medscape.com/viewarticle/drug-combo-potentially-revolutionary-achondroplasia-2025a1000o9u
1263188934	20250915	202509	2025	2025.6986											EDU	PROFESSOR						EDU			1	080	080	08	2	5.0	4	1	4	-1.3353115727003	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250915093000	https://www.medscape.com/viewarticle/drug-combo-potentially-revolutionary-achondroplasia-2025a1000o9u
1263188935	20250915	202509	2025	2025.6986											ESP	SPAIN	ESP								1	190	190	19	4	-10.0	2	1	2	-6.1764705882353	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250915093000	https://www.surinenglish.com/opinion/troy-nahumko-where-words-die-20250915111305-nt.html
1263188936	20250915	202509	2025	2025.6986											EUR	EUROPEAN	EUR								1	061	061	06	2	6.4	10	2	10	-4.55813953488372	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250915093000	https://www.thehindubusinessline.com/news/world/ukraine-to-curb-indian-diesel-imports-amid-russian-oil-ties/article70051941.ece
1263188937	20250915	202509	2025	2025.6986											FRA	FRANCE	FRA								0	164	164	16	4	-7.0	5	1	5	-5.18617021276595	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250915093000	https://www.mirror.co.uk/travel/europe/spain-travel-warning-brits-major-35903299
1263188938	20250915	202509	2025	2025.6986											GBR	LONDON	GBR								1	042	042	04	1	1.9	2	1	2	-4.44444444444445	0								4	Basildon, Essex, United Kingdom	UK	UKE4	40108	51.5667	0.466667	-2589397	4	Basildon, Essex, United Kingdom	UK	UKE4	40108	51.5667	0.466667	-2589397	20250915093000	https://www.tvguide.co.uk/schedule/e554aa8c-4cd4-556e-bb61-5386bd0aa548/police-interceptors
1263188939	20250915	202509	2025	2025.6986											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	8	1	8	-4.44444444444445	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Basildon, Essex, United Kingdom	UK	UKE4	40108	51.5667	0.466667	-2589397	20250915093000	https://www.tvguide.co.uk/schedule/e554aa8c-4cd4-556e-bb61-5386bd0aa548/police-interceptors
1263188940	20250915	202509	2025	2025.6986											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	2	1	2	-1.06382978723404	0								4	Yeovil, Somerset, United Kingdom	UK	UKM3	40129	50.95	-2.63333	-2612300	4	Yeovil, Somerset, United Kingdom	UK	UKM3	40129	50.95	-2.63333	-2612300	20250915093000	https://www.somersetlive.co.uk/news/somerset-news/liberal-democrat-mp-says-schools-10497024
1263188941	20250915	202509	2025	2025.6986											GBR	LIVERPOOL	GBR								0	046	046	04	1	7.0	10	1	10	3.21324245374878	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20250915093000	https://www.thebusinessdesk.com/northwest/news/2159055-city-round-up-ao-world-anexo/
1263188942	20250915	202509	2025	2025.6986											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	2	1	2	-4.2485395645247	0								4	Portadown, Craigavon, United Kingdom	UK	UKR8	40152	54.4333	-6.45	-2605557	4	Portadown, Craigavon, United Kingdom	UK	UKR8	40152	54.4333	-6.45	-2605557	20250915093000	https://www.irishnews.com/news/northern-ireland/the-young-brothers-the-key-uvf-leaders-within-the-murdeous-paramilitary-organisation-at-the-height-of-its-attacks-QGJUAPDGYNCZNEOG7Q6L75IINU/
1263188943	20250915	202509	2025	2025.6986											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-4.61538461538462	0								4	Armagh, Armagh, United Kingdom	UK	UKQ8	18300	54.35	-6.66667	-2588529	4	Armagh, Armagh, United Kingdom	UK	UKQ8	18300	54.35	-6.66667	-2588529	20250915093000	https://www.irishnews.com/news/northern-ireland/revealed-the-bitter-takeover-of-the-uvf-at-height-of-its-sectarian-murder-campaign-7CWCTDZSYRHZ7F4VLSV5YUM5EQ/
1263188944	20250915	202509	2025	2025.6986											GBREDU	LONDON	GBR					EDU			0	140	140	14	3	-6.5	3	1	3	-5.70264765784114	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250915093000	https://www.middleeasteye.net/opinion/israeli-prisons-uk-courts-health-workers-will-not-be-silenced
1263188945	20250915	202509	2025	2025.6986											GBRGOV	UNITED KINGDOM	GBR					GOV			1	043	043	04	1	2.8	2	1	2	-1.86246418338109	0								4	West Norwood, Lambeth, United Kingdom	UK	UKH1	40133	51.4167	-0.1	-2611339	4	West Norwood, Lambeth, United Kingdom	UK	UKH1	40133	51.4167	-0.1	-2611339	20250915093000	https://www.northern-times.co.uk/news/national/article/labour-mp-inevitable-starmer-will-be-ousted-if-2026-elections-are-bad-140616/
1263188946	20250915	202509	2025	2025.6986											GOV	GOVERNMENT						GOV			0	0311	031	03	1	5.2	10	1	10	-6.01719197707737	0								1	Lesotho	LT	LT		-29.5	28.25	LT	1	Lesotho	LT	LT		-29.5	28.25	LT	20250915093000	https://lestimes.com/dceo-demands-chief-magistrates-recusal/
1263188947	20250915	202509	2025	2025.6986											GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	10	1	10	-3.53606789250354	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250915093000	https://www.irishnews.com/opinion/tom-kelly-latest-fiasco-may-spell-beginning-of-end-for-starmer-UTT6TN7XZZE2XJPOOSEAMQZNS4/
1263188948	20250915	202509	2025	2025.6986											GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	8	1	8	-0.24752475247525	0								4	Amethi, Uttar Pradesh, India	IN	IN36	17921	28.0167	81.05	-2088699	4	Amethi, Uttar Pradesh, India	IN	IN36	17921	28.0167	81.05	-2088699	20250915093000	https://www.financialexpress.com/india-news/there-is-nobody-smriti-irani-breaks-the-biggest-myth-about-pm-narendra-modi-watch/3978279/
1263188949	20250915	202509	2025	2025.6986											GOV	KING						GOV			0	042	042	04	1	1.9	8	1	8	0.40609137055838	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250915093000	https://www.dw.com/en/what-to-expect-during-donald-trumps-visit-at-windsor-castle/a-73977114
1263188950	20250915	202509	2025	2025.6986											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	-1.86246418338109	0								4	Dulwich, Southwark, United Kingdom	UK	UKM8	40133	51.45	-0.083333	-2594808	4	Dulwich, Southwark, United Kingdom	UK	UKM8	40133	51.45	-0.083333	-2594808	20250915093000	https://www.northern-times.co.uk/news/national/article/labour-mp-inevitable-starmer-will-be-ousted-if-2026-elections-are-bad-140616/
1263188951	20250915	202509	2025	2025.6986											GOV	ADMINISTRATION						GOV			1	046	046	04	1	7.0	6	1	6	-1.15830115830116	0								4	Ambajogai, Maharashtra, India	IN	IN16	70179	18.7333	76.3833	-2088642	4	Ambajogai, Maharashtra, India	IN	IN16	70179	18.7333	76.3833	-2088642	20250915093000	https://timesofindia.indiatimes.com/city/pune/marathwada-floods-49-stranded-army-and-ndrf-deployed-for-rescue/articleshow/123896434.cms
1263188952	20250915	202509	2025	2025.6986											GOV	CHANCELLOR						GOV			0	046	046	04	1	7.0	8	1	8	-2.07707023776988	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250915093000	https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-weekly-september-2025-303895
1263188953	20250915	202509	2025	2025.6986											GOV	ADMINISTRATION						GOV			1	046	046	04	1	7.0	4	1	4	-1.15830115830116	0								4	Sillod, Maharashtra, India	IN	IN16	70182	20.3	75.65	-2111335	4	Sillod, Maharashtra, India	IN	IN16	70182	20.3	75.65	-2111335	20250915093000	https://timesofindia.indiatimes.com/city/pune/marathwada-floods-49-stranded-army-and-ndrf-deployed-for-rescue/articleshow/123896434.cms
1263188954	20250915	202509	2025	2025.6986											GOV	CHANCELLOR						GOV			0	046	046	04	1	7.0	2	1	2	-2.07707023776988	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250915093000	https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-weekly-september-2025-303895
1263188955	20250915	202509	2025	2025.6986											GOV	MINISTRY						GOV			0	051	051	05	1	3.4	5	1	5	5.66844919786096	0								4	Kigungu, Wakiso, Uganda	UG	UG96	18585	0.033333	32.4256	-1729926	4	Kigungu, Wakiso, Uganda	UG	UG96	18585	0.033333	32.4256	-1729926	20250915093000	https://www.christiantoday.com/news/is-child-sponsorship-outdated
1263188956	20250915	202509	2025	2025.6986											GOV	ADMINISTRATION						GOV			1	073	073	07	2	7.4	10	1	10	-1.15830115830116	0								4	Ambajogai, Maharashtra, India	IN	IN16	70179	18.7333	76.3833	-2088642	4	Ambajogai, Maharashtra, India	IN	IN16	70179	18.7333	76.3833	-2088642	20250915093000	https://timesofindia.indiatimes.com/city/pune/marathwada-floods-49-stranded-army-and-ndrf-deployed-for-rescue/articleshow/123896434.cms
1263188957	20250915	202509	2025	2025.6986											GOV	AUTHORITIES						GOV			1	0841	084	08	2	7.0	5	1	5	-6.25	0								0								0								20250915093000	https://www.independent.ie/irish-news/just-1-in-16-motorists-who-are-disqualified-from-driving-hand-over-their-driving-licence/a2023976728.html
